"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11428-1","heavy",500,"gamma",0.516,0.959608884744494,0.511269702778862,0.250683914734907,0.989975130196657,0.5059993733362,0.214498518508151,0.161721426344632,0.0412960868277552,0.170973204773769
"11428-2","heavy",500,"gamma",0.494,1.00412257250682,0.502839654794734,0.265295107528502,1.14034067312737,0.456090456159006,0.0453244051478572,0.152532191289688,0.0368149989358261,0.180353674800983
"11428-3","heavy",500,"gamma",0.518,1.00681155446986,0.493194130625583,0.22544370742508,1.25558594119552,0.363730351564504,0.0417457513861435,0.146308778317514,0.0301961716144158,0.170321988320817
"11428-4","heavy",500,"gamma",0.538,0.929333247033211,0.498888285626624,0.300662958075364,0.90646194393022,0.481340641075607,0.404633657308081,0.179289809073907,0.0430332927657473,0.181101805038622
"11428-5","heavy",500,"gamma",0.458,1.02826158040895,0.501308137299005,0.241916914023674,1.09741230617826,0.497437427828496,0.0729923252439917,0.151078421075825,0.0429407552812033,0.177968644055365
"11428-6","heavy",500,"gamma",0.51,0.926028434971528,0.523615551353739,0.173165074946588,1.25604093066526,0.436154852089892,-0.0408856443028314,0.172079410128421,0.0409799756603995,0.189042970414282
"11428-7","heavy",500,"gamma",0.526,1.02273155725355,0.504540830000718,0.142030044213514,1.02991375918433,0.448198366307691,0.208139484721241,0.168056332087253,0.0338480609891044,0.177294474205906
"11428-8","heavy",500,"gamma",0.512,0.989952897398358,0.501748496572006,0.315315300959647,1.19604228404537,0.385397517422377,0.390771333132062,0.168373768831561,0.0318102953495785,0.181971688319303
"11428-9","heavy",500,"gamma",0.522,1.15512514001001,0.483023466979117,0.105143940242799,1.25258383246703,0.353988237112738,0.372764949580896,0.167872741501182,0.0303784821379283,0.168641395547645
"11428-10","heavy",500,"gamma",0.498,1.06680713184789,0.476735020221064,0.34804143199496,1.19120992494781,0.441296865948549,0.282759936430398,0.150383994875196,0.040426796064571,0.162130455992768
"11428-11","heavy",500,"gamma",0.5,0.971056879167435,0.488655824481269,0.245451606093872,1.21861493564483,0.404312380504703,0.133327169373963,0.164512408488082,0.0374714991704738,0.171145576970088
"11428-12","heavy",500,"gamma",0.472,0.918535203270231,0.507239147504014,0.276522818120874,0.946490401165363,0.496669805109597,0.187907597405191,0.152613815231882,0.0393526630431889,0.160206118704318
"11428-13","heavy",500,"gamma",0.508,0.982301107466146,0.491245910604449,0.258282754321884,1.03482790073507,0.472183486336637,0.236266512859553,0.170679488839366,0.0440191486089704,0.175761841941966
"11428-14","heavy",500,"gamma",0.496,1.05559350174228,0.522798114887073,0.071181846274652,1.05812596249327,0.50063629839643,0.102764643028953,0.156632777597238,0.0386189475292037,0.172754229964351
"11428-15","heavy",500,"gamma",0.506,0.994207397380854,0.501927623240608,0.331636134591481,1.20402813085928,0.414697397640096,0.229146607494301,0.158685082518054,0.0417905336223354,0.170772144657614
"11428-16","heavy",500,"gamma",0.52,1.07997549509982,0.482565088223252,0.228839199978265,1.53416100673936,0.340644316409295,0.194697029782805,0.186843558240881,0.0481244677016106,0.196334515996529
"11428-17","heavy",500,"gamma",0.502,0.98541728131123,0.483928277579415,0.377040408222026,1.0950962317089,0.454176100476785,0.332990868657151,0.156413214417029,0.036699840832829,0.175803722528202
"11428-18","heavy",500,"gamma",0.54,0.905538933467608,0.514027696221821,0.370852566366096,1.03298841330794,0.4660965933988,0.354325938293067,0.18031265982866,0.0412439672400495,0.194533446005914
"11428-19","heavy",500,"gamma",0.508,0.935539636358694,0.480574243338749,0.442449225848179,0.964036844795075,0.421937848146385,0.411397860605788,0.147358220670737,0.0314907412569587,0.160186931661134
"11428-20","heavy",500,"gamma",0.508,0.979232077129163,0.502206367001052,0.377419958999228,1.13854737262882,0.420884949758028,0.267218011613559,0.174335925521902,0.0390534726742131,0.174128218390683
"11428-21","heavy",500,"gamma",0.48,0.967080922914743,0.505886322420416,0.220766566500876,1.16491658165017,0.421629199844407,0.218795773832398,0.159314122700326,0.0367112601080842,0.183176487321635
"11428-22","heavy",500,"gamma",0.51,1.14556663682636,0.503525836427865,0.139717758013995,1.55005636454916,0.326914752968785,0.0625103498481606,0.173121189070242,0.0347415026972352,0.186126047358305
"11428-23","heavy",500,"gamma",0.498,1.05197045676853,0.518275846923078,0.109912821694569,1.06430251024498,0.523391018467754,0.0110179888914713,0.169503387134661,0.0407963188972656,0.170065848101028
"11428-24","heavy",500,"gamma",0.508,1.15815295726887,0.459707336472634,0.291989667842141,1.42411728100674,0.333496632371651,0.23286308533351,0.152401767150826,0.0304482462139485,0.170905686797237
"11428-25","heavy",500,"gamma",0.538,1.06085627093427,0.472904222666489,0.19295421947916,1.43859869687953,0.345140225380515,-0.0054999899469736,0.164951763349993,0.0368244362147541,0.188916416660811
"11428-26","heavy",500,"gamma",0.524,1.01210427170034,0.484161858951476,0.255517077510821,1.19090132529918,0.409017451281613,0.152311286505962,0.157003678314302,0.0360766179694662,0.172396130450288
