"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11427-1","heavy",100,"normal",0.48,1.00940977204335,0.52868365934489,0.0847646216664574,0.867806908929912,0.635641071410486,-0.00257997749808167,0.488596302423862,0.282252410682916,0.272742446827946,0.895794647551562,0.622607456168824,-0.00978246305466937,0.488942001337772,0.283797628995439,0.275781444345812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11427-2","heavy",100,"normal",0.53,0.821005771263897,0.350144898080164,0.651487969916631,0.651799655005706,0.45107675467671,0.574430386029729,0.543528309442994,0.340318039503302,0.357975523699223,0.684105393073103,0.431598543568104,0.584260428937049,0.53331053960245,0.332243780269128,0.355981395134126,0.663952051016052,0.43615292415894,0.60199614802674,0.539281606760406,0.334830973230727,0.337460446745752,NA,NA,NA
"11427-3","heavy",100,"normal",0.56,0.614562595474399,0.680855914337886,0.272126516869754,0.625663340120413,0.67282520865085,0.296379182880513,0.55486958861842,0.326486808153817,0.300273556701236,0.619402843310507,0.676442397867157,0.309935976419474,0.55909555357595,0.326555669771936,0.301056962495799,0.576587135384627,0.703295343499653,0.311852923958263,0.578438900429646,0.339208911232504,0.30064939617003,NA,NA,NA
"11427-4","heavy",100,"normal",0.55,0.555901944779522,0.64759709077693,0.595618832943212,0.530385556890334,0.686689662869132,0.510958742123323,0.535456063735308,0.365060451526529,0.381075315650621,0.53145278941114,0.679993102918342,0.520146719215773,0.523093386538147,0.349956314416197,0.369528107082208,0.533673132175428,0.67689598225243,0.546271513331368,0.545006473146418,0.368742516850091,0.372150623080168,NA,NA,NA
"11427-5","heavy",100,"normal",0.5,0.414600279958028,0.79089169915904,0.527280651176285,0.474833373616434,0.732606204664758,0.470745872267708,0.475844380578376,0.28907272258396,0.348838033127026,0.495647199376742,0.720879226062224,0.482456347560362,0.477594769393907,0.287331530415109,0.35220204956844,0.388929365544952,0.792351088953543,0.459238005657526,0.494429227656828,0.296657901974771,0.345639773718411,NA,NA,NA
"11427-6","heavy",100,"normal",0.47,0.835631091138046,0.609341830717857,0.269360313627872,0.643672202588489,0.753350576403033,0.0593267011346921,0.544320997675975,0.377780220536689,0.465342145796606,0.639301458833401,0.765044072649595,0.0346421827742541,0.550036584601734,0.379598881730066,0.461714590869226,0.611067193475379,0.77769436937827,0.0600063903595253,0.547983850987908,0.380000026058914,0.450939582996892,NA,NA,NA
"11427-7","heavy",100,"normal",0.47,0.980286613157153,0.507157832926756,0.477667570371929,0.432869006249412,0.89110597074793,0.211502413541426,0.631271060331092,0.419818851046207,0.387424886833341,0.421738356696913,0.903526704275682,0.187625673603782,0.63277039972581,0.420824489096836,0.388569525932846,0.441250980691344,0.879937265508799,0.235303819779664,0.633392472247068,0.426757669505062,0.387676600666742,NA,NA,NA
"11427-8","heavy",100,"normal",0.4,1.43296910074722,0.296223348436389,-0.0391213113706004,1.52662060128011,0.226075503700756,-0.0114666885247347,0.551716365291715,0.333498383349678,0.327279389649827,1.52495167179642,0.226659000882862,-0.0165509965988605,0.553751025553322,0.33799984012696,0.324148740887428,1.49146537442782,0.249838980381831,-0.0192829326067895,0.587588165989633,0.360807222716944,0.318227042202192,NA,NA,NA
"11427-9","heavy",100,"normal",0.46,0.864009113923473,0.54212925401539,0.307372699032775,1.23847983810948,0.304220220408701,0.411082266975571,0.662041137314264,0.448449461515296,0.38278827434464,1.23469518839441,0.307467446179654,0.402767338452516,0.650746010930732,0.437655138599912,0.381720344527418,1.23136078901448,0.313233751883611,0.399865098279736,0.654398017693849,0.440788832654909,0.375030339547724,NA,NA,NA
"11427-10","heavy",100,"normal",0.53,0.638649812490245,0.750337728870389,-0.0575724276780936,0.492286350547194,0.877470595832507,-0.234379622764299,0.677385323752242,0.48464345159717,0.452836243288843,0.470369627002342,0.892431524656669,-0.250243980937967,0.67153980341492,0.482505870677754,0.450849769180156,0.474082160650182,0.888037154734202,-0.235627478170819,0.679716375280248,0.487279067826194,0.446918675197228,NA,NA,NA
"11427-11","heavy",100,"normal",0.41,1.15389893176049,0.429477984270735,0.199113181411712,1.20542008714796,0.402532231416836,0.202524645670358,0.528246889117079,0.356876805559873,0.357302225278594,1.22795701007876,0.387265129077141,0.210849229413869,0.531815197391181,0.361459672363947,0.358991654724369,1.21749667243385,0.390996573314811,0.227677341927535,0.531221458601589,0.360174529615582,0.346969437760892,NA,NA,NA
"11427-12","heavy",100,"normal",0.52,0.173281466550041,1.06585412886276,-0.152413135483463,0.258553047832158,1.00972729074608,-0.1776061496852,0.524506326221598,0.302277784501111,0.357055787622318,0.258644127351321,1.00568220902901,-0.167482593763453,0.525025478479764,0.305957887294823,0.347872797608335,0.139485458200236,1.08861193157141,-0.163816005431307,0.552707294637438,0.326246575992201,0.353046005116782,NA,NA,NA
