"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11422-1","heavy",500,"weibull",0.486,0.996311229471043,0.589784528513009,0.219095752173871,0.93764753605981,0.843054031826241,0.238816387337056,0.103146748987373,0.195890565246457,0.140720337747025,0.931914159723322,0.864919734458994,0.243678418082964,0.105822514599811,0.200150068670318,0.13905791489062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-2","heavy",500,"weibull",0.456,1.03067779072346,0.50772295426579,0.178962315989772,1.03616926777248,0.506891547736388,0.169237726792032,0.107314061283348,0.179311077919698,0.136601680101311,1.03339135049915,0.533248950119818,0.175279575749058,0.107643218139063,0.192415619764085,0.138529727099379,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-3","heavy",500,"weibull",0.496,1.03963442981112,0.506759813691011,0.187797566459668,1.02088983391513,0.53081802375632,0.24105399480139,0.113398566512967,0.194162387032285,0.144536633043375,1.01556988187039,0.551029749939664,0.248603052838325,0.111805877929866,0.205764522586683,0.143944076991247,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-4","heavy",500,"weibull",0.532,0.858365427011373,0.573364603313277,0.371008706490594,0.84486431277698,0.635408421032308,0.342256508171903,0.10400674720596,0.198537322848643,0.139525990010164,0.838630914131987,0.658738663379469,0.344273702083345,0.105459428902473,0.207848412609624,0.142188434782291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-5","heavy",500,"weibull",0.5,1.0270921821497,0.565983488789579,0.205136518637948,0.992610880148411,0.812479152143389,0.223100804663787,0.116337433104037,0.248518599715608,0.134936721866598,0.992182425791704,0.832304140201826,0.225099242367996,0.117648427014477,0.25350156893456,0.136409793003519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-6","heavy",500,"weibull",0.462,1.06957044399785,0.346541085253669,0.237525857055152,1.099391377882,0.244221287552277,0.242927507037328,0.0922811940443577,0.152457549341127,0.137764522349782,1.09522480029822,0.269838509500748,0.246850914544363,0.094523420633342,0.165305062818439,0.137042661653595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-7","heavy",500,"weibull",0.484,1.03582187622819,0.365809323264062,0.255670294121804,1.03082514050989,0.337165540564533,0.171089711677185,0.0938152616668008,0.119311583395848,0.135313587792536,1.0113623094595,0.424787775916515,0.180377774764315,0.0968502022335036,0.139816266657639,0.130883183399673,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-8","heavy",500,"weibull",0.494,0.951070304272324,0.545425020982663,0.285295360556151,0.908134237198068,0.771791757750283,0.291733407575787,0.103931400162915,0.232299605553684,0.126162157292228,0.910531069786753,0.774189548937157,0.291760741491205,0.10766032116817,0.231680002223731,0.124121846014481,0.898175361092806,0.814869882002755,0.303607348087237,0.108511723462921,0.243904278453043,0.123829094112814,NA,NA,NA
"11422-9","heavy",500,"weibull",0.478,0.963936145565616,0.480245004132928,0.302309298107254,0.948013007088583,0.558848573196775,0.342859022562705,0.114263746505566,0.213827972621685,0.151664167218512,0.941325458195202,0.565520590226748,0.350596654818865,0.11295914653336,0.215889652978137,0.147831127988282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-10","heavy",500,"weibull",0.472,0.93883063200635,0.626983600200762,0.271162494236584,0.911313835529278,0.813617523582931,0.248239970863383,0.111827203506696,0.210962798021521,0.138763941390423,0.905863308364854,0.830864605362925,0.254213722416438,0.113938323781698,0.218273655624558,0.139536954795138,NA,NA,NA,NA,NA,NA,NA,NA,NA
