"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11430-1","heavy",100,"gamma",0.48,0.982374656711185,0.48831112685609,0.21982028234765,0.856800241883106,0.533312760851876,0.145696385364507,0.351019574180874,0.101714734178195,0.390717056039647
"11430-2","heavy",100,"gamma",0.57,1.20515847809113,0.492165599024211,0.0957716857887454,1.37147135087733,0.384751128508916,-0.060491831905797,0.321219253905209,0.0841279515772368,0.394130911963576
"11430-3","heavy",100,"gamma",0.48,1.21548391226889,0.420151906882758,-0.0166156492405296,1.27641153223767,0.440332590613811,-0.319902825187507,0.337169312422998,0.109279651221277,0.382992525627154
"11430-4","heavy",100,"gamma",0.5,1.21430640654727,0.448194814128493,0.269535225389685,1.34856905038126,0.458569215419652,0.000209956586702161,0.342724203442597,0.0983361805029893,0.386749024135783
"11430-5","heavy",100,"gamma",0.53,1.20353429312926,0.501400183873835,-0.107170884142488,1.25979009268053,0.489622851220384,-0.303989539431687,0.389053200015458,0.101790601768768,0.386846165485116
"11430-6","heavy",100,"gamma",0.49,0.885696118014223,0.455455306662191,0.703619887532125,1.28234068608092,0.195677041310129,0.713340263636999,0.300404286732077,0.0513784433437325,0.391329520703077
"11430-7","heavy",100,"gamma",0.51,0.809188807040792,0.496791044972541,0.398039748690111,0.60254322222923,0.52886473986083,0.391402641550394,0.474280519259053,0.118638807860399,0.431068617690588
"11430-8","heavy",100,"gamma",0.5,1.06031520963299,0.505538632793217,0.0644413327871154,1.31261103665297,0.309889387922893,0.217097007503073,0.350193094808244,0.0918117056368924,0.399421502488161
"11430-9","heavy",100,"gamma",0.51,1.12487761904188,0.501244973654053,0.0412155265982789,1.30498592662237,0.403423894836553,0.0975208308170487,0.392684944222106,0.0870430363489006,0.404347650123846
"11430-10","heavy",100,"gamma",0.54,0.680620153760619,0.485261056119721,0.681120412720429,0.998936658159588,0.349117741559893,0.857823089958249,0.383391798764158,0.0906045314234263,0.384899845835214
"11430-11","heavy",100,"gamma",0.47,1.16203560041473,0.460045722182578,0.483523692747068,1.47653522557745,0.296822141892376,0.213180312271841,0.254916516491559,0.0478578357780987,0.332998999500586
"11430-12","heavy",100,"gamma",0.55,0.854597955361129,0.535452381500585,0.402384930484716,0.991234448522409,0.510068502893101,0.256351136888606,0.410378083872362,0.109422052633063,0.45034357768409
"11430-13","heavy",100,"gamma",0.48,1.22834126018551,0.51785702185132,0.10283340664748,1.61434079300702,0.420476920960132,-0.161164788350632,0.381667745124718,0.098498825898322,0.393129452995278
"11430-14","heavy",100,"gamma",0.5,1.14752407422808,0.475719718036548,0.146452075068943,1.16107198000769,0.453906630961092,0.26802393505375,0.397502580608265,0.079998041932177,0.418685265538698
"11430-15","heavy",100,"gamma",0.53,0.787942124936591,0.531450481641828,0.34276921034651,0.634782178080722,0.593982948072992,0.412938616784293,0.420663334914843,0.121558648386601,0.450721495134541
"11430-16","heavy",100,"gamma",0.48,0.867468208792821,0.487038050887567,0.390776038564488,0.822356060126424,0.49439583991371,0.477317850728515,0.369569365328273,0.0935007464496062,0.418606283991371
"11430-17","heavy",100,"gamma",0.51,1.15264836031825,0.504517768001005,-0.0454242371686463,1.59438480699506,0.354938904868539,-0.285018193093114,0.358984092145594,0.0707224878589071,0.431650146014215
"11430-18","heavy",100,"gamma",0.56,0.758515406458314,0.569859387908949,0.254707250848122,0.75656114706385,0.360436309859811,0.709819670037413,0.365304052719342,0.0546678656771942,0.413130997536328
"11430-19","heavy",100,"gamma",0.57,1.09699361424828,0.451582828385177,0.439953314858812,1.47390835458951,0.25416964517016,0.22942686352564,0.330195997913775,0.0452873523270205,0.395502594873952
"11430-20","heavy",100,"gamma",0.51,1.42474515069931,0.483201969650623,0.0266577623788168,1.61987069536423,0.334571747250667,0.164699659497751,0.311456627231411,0.072518563039408,0.367958323383237
"11430-21","heavy",100,"gamma",0.43,0.9781880552345,0.544852622787884,0.100435841168475,1.29869494171806,0.503661074702657,-0.380414139526533,0.347146433278675,0.0783224488406607,0.433673463578237
"11430-22","heavy",100,"gamma",0.5,1.02290413913282,0.491149236937215,0.275390119932177,1.21011068630678,0.429144072424616,-0.225588229198678,0.344781190070642,0.0831091387691701,0.390238088037661
"11430-23","heavy",100,"gamma",0.41,0.901262309072762,0.504644015648049,0.410007626759652,0.888413437982703,0.50681957784445,0.433709999411504,0.322765930222631,0.0800198837271821,0.351896761163496
"11430-24","heavy",100,"gamma",0.43,1.01510992937643,0.49819827474726,0.433874403070734,1.44324651726097,0.21211058190198,0.784309124555512,0.316786554973342,0.0421256148843094,0.398011461551029
"11430-25","heavy",100,"gamma",0.54,0.886816721072785,0.504214834917161,0.340468996654051,0.865329181418525,0.472016156469983,0.587709908206923,0.483942918681469,0.123291046480165,0.386719458337079
"11430-26","heavy",100,"gamma",0.55,0.613788865214549,0.496063948030769,0.690979545223743,0.928064060721784,0.407471590474849,0.851820864912078,0.464593102106133,0.113947155982111,0.45692019674946
"11430-27","heavy",100,"gamma",0.49,0.819300277153286,0.553305346371084,0.126262111006385,1.41544661326065,0.314360063984213,-0.173700388353332,0.347039461099022,0.0614746130177737,0.446085758097896
"11430-28","heavy",100,"gamma",0.52,0.881077910109883,0.513436485450312,0.355277432574753,0.744952777308501,0.516297050513263,0.274451646095037,0.332455190957892,0.064211771094747,0.333456849460394
"11430-29","heavy",100,"gamma",0.49,1.00611752522008,0.497628479029501,0.0709074997364233,0.965733964927243,0.475836026288305,0.101191308039726,0.304953102010276,0.079693771337735,0.342063109503924
"11430-30","heavy",100,"gamma",0.59,1.00778833534707,0.480476190869663,0.617824649639401,1.07679482800265,0.512490818179719,0.00145148419017011,0.381094433018208,0.0970121580219678,0.494711558702073
"11430-31","heavy",100,"gamma",0.6,0.943076801216043,0.541477182882095,0.00712972918632147,1.60345762932127,0.27789894121741,-0.272873636208833,0.3704482995518,0.0836236067451558,0.508806714154359
"11430-32","heavy",100,"gamma",0.45,1.07885276638339,0.517576471562956,-0.0345634009911814,1.15658676010194,0.482587138542245,0.0356710281787484,0.346268257337355,0.103216128192871,0.3894104169467
"11430-33","heavy",100,"gamma",0.47,1.64937604309249,0.327410414514644,-0.0571899064639792,1.75074625087656,0.326259788304292,-0.311896658704328,0.286436255704976,0.0902301615742932,0.308611443290774
"11430-34","heavy",100,"gamma",0.56,1.28239763221331,0.508850808123548,-0.210830652487799,1.70326237743985,0.389563531888417,-0.0646309827671203,0.486515136280098,0.112231343175848,0.469786537065801
"11430-35","heavy",100,"gamma",0.51,1.02772958653284,0.496098368286459,0.263304041385221,1.17761200220914,0.494775116962085,-0.0792684736431396,0.405514478393227,0.106541254846159,0.418378510478379
"11430-36","heavy",100,"gamma",0.44,1.14129891274099,0.484450647407839,-0.0990702082656925,1.2247340397539,0.427474414410859,-0.169994774281413,0.307689262288837,0.073101880776957,0.339437299503194
"11430-37","heavy",100,"gamma",0.54,0.631364531245023,0.540602840004932,0.419471631306795,1.18398457516278,0.35314977330099,-0.19352514780286,0.364937306410068,0.0741401570172592,0.422195710796162
