"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11425-1","heavy",500,"t",0.498,0.964943615537901,0.45656731729832,0.284561446128085,NA,NA,NA,NA,NA,NA,1.33696930549473,0.64546526161876,0.176621501463535,0.106992448921642,0.0837559303580361,0.134456495514447,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-2","heavy",500,"t",0.508,1.09725451540532,0.511078512465445,0.10997265758911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-3","heavy",500,"t",0.548,1.04967557207174,0.476974751657108,0.144768213383085,NA,NA,NA,NA,NA,NA,1.35798590584663,0.586949168169539,0.16136595554131,0.107978745771081,0.071908030516719,0.140446573618421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-4","heavy",500,"t",0.48,1.00393692328188,0.475299871809238,0.238006169801642,NA,NA,NA,NA,NA,NA,1.31655019261858,0.594815388811216,0.198496791736233,0.110908240659302,0.0745796970607256,0.133940102973412,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-5","heavy",500,"t",0.526,0.870731996078239,0.479868456502677,0.37163555602343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-6","heavy",500,"t",0.482,1.04089318689997,0.507540724542645,0.255669984246237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-7","heavy",500,"t",0.474,1.00985016764666,0.530067370075186,0.209628404689466,NA,NA,NA,NA,NA,NA,1.40485576294396,0.731363784100728,0.118789498438339,0.114333300690979,0.0931567560039795,0.144274272384055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-8","heavy",500,"t",0.526,1.12347809450928,0.5215783983341,0.232883305832872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-9","heavy",500,"t",0.502,1.05937488587818,0.515655481819003,0.120220445599591,NA,NA,NA,NA,NA,NA,1.40572829252064,0.738241523851992,0.137790599610813,0.0988573953809892,0.0812875725710385,0.129119367486411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-10","heavy",500,"t",0.526,1.04972477404421,0.526896889178172,0.191683895033554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-11","heavy",500,"t",0.482,0.929083511778492,0.499181287233857,0.247098748492395,NA,NA,NA,NA,NA,NA,1.30781919319243,0.722879985654551,0.189774857852304,0.106616302207142,0.0800307791308864,0.135926356924174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-12","heavy",500,"t",0.492,0.935727496129409,0.437847365531713,0.293823027479307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-13","heavy",500,"t",0.514,0.988773082045357,0.525178619842194,0.202104581743202,NA,NA,NA,NA,NA,NA,1.41601471694806,0.731630659345652,0.178411979033718,0.11338986568914,0.0765910719480961,0.144088467745445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-14","heavy",500,"t",0.488,1.0237588501297,0.453894032334998,0.18787528109297,NA,NA,NA,NA,NA,NA,1.35594144865513,0.588439078524399,0.13263642058988,0.101637953903033,0.0632165950754484,0.133747822538681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-15","heavy",500,"t",0.474,1.12336024904619,0.473865435938972,0.13723854871754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-16","heavy",500,"t",0.464,0.969681518415487,0.504122583053794,0.255362818970265,NA,NA,NA,NA,NA,NA,1.36375418865911,0.667033030522747,0.156422532000201,0.106480076771804,0.0756307294119575,0.133845391698806,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-17","heavy",500,"t",0.498,1.02237157441135,0.504124273290304,0.32838283896201,NA,NA,NA,NA,NA,NA,1.69808046012192,0.816583500289786,0.045542604566853,0.378524291755618,0.175287612016107,0.394170007480682,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-18","heavy",500,"t",0.496,1.16736302672218,0.501199677793109,0.142354869075194,NA,NA,NA,NA,NA,NA,1.5564896577899,0.679207527668151,0.0501133474169103,0.101694994706395,0.0751492520718725,0.138118464392705,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-19","heavy",500,"t",0.474,0.916288560214415,0.503549557529397,0.348484474058077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-20","heavy",500,"t",0.47,0.981496134631463,0.487105651480194,0.217795069556261,NA,NA,NA,NA,NA,NA,1.25524027337966,0.629517088890538,0.239553536437363,0.0993649447247651,0.0809462408274295,0.1350444252067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-21","heavy",500,"t",0.488,1.02338738808761,0.490607249012147,0.249198829117829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-22","heavy",500,"t",0.482,1.03246893553667,0.513732464207904,0.182593729810327,NA,NA,NA,NA,NA,NA,1.40156720063175,0.684342572793177,0.0651362574304993,0.104661295157704,0.0782777602169928,0.138851873321746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-23","heavy",500,"t",0.486,1.09571490862619,0.492076208644423,0.170707782682862,NA,NA,NA,NA,NA,NA,1.34581028759515,0.634587182685435,0.250044523203413,0.110687559219071,0.0803709916478529,0.150573241743783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-24","heavy",500,"t",0.502,0.989753671372719,0.513191715410185,0.223654322334737,NA,NA,NA,NA,NA,NA,1.28370909782972,0.663658017072958,0.267723277917541,0.100960062109413,0.0656573428393775,0.134875155301296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-25","heavy",500,"t",0.514,0.881503891993518,0.510393863066827,0.39408377848954,NA,NA,NA,NA,NA,NA,1.15346044136369,0.658214064440093,0.41578075444989,0.102405713904854,0.0658857016899733,0.129915985254666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-26","heavy",500,"t",0.498,0.971094433315411,0.493406796243642,0.272382938978825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-27","heavy",500,"t",0.496,1.02241270424283,0.475107750847118,0.162678107261885,NA,NA,NA,NA,NA,NA,1.33698827353366,0.607398547916171,0.137843913458089,0.103526941852408,0.0770301946431993,0.137483676544438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-28","heavy",500,"t",0.472,0.992775138640764,0.478074569567325,0.208974014901458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-29","heavy",500,"t",0.54,1.06429611569328,0.518193105638261,0.22485340243411,NA,NA,NA,NA,NA,NA,1.50423903467051,0.809388027944289,0.150054118902151,0.105459898336671,0.0812647404018336,0.135428422575536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-30","heavy",500,"t",0.52,1.04762094100411,0.510413319155173,0.303756972246128,NA,NA,NA,NA,NA,NA,1.44908434364376,0.708483009069164,0.270503150455151,0.100252226550606,0.0807502767859481,0.136943987891522,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-31","heavy",500,"t",0.498,1.1024360603549,0.494405721229603,0.206757238721917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-32","heavy",500,"t",0.486,1.04403739325574,0.508150250143003,0.241541529945206,NA,NA,NA,NA,NA,NA,1.42791115782716,0.657324016992037,0.150287977654853,0.115126557045287,0.0716783684793298,0.140576913136224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-33","heavy",500,"t",0.48,0.984394813611439,0.553204181408836,0.230370279633893,NA,NA,NA,NA,NA,NA,1.41047619480286,0.80749258125795,0.184793036025626,0.106730599888114,0.0799758474378133,0.138105670023119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-34","heavy",500,"t",0.504,0.946221965555,0.472996255923261,0.388616393013858,NA,NA,NA,NA,NA,NA,1.2211541498147,0.572505436467797,0.410525693761986,0.102001359854545,0.0651884632142982,0.137221480746017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-35","heavy",500,"t",0.524,0.967827115319003,0.502589137473891,0.154021239410197,NA,NA,NA,NA,NA,NA,1.32934783127682,0.640037846384651,0.178161515339926,0.0975688830164509,0.0823665401565973,0.135903123729599,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-36","heavy",500,"t",0.498,0.986664792351441,0.484872426705845,0.337312397709477,NA,NA,NA,NA,NA,NA,1.29919724935063,0.634390111008429,0.306321139164624,0.104088140877877,0.0694217379867945,0.138978725025257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-37","heavy",500,"t",0.494,0.975503244652385,0.506974443933838,0.238140746328036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-38","heavy",500,"t",0.522,1.02086694805701,0.477577680937041,0.30120149297136,NA,NA,NA,NA,NA,NA,1.34858329517204,0.647376314305992,0.33587749632291,0.110492340948884,0.073498649022269,0.136145012978615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-39","heavy",500,"t",0.494,0.958422296057968,0.519580224687076,0.359134169073596,NA,NA,NA,NA,NA,NA,1.28690950903019,0.691892976354494,0.355891465558012,0.102161855189418,0.0771792134511194,0.139267654982712,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-40","heavy",500,"t",0.508,0.978667945377621,0.485163381073211,0.372165862973752,NA,NA,NA,NA,NA,NA,1.32193041343994,0.615242787927843,0.2979862742173,0.112243450297701,0.085527881228073,0.139523795263668,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-41","heavy",500,"t",0.496,0.874048306261031,0.496696336386666,0.438744262353008,NA,NA,NA,NA,NA,NA,1.19714924864816,0.665552349707548,0.416254595689338,0.10952200136473,0.0756876898239571,0.138793791495232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-42","heavy",500,"t",0.482,1.05620603948352,0.49228214063725,0.225309147421615,NA,NA,NA,NA,NA,NA,1.41652730950764,0.640566654389659,0.172955519711881,0.1049715926168,0.0770171180066092,0.14504529864782,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-43","heavy",500,"t",0.466,1.04221062952178,0.487467683293331,0.262137008870018,NA,NA,NA,NA,NA,NA,1.35467497649638,0.614791261777327,0.196954116890709,0.112378443077109,0.074600417447732,0.142178409613214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-44","heavy",500,"t",0.506,0.992833477772355,0.517099760220503,0.253775428785326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-45","heavy",500,"t",0.492,1.07341574937855,0.499493895449391,0.0982638066799157,NA,NA,NA,NA,NA,NA,1.39668439414331,0.599185144620223,0.0306562516959111,0.102728549920549,0.0688639111041896,0.134138770855297,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11425-46","heavy",500,"t",0.472,1.00037837610779,0.527314191790778,0.261549862427861,NA,NA,NA,NA,NA,NA,1.28629538590187,0.638324722270643,0.277649496845491,0.0995938818300195,0.0620341357392175,0.13380920512061,NA,NA,NA,NA,NA,NA,NA,NA,NA
