"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11426-1","heavy",500,"lognormal",0.516,0.782317893831975,0.571806489494904,0.373991010335964,0.779937732290781,0.585872658684669,0.406654106232437,0.220561596601726,0.172595599411063,0.13919139797031,0.779347188945932,0.588665844273539,0.410650317170133,0.219061016061911,0.170750523668424,0.139972446504052,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426-2","heavy",500,"lognormal",0.464,0.975241329536396,0.525409670138958,0.270413029708729,0.843628897182601,0.643606740429892,0.329675700761667,0.191347691774543,0.15347286142688,0.128097266281353,0.843897816342508,0.64200518843162,0.335293078107765,0.191667691778487,0.153824802700453,0.127815145782228,0.832808692041334,0.651592857580055,0.331507069589612,0.192905466916265,0.15430748557004,0.127435649768938,NA,NA,NA
"11426-3","heavy",500,"lognormal",0.5,1.11763044615628,0.40906967356891,0.256705481149613,1.24304491308948,0.30539594504713,0.256360167465483,0.179547875737368,0.142976969631181,0.129984789987099,1.23786464105252,0.311570643840129,0.256760765675674,0.17766082876833,0.142450309869715,0.129846782266296,1.24632564999128,0.302162268838599,0.25937771875861,0.179939055381712,0.140769619107423,0.130647923767408,NA,NA,NA
"11426-4","heavy",500,"lognormal",0.494,0.98300663323979,0.603463305070824,0.148723750159204,0.975074886196011,0.619177322329342,0.15901380411715,0.199292819723141,0.1560835228913,0.132777886388484,0.974764189148565,0.616661608141392,0.162621608686681,0.200127918931663,0.15795371974995,0.136930626479643,0.969055569456373,0.624879012825005,0.158725504552516,0.199170188120773,0.158570169351238,0.129575395396146,NA,NA,NA
"11426-5","heavy",500,"lognormal",0.458,0.867747198484158,0.563033174890072,0.273589987887584,0.908413801783923,0.555918741446657,0.238421892066763,0.194345581307901,0.1573103984297,0.130479671920638,0.897736356766652,0.562161361553426,0.245257698043434,0.194721056973751,0.156777553534735,0.130536064041779,0.89091510928184,0.56865083217912,0.243362012242625,0.190565413077692,0.154907526142175,0.133925534975853,NA,NA,NA
"11426-6","heavy",500,"lognormal",0.476,0.978145595700408,0.513095828776887,0.290888966539795,1.1246208539083,0.39054251668893,0.286039731185784,0.164332572296652,0.120054547841507,0.131277955543538,1.10511839491781,0.405777822314821,0.287205965243082,0.165206843270926,0.120602264648665,0.131983368725809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11426-7","heavy",500,"lognormal",0.492,0.986560136844293,0.57399908940138,0.167002896493589,0.928370052756972,0.632584097504951,0.161432562151165,0.199622293584713,0.15784959759963,0.132799027195443,0.936276162164434,0.626089848631908,0.157672168274745,0.201581664531688,0.158248965451049,0.13412131978997,0.934186832171109,0.630963678360599,0.162189061648259,0.199445866307681,0.159498742852596,0.135313229114907,NA,NA,NA
"11426-8","heavy",500,"lognormal",0.474,0.948539628254802,0.608860809352846,0.244729685430771,0.892967661093762,0.654825835421319,0.322453776533345,0.206513043483367,0.163718937849846,0.127230791622271,0.889042108453015,0.658913370738344,0.320493685116075,0.203868204313497,0.160686197283429,0.131826122626058,0.883057219176332,0.665660833730977,0.321906792187584,0.203094519861729,0.162718207366561,0.129917379562575,NA,NA,NA
"11426-9","heavy",500,"lognormal",0.494,1.08643579846888,0.48687347229503,0.115889992561733,1.15605940350376,0.450677321261142,0.0670702013410855,0.17913005402128,0.147046407497994,0.128481737589594,1.16274529660152,0.443859654161376,0.0738914179335025,0.179665713895009,0.147163200054661,0.1255450331969,1.15212139447219,0.452603430185547,0.0693512406087009,0.179254172436593,0.148342540427143,0.128175278518168,NA,NA,NA
"11426-10","heavy",500,"lognormal",0.482,0.83665083145102,0.524959317075099,0.418676150491966,0.724843834623534,0.616337037579549,0.388904195305377,0.173131243615504,0.124958289800357,0.12370224445833,0.724052911192181,0.61867253334012,0.388868408905499,0.172607668281524,0.124949116206942,0.124559560905607,NA,NA,NA,NA,NA,NA,NA,NA,NA
