<<<<<<< HEAD
"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull"
"11429-1","heavy",500,"normal",0.51,0.89246718475625,0.537037070560303,0.283757527211534,NA,NA,NA,NA,NA,NA
"11429-2","heavy",500,"normal",0.508,1.2413480729634,0.318657547393297,0.503466019900676,1.16280283568434,0.355558184203165,0.517268981400254,0.301676864897025,0.177809709922592,0.139412015121222
"11429-3","heavy",500,"normal",0.53,1.09325493653832,0.44521209992859,0.252574514253587,1.03066391199429,0.497377398905953,0.207863644288512,0.2568292222649,0.161627295523116,0.156998109952808
"11429-4","heavy",500,"normal",0.464,1.201533011226,0.415860692422134,0.262442887959205,NA,NA,NA,NA,NA,NA
"11429-5","heavy",500,"normal",0.546,1.29300366553291,0.321393029954611,0.178214027441869,1.14030194407458,0.417217697119253,0.125310809695582,0.275287462189499,0.161237741128096,0.157094015596061
"11429-6","heavy",500,"normal",0.498,1.0699809617538,0.397780574557353,0.448795713966745,1.06263897888624,0.395557097648603,0.46900214195659,0.265101666074001,0.168013508516342,0.140341286062725
"11429-7","heavy",500,"normal",0.508,1.18674490204214,0.42507668567173,0.149126679658689,1.14540313953078,0.45128557315796,0.130886011526481,0.251762218824745,0.154484381174325,0.144923789086158
"11429-8","heavy",500,"normal",0.478,0.896740015335145,0.511169685362147,0.428325959219939,NA,NA,NA,NA,NA,NA
"11429-9","heavy",500,"normal",0.474,1.04103970805585,0.502671780908869,0.182404595405091,1.08016708434035,0.47840032385278,0.180891320042317,0.265801905764699,0.16427199007412,0.157232758152602
"11429-10","heavy",500,"normal",0.524,1.17667824164404,0.398317636000997,0.279902812219176,1.06443858480178,0.475814710739495,0.24068117634358,0.272240427863953,0.166494664891495,0.154514447187785
"11429-11","heavy",500,"normal",0.492,1.0198844816297,0.522264116607224,0.145859745955577,0.986172506807917,0.546349187883998,0.171739493077213,0.279088119412146,0.1773646078351,0.1621302278332
"11429-12","heavy",500,"normal",0.52,0.889888095344435,0.559801717698733,0.281665044770241,0.945102938716432,0.506624109843094,0.31998542668667,0.273551605331933,0.169949652525285,0.161920748854844
"11429-13","heavy",500,"normal",0.514,1.11261437005748,0.395122376728098,0.314830356680097,NA,NA,NA,NA,NA,NA
"11429-14","heavy",500,"normal",0.48,1.01480283441932,0.467303957564229,0.306706239884684,1.05765408433386,0.454487255385167,0.295647217797377,0.273295590543683,0.173847805323627,0.15883718729068
"11429-15","heavy",500,"normal",0.452,0.75024072062328,0.622623915108387,-0.00482813996800223,NA,NA,NA,NA,NA,NA
"11429-16","heavy",500,"normal",0.502,0.932916841561764,0.431928229935447,0.409819295199725,0.928500200610142,0.43388066817232,0.408827597909955,0.245205662282541,0.154962424672256,0.149511741194772
"11429-17","heavy",500,"normal",0.516,0.91774459593558,0.577633514898804,0.152015518372204,0.69341010175035,0.740293757556552,0.0166979291259463,0.275334203953328,0.178108539493209,0.167329343493681
"11429-18","heavy",500,"normal",0.526,1.10351736802964,0.465904011797578,0.258337653169712,1.0395934229185,0.513787511044694,0.240832820081117,0.25377551810987,0.162996785240379,0.144517414163574
"11429-19","heavy",500,"normal",0.508,0.963280616775093,0.549938940224516,0.156924509136566,1.00219891361685,0.531577676506143,0.155526333120487,0.28093990995352,0.181169290703124,0.156666134597289
"11429-20","heavy",500,"normal",0.46,1.14031880863247,0.417772528558864,0.318159910673785,1.19179209375653,0.390168552217918,0.320911431914134,0.260230314851735,0.166872185103435,0.158030170056172
"11429-21","heavy",500,"normal",0.466,1.19842935043096,0.3962143074663,0.240085024623455,1.39940039411425,0.265409583810937,0.296972744319044,0.258490359568551,0.157811617152658,0.153136261943653
"11429-22","heavy",500,"normal",0.472,1.08390651123985,0.45602538433254,0.202378654927034,NA,NA,NA,NA,NA,NA
"11429-23","heavy",500,"normal",0.498,1.14150396028108,0.411071938515957,0.312887254266562,1.16961759121446,0.385597703796023,0.325811297027781,0.260085044153308,0.163478300443821,0.151283211090649
"11429-24","heavy",500,"normal",0.54,0.849688716307736,0.631664884010148,0.123099312329412,0.828080823042097,0.637646602029849,0.112284948607431,0.281190428685147,0.177292978252511,0.163993096667979
"11429-25","heavy",500,"normal",0.546,1.15245852298229,0.353160325374586,0.371193988470861,NA,NA,NA,NA,NA,NA
"11429-26","heavy",500,"normal",0.526,0.954835969030907,0.528295018223061,0.208290116629302,0.95423216759172,0.529110681374941,0.204177984931441,0.253780966287434,0.160185986717094,0.157027211708623
"11429-27","heavy",500,"normal",0.48,0.695197793627852,0.669394716032345,0.270521220885374,0.596971054450359,0.706755549671345,0.287115110285467,0.272913984767782,0.16130021888494,0.143705684541752
"11429-28","heavy",500,"normal",0.504,0.950580214617695,0.522501414758945,0.279938950300103,NA,NA,NA,NA,NA,NA
"11429-29","heavy",500,"normal",0.492,0.883137025542806,0.62165501604706,0.0740432418348478,0.862992168002387,0.631119312711703,0.113085879197395,0.283594859529881,0.179198507511129,0.155897945911158
"11429-30","heavy",500,"normal",0.506,0.968822120820806,0.52140348669988,0.352654268195532,0.799824785507071,0.649923472519284,0.26627715541097,0.303015361312683,0.200066727697616,0.172133387288364
"11429-31","heavy",500,"normal",0.498,1.25001714782002,0.396553998352497,0.20847176426765,1.47665762564027,0.252309897589171,0.27027854069604,0.255442519635981,0.15989300510867,0.155688234444535
"11429-32","heavy",500,"normal",0.516,1.09185788787152,0.420713195519314,0.249004232321888,1.22305213229787,0.347980868688131,0.264349768106113,0.266497374901142,0.179280428639387,0.167126020308642
"11429-33","heavy",500,"normal",0.45,1.16237357354883,0.39801620721548,0.265988652884129,1.21160061338431,0.365393144474242,0.287270722795333,0.252177859756494,0.156446524963674,0.157846913924743
"11429-34","heavy",500,"normal",0.478,0.912978398793552,0.514732710564547,0.355319445050087,0.83882440042327,0.569746038546539,0.307830895167711,0.250684268160213,0.154473612070969,0.152074032634608
"11429-35","heavy",500,"normal",0.504,0.928932721137644,0.493103393651452,0.407710492141068,NA,NA,NA,NA,NA,NA
"11429-36","heavy",500,"normal",0.484,1.00046837246182,0.52334889373367,0.241599294611303,NA,NA,NA,NA,NA,NA
"11429-37","heavy",500,"normal",0.512,0.950099038312311,0.519946998234026,0.310145382407639,1.04200544591184,0.453530088964121,0.359917098233564,0.238220711146058,0.149255045252896,0.151842940617081
"11429-38","heavy",500,"normal",0.492,1.01876732795441,0.511129160089483,0.210557512101406,1.11421531822546,0.456898291503959,0.21511715106972,0.266858805410662,0.167872469221919,0.14983468740623
"11429-39","heavy",500,"normal",0.494,1.20160098822959,0.383551963666958,0.274660309131911,1.24807252043459,0.35133178528753,0.282317082391481,0.256562556851783,0.160829633102843,0.153041234905513
"11429-40","heavy",500,"normal",0.526,0.785995415602482,0.59689187812998,0.35787729508273,0.793599917538846,0.580546036963371,0.376328873852945,0.279757228688754,0.173379172684656,0.151965137231699
"11429-41","heavy",500,"normal",0.498,0.878247508170051,0.529353780481995,0.428140866459815,NA,NA,NA,NA,NA,NA
"11429-42","heavy",500,"normal",0.466,0.917609777043045,0.608077286749819,0.15946633389905,0.975002700954015,0.582087962611289,0.143570838174739,0.267990157798974,0.171775482170917,0.163542214745227
"11429-43","heavy",500,"normal",0.5,0.765669408683584,0.628072294321236,0.158981150289282,0.873755389481617,0.542218774762088,0.22874108646169,0.250060754847125,0.159588592732704,0.154298789458479
"11429-44","heavy",500,"normal",0.47,1.00284811514633,0.492115301912444,0.309854119467921,1.0102679257859,0.497391848010078,0.305001775989458,0.241428823799489,0.153807774688471,0.147649037770287
"11429-45","heavy",500,"normal",0.444,0.912195140447102,0.603141032367096,0.115377687958691,0.896316923302837,0.633600703138763,0.0559626417597799,0.279473239311016,0.178475613965109,0.157834094648946
"11429-46","heavy",500,"normal",0.458,1.0858486337074,0.483718673559814,0.318320980983291,1.03789153088312,0.523762736791529,0.258092014328119,0.256151322703307,0.163690893196165,0.165888102301797
"11429-47","heavy",500,"normal",0.478,1.00145287950497,0.510453982627546,0.149302549475044,0.808140857358114,0.635961594186695,0.051140984957118,0.264690136034131,0.165663840351837,0.156710620888136
"11429-48","heavy",500,"normal",0.478,1.26072793162851,0.329429103254633,0.342355846586838,1.55963887928735,0.127136092508737,0.45349995475916,0.267878271741422,0.175422511186364,0.167119604700107
"11429-49","heavy",500,"normal",0.494,1.14818212866863,0.32672254078073,0.449301204507223,NA,NA,NA,NA,NA,NA
"11429-50","heavy",500,"normal",0.506,0.744426423382624,0.672298463638322,0.121933297654904,0.763814404671364,0.656894705612131,0.117740921124264,0.267990073969194,0.158640911282573,0.146015304874192
"11429-51","heavy",500,"normal",0.52,1.01986177489565,0.492375060917093,0.426150306265256,1.04217783852213,0.481272348946005,0.418558787185404,0.260391657408802,0.158531531346311,0.152500232308216
"11429-52","heavy",500,"normal",0.478,0.929547063184074,0.509248044640015,0.233075729307287,0.952428681622983,0.488906768832772,0.255829372883703,0.286044705566124,0.17615706563213,0.157241939925494
"11429-53","heavy",500,"normal",0.484,0.888871545945841,0.516538263728951,0.376613390427604,1.12399298144062,0.363815455060311,0.436029206622868,0.25687406501729,0.154606807605684,0.148153511459025
"11429-54","heavy",500,"normal",0.468,0.99450607688916,0.48332983859101,0.228195474489572,NA,NA,NA,NA,NA,NA
"11429-55","heavy",500,"normal",0.48,0.957039934633348,0.54837588975972,0.241038491130111,1.07412295818912,0.474301670546596,0.23715827652387,0.294516664162498,0.181598586339618,0.162628045543275
"11429-56","heavy",500,"normal",0.458,1.02053178814947,0.462026504745901,0.419601195216238,NA,NA,NA,NA,NA,NA
"11429-57","heavy",500,"normal",0.464,0.816935765992559,0.67483698620633,0.0760235013469211,0.919431100804063,0.5985292104801,0.120444264183888,0.285850639885089,0.174290034968072,0.151671021790304
"11429-58","heavy",500,"normal",0.494,0.913891437483021,0.532460735082263,0.226978307453704,0.952238585024406,0.507756669701417,0.240967596777736,0.264663815927086,0.171382260920979,0.146723018918828
"11429-59","heavy",500,"normal",0.526,0.805498806122358,0.662501199857457,0.0968640927602338,0.64001084206956,0.746258398641554,0.0851468278733846,0.299333492381964,0.174719542249005,0.148490624458169
"11429-60","heavy",500,"normal",0.502,1.14345957294068,0.4130342193082,0.342398702172414,1.08761460841209,0.460581670834992,0.315299592731258,0.266118725365139,0.166230493712643,0.151391579865065
"11429-61","heavy",500,"normal",0.514,1.08004379036707,0.46132133526601,0.15080194163375,1.28318257299502,0.325285573711273,0.208518461302732,0.26619715749019,0.167166791257141,0.159826720702532
"11429-62","heavy",500,"normal",0.476,1.17117311450078,0.383657542581513,0.331279241578376,1.30974103150059,0.295436612857704,0.34980666511023,0.259089975564869,0.159662824625657,0.157032153324946
"11429-63","heavy",500,"normal",0.502,1.18509007048366,0.421540509475576,0.273790089078661,NA,NA,NA,NA,NA,NA
"11429-64","heavy",500,"normal",0.46,0.938670915452351,0.519782301300091,0.177933456201682,NA,NA,NA,NA,NA,NA
"11429-65","heavy",500,"normal",0.476,0.740377647124223,0.616839088963215,0.290371698966696,0.918678621784304,0.492620636842058,0.313326263272115,0.260230797650193,0.164119266466917,0.153188993077733
"11429-66","heavy",500,"normal",0.466,1.05165912921891,0.423787095499148,0.33784811503209,0.905606715456268,0.552130285256915,0.205028546038936,0.220239167247409,0.150768723484585,0.177001483096847
"11429-67","heavy",500,"normal",0.474,1.11945192413893,0.479358396432465,0.0858233192652366,1.07588359541906,0.509181501312768,0.0588206244995549,0.257948966382383,0.15830739797457,0.148183038987844
"11429-68","heavy",500,"normal",0.436,1.08389791504753,0.444122857676943,0.3274578698918,1.04059959511007,0.470236283978369,0.346018537220879,0.253458758411741,0.151981513331451,0.132398429706447
"11429-69","heavy",500,"normal",0.526,0.996501718744696,0.53782423370744,0.183764805581538,1.06624437437027,0.497951288137748,0.152437854570187,0.251404141364411,0.166396608506258,0.171059698482495
"11429-70","heavy",500,"normal",0.482,1.03137423885816,0.500619640735098,0.103659532856998,0.929725810094848,0.566232490792497,0.0723745112531129,0.276076443417126,0.177114126331273,0.164498433709142
"11429-71","heavy",500,"normal",0.476,0.761963027789196,0.638724712098961,0.159298316073217,NA,NA,NA,NA,NA,NA
"11429-72","heavy",500,"normal",0.462,0.987796040315256,0.446844150850487,0.301223511369342,NA,NA,NA,NA,NA,NA
"11429-73","heavy",500,"normal",0.538,0.832199705836637,0.597862490493894,0.238817961864569,NA,NA,NA,NA,NA,NA
"11429-74","heavy",500,"normal",0.5,1.09327131357635,0.560137160960788,0.108193406269497,1.1412358275756,0.533189055178197,0.142943728525021,0.256433144528993,0.159710494980907,0.149818241235709
"11429-75","heavy",500,"normal",0.492,0.815908433633259,0.601703525599036,0.153055963383424,0.859994299299242,0.582971545525467,0.13078871900464,0.25751776455506,0.162166029330527,0.148466108280539
"11429-76","heavy",500,"normal",0.53,0.720418516877939,0.619038828443517,0.244143846590428,NA,NA,NA,NA,NA,NA
"11429-77","heavy",500,"normal",0.508,0.890323213604721,0.547714002404717,0.321481649300639,NA,NA,NA,NA,NA,NA
"11429-78","heavy",500,"normal",0.488,0.955865403546404,0.433924493868917,0.440102409270637,0.962654410253537,0.428765149307497,0.444155028700167,0.239259904463531,0.149162304417351,0.136372831119899
"11429-79","heavy",500,"normal",0.478,0.984785716516656,0.522472416297636,0.145760310834961,0.98956806308813,0.511496741103499,0.171246550902227,0.264938328873374,0.155882834024606,0.139323400099044
"11429-80","heavy",500,"normal",0.476,0.746263827586303,0.69960029370186,0.232945710104602,0.850358660051341,0.616474940139601,0.306775942291464,0.259222547945918,0.166965149845446,0.155072158542617
"11429-81","heavy",500,"normal",0.476,1.11532484093595,0.41415373382262,0.224084304524608,1.17820013836263,0.371305276225212,0.241484842250121,0.241465386182712,0.154175380787519,0.147935804593389
"11429-82","heavy",500,"normal",0.518,0.882603537642508,0.59498956054805,0.0918480298953743,0.817014412377769,0.629337796986998,0.0897171835424884,0.274249857639624,0.16247353823179,0.155893098874477
"11429-83","heavy",500,"normal",0.486,1.30644265208065,0.382820266272878,0.126273991082541,NA,NA,NA,NA,NA,NA
"11429-84","heavy",500,"normal",0.456,1.0240158560984,0.55264947748471,0.0610919036815316,0.911894613440455,0.620891513477087,0.0285348872725124,0.262183793424917,0.157241552210807,0.138276685704184
"11429-85","heavy",500,"normal",0.506,0.912561461806096,0.535887448345386,0.266034509045308,NA,NA,NA,NA,NA,NA
