"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11430-1","heavy",500,"weibull",0.49,1.00637146185982,0.440527299060734,0.299131544208783,1.05279607157651,0.268196527149684,0.355192781619743,0.105881487892953,0.142116591743637,0.140345722993476,1.04513049242909,0.310951880670825,0.361409572294721,0.107309478140088,0.161413383966231,0.139343617350658,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-2","heavy",500,"weibull",0.494,1.05103200312376,0.480497813031452,0.207854446178538,1.00839614299187,0.627516722021059,0.190917750420575,0.102732897356681,0.196929128032786,0.134220550045465,1.00511317551676,0.646407504937185,0.194357512049972,0.101866006887283,0.19371894838877,0.131456123685926,0.993716765945138,0.693840676989688,0.201268176542596,0.105186219682789,0.211210053390809,0.128671255290824,NA,NA,NA
"11430-3","heavy",500,"weibull",0.468,0.902079171994232,0.485519932157817,0.260071780862496,0.869863034807378,0.544364883975613,0.273040285475722,0.104260852636383,0.165345618184962,0.132090473162765,0.862150185582706,0.593370732839962,0.275812386448199,0.104554678081096,0.180575045332451,0.128771997964898,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-4","heavy",500,"weibull",0.508,1.04378646974388,0.516994430198762,0.225783311294724,0.968951558928743,0.915654937384898,0.149042367951858,0.105167344326412,0.217608930132129,0.138813312987295,0.969164932434553,0.909384414859576,0.152969117951865,0.104741209526195,0.219664852601037,0.141672399442747,0.964113413873708,0.926616023804755,0.165851433893702,0.104985823912664,0.221760102264145,0.140628127672943,NA,NA,NA
"11430-5","heavy",500,"weibull",0.476,0.984660274647745,0.433889665155772,0.217087681702204,0.980995176323402,0.433143555460372,0.234990631132182,0.106354429941894,0.18776876192587,0.134892851451371,0.97406121710212,0.451880965984014,0.240470099564666,0.106641230625289,0.198932078279481,0.132203139650962,0.972520204842226,0.469986240331881,0.244829751722751,0.107853804263426,0.210002001130271,0.133103572062964,NA,NA,NA
"11430-6","heavy",500,"weibull",0.47,0.951186128265657,0.673786957082775,0.27529777965712,0.91080780227079,1.03065332545927,0.223809035557212,0.100140694498986,0.233932884666788,0.128924873185675,0.898899087380276,1.08307994394895,0.227103248590017,0.102116131518956,0.245165420228929,0.127871758387246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-7","heavy",500,"weibull",0.5,0.947499404140688,0.460478436939084,0.318617325021336,0.882041934948713,0.709068192597939,0.35134951374565,0.107900847032937,0.225933466526215,0.138320022750129,0.883586342169725,0.70604466254225,0.353700879932165,0.108748816026786,0.229333632154097,0.135567210891615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-8","heavy",500,"weibull",0.478,1.01947626493591,0.595376229807477,0.294600003635108,0.918876017215669,0.920274188077324,0.324140300803932,0.106350635918127,0.196053679007355,0.132886574507867,0.908549300692214,0.955169687468021,0.334105150076707,0.105858320222236,0.199347895157401,0.131084323433102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-9","heavy",500,"weibull",0.482,0.929590272451609,0.492913725448771,0.327311458440922,0.932704678790697,0.610999667013566,0.304651124658195,0.101872948112202,0.193760465927671,0.133434720736511,0.927873262984468,0.628966220797771,0.304459666927662,0.102585127254619,0.195618612713001,0.131992725225728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-10","heavy",500,"weibull",0.498,1.09304143033638,0.412140445938694,0.253295583271597,1.06115484312302,0.516256821806227,0.234869572990709,0.0978007668246662,0.150729670677844,0.131297266935436,1.04939873074021,0.547126700437967,0.245259161664181,0.097667538324152,0.154400690023525,0.13042616491035,1.03855349385827,0.583102735254605,0.253914215794738,0.099250810595623,0.162186048256134,0.127351395530432,NA,NA,NA
"11430-11","heavy",500,"weibull",0.448,0.98364105161251,0.428398503784552,0.30418170616428,1.01902133274782,0.357881470924391,0.33283259154212,0.105645487090736,0.226708530592046,0.138131712258267,1.01989902911328,0.371299306167709,0.334027274337882,0.104307513886465,0.223816101953433,0.136618451452465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-12","heavy",500,"weibull",0.48,1.0489608933266,0.428800513547078,0.269827593276707,0.97062024184474,0.7367515086587,0.281864785478887,0.112336801910146,0.244899752532247,0.134672313174024,0.968625684326568,0.743162459417436,0.283925425177735,0.110705087154235,0.242136138525186,0.13303568019606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11430-13","heavy",500,"weibull",0.526,1.23331407214044,0.477102973566993,0.0031670001076493,1.25460173701053,0.413601584153788,1.44586911147206e-05,0.10282735884864,0.178958646930045,0.142444107680559,1.24614959208874,0.433139084147259,0.0142086198663423,0.100483317500992,0.189098005107831,0.141131491827005,NA,NA,NA,NA,NA,NA,NA,NA,NA
