"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11431-1","heavy",100,"normal",0.53,1.03524710413458,0.516048061985903,0.00595740876497797,0.736251735754764,0.741577247065011,-0.0847963638696872,0.753505406386554,0.507499896760069,0.370628278116187,0.703767628854467,0.754528915446295,-0.0805391236796322,0.738712130808134,0.496349313764828,0.368005908091156,0.732436113314881,0.740876193632644,-0.0684279753492644,0.748810200512225,0.50729346062837,0.365476574316773,NA,NA,NA
"11431-2","heavy",100,"normal",0.41,0.429007058464426,0.951791999937094,-0.167334363399579,0.327818718079962,1.04299004060978,-0.181848889002646,0.585399505588813,0.391126784983802,0.318474803750397,0.329113972219412,1.04254196672258,-0.186839423991012,0.58994417034536,0.392102637668636,0.313466578702279,0.306067024667429,1.05328757175092,-0.168050914932632,0.58642637675033,0.391645217708051,0.311888450603268,NA,NA,NA
"11431-3","heavy",100,"normal",0.4,0.566111158352903,0.69338523528351,0.230674574182661,NA,NA,NA,NA,NA,NA,0.606998427673535,0.627955364197619,0.295435847015367,0.57098984712873,0.368227257836447,0.395618321454922,0.57195850835278,0.652046413845343,0.29295419050162,0.570326092912202,0.368950895682233,0.383803540566953,NA,NA,NA
"11431-4","heavy",100,"normal",0.45,1.03555340168742,0.500195636813429,0.234350184600896,0.658418411991773,0.808528082407725,-0.121962122121848,0.711636566551212,0.461953303217173,0.438644734213795,0.667735376849186,0.807350145132336,-0.134915219115107,0.710652506694429,0.461675709114983,0.43282189399698,0.638522085826105,0.8224750579614,-0.107977479547835,0.703251704580181,0.459579018172102,0.434442204749559,NA,NA,NA
"11431-5","heavy",100,"normal",0.37,1.50577553755201,0.181068609260764,0.604718016817246,1.71004174078612,0.0576112914655373,0.645441678361862,0.56526967528625,0.334208359350681,0.280475032048538,1.69197850428264,0.0674285612849322,0.641504032424945,0.560577315114788,0.331834306960998,0.280647249002618,1.72037081086565,0.0546526516764331,0.633967174067325,0.555015823486893,0.33126541362559,0.282718876134933,NA,NA,NA
"11431-6","heavy",100,"normal",0.5,0.987440021555978,0.571301511446318,-0.0224669447306785,1.03607418350873,0.52040517301289,0.00994474324425963,0.561723195881587,0.349922474225067,0.318838182088972,1.05087133202176,0.50765173195062,0.0188996679681342,0.562389882690474,0.348797558289126,0.319474654106208,1.04560962494623,0.50737457325484,0.0310418806291885,0.560059948138775,0.344570482413102,0.305957093319989,NA,NA,NA
"11431-7","heavy",100,"normal",0.44,1.21456837239579,0.331715728507736,0.23802258509111,0.790933751917409,0.607778354810286,0.0591695693633048,0.713703458608542,0.420044173264242,0.369801426711553,0.801476249447453,0.594466013602969,0.0735233446401121,0.71148718863269,0.414761551617792,0.36706650174489,0.786381182235994,0.608609155611497,0.0700927979091662,0.713567615728176,0.418617215724927,0.369759320643407,NA,NA,NA
"11431-8","heavy",100,"normal",0.52,1.1284897400662,0.479577391131277,0.161366388333702,0.902729690965583,0.581974222771257,0.138909860404144,0.681661150293439,0.369547804411299,0.287164002746823,0.910839144646125,0.577723478992326,0.135192921866238,0.671239192751037,0.363098997956736,0.283375909689147,0.900320760522189,0.579108786532638,0.152848478804394,0.672972898540572,0.36785238437475,0.280589741183121,NA,NA,NA
"11431-9","heavy",100,"normal",0.5,0.925357696628527,0.499324541582993,0.356220136838126,0.941490085022199,0.48514652531718,0.275522004887463,0.561201398870264,0.367772450498148,0.377753385931335,0.971102709097743,0.468498211350627,0.274031780855143,0.541095924452391,0.355993678423085,0.375825898087119,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11431-10","heavy",100,"normal",0.48,0.81923702412271,0.579735685341369,0.348332427045841,0.806939195760154,0.584341171286584,0.318568459010911,0.553337220224466,0.340707678806869,0.346869430745904,0.857894871014572,0.550418676652828,0.32610100540162,0.536749901711098,0.333563361840433,0.35401839109771,NA,NA,NA,NA,NA,NA,NA,NA,NA
