"sim","censoring","n","distX","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_weibull","beta_weibull","gamma_weibull","se_alpha_weibull","se_beta_weibull","se_gamma_weibull","alpha_expo","beta_expo","gamma_expo","se_alpha_expo","se_beta_expo","se_gamma_expo","alpha_drop","beta_drop","gamma_drop","se_alpha_drop","se_beta_drop","se_gamma_drop","time_weibull","time_expo","time_drop"
"11422-1","heavy",500,"lognormal",0.506,1.16171779735594,0.420623890620148,0.216959416070489,1.07710291955872,0.461265825956107,0.258496590457523,0.185009310968327,0.128698478495545,0.126185148620282,1.06614782119553,0.468367855364023,0.260461111726136,0.183230078161905,0.128101234903113,0.125021578407518,1.07086153953293,0.468016305160708,0.258190886515809,0.186283541426479,0.130762771943902,0.127405193597402,NA,NA,NA
"11422-2","heavy",500,"lognormal",0.51,1.04833853196921,0.438154463259009,0.370494639986163,0.948602877252443,0.54670473787924,0.355614893012608,0.201947470417771,0.166115948608451,0.130143762290794,0.95101228775182,0.54139375110312,0.366288869322929,0.204691378275212,0.169132081165071,0.130510280552542,0.952422323912206,0.54355075186752,0.36394677564019,0.204061741245821,0.170074452974683,0.130279071501979,NA,NA,NA
"11422-3","heavy",500,"lognormal",0.528,0.882179664867415,0.519550546683699,0.333161350094486,0.922700683663349,0.472806830517078,0.336749789752807,0.192271857610078,0.144088355028552,0.135419873323731,0.911563174599296,0.482954396846752,0.33039697911516,0.190085512195687,0.145516857422173,0.133415450081322,0.912109347503947,0.484969877867331,0.33588065067899,0.192436063445876,0.14960457722267,0.134868861500646,NA,NA,NA
"11422-4","heavy",500,"lognormal",0.492,0.979071397974156,0.457379011545129,0.308946854026076,0.997719257674281,0.487572857344323,0.277083474166736,0.189088949654495,0.171468999424804,0.132016205766703,1.00081518692541,0.484618051662586,0.278053086128876,0.194602069579403,0.174352463038459,0.132058425677669,0.99611394946253,0.488263883343257,0.275720672986574,0.192110275693735,0.172695256328402,0.131703441816417,NA,NA,NA
"11422-5","heavy",500,"lognormal",0.482,0.971879815562636,0.516804703428695,0.221154774744245,1.02365974460759,0.469090441509731,0.237564410238987,0.195055043377982,0.143376814410532,0.1375237138324,1.02687128789004,0.470160765900531,0.236864766624419,0.191455865106505,0.143028474585387,0.135772262797501,1.02151762128763,0.482081018528112,0.233576068289346,0.196861276316637,0.150041559923626,0.136612917026584,NA,NA,NA
"11422-6","heavy",500,"lognormal",0.5,1.1198244571497,0.486638194594468,0.164454122302106,1.05578490749542,0.525279157868061,0.186092730869257,0.204651057808509,0.160501447228533,0.137999540774172,1.06699841345848,0.519828587040247,0.181118817777939,0.20782156447795,0.161870468450602,0.139258288223031,1.05893259786122,0.52512086930844,0.189912366848522,0.208504760164085,0.164010353259166,0.139891497060297,NA,NA,NA
"11422-7","heavy",500,"lognormal",0.51,0.861180095090179,0.53849009014498,0.283369601522418,0.770026691974561,0.61354850375271,0.321324456776663,0.199159669749035,0.154271713292152,0.12841537370197,0.76957921995662,0.608678437464159,0.324839019107774,0.201507965743393,0.156014695621879,0.130483566418472,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-8","heavy",500,"lognormal",0.532,1.03182567859375,0.469323789355608,0.351673103482846,1.03625070056232,0.444099507542409,0.339165598441326,0.182524216582549,0.139647095853917,0.125094121424463,1.03657309368953,0.447997814294496,0.337372760024239,0.183272732413172,0.139492274243231,0.1257749568905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-9","heavy",500,"lognormal",0.494,1.08400419721405,0.456483610340547,0.224075960317325,1.14007886325324,0.396866148712369,0.204154965742913,0.164407761514868,0.11905678599198,0.11610990841726,1.13605846832197,0.401932627761216,0.200589198282321,0.168929592427728,0.122702729268799,0.115765466408426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-10","heavy",500,"lognormal",0.468,1.20447512184116,0.308589920305189,0.268548874273312,1.1023567693781,0.403991384389291,0.274707791969985,0.179795539308166,0.144302724814839,0.123428031245402,1.10400594246047,0.402100632670007,0.276839561059156,0.179029863239938,0.14342975554852,0.12053800881863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-11","heavy",500,"lognormal",0.49,1.0780226700973,0.410295568362204,0.273354683828845,1.152050053826,0.347620572013191,0.26662303012955,0.174322272523316,0.138472431011234,0.125746384621934,1.15193082823768,0.351683921138058,0.261914010949804,0.178971828098588,0.138434894427184,0.128681767512924,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-12","heavy",500,"lognormal",0.514,1.14161510439379,0.432849483813681,0.229713858960237,1.26262218584667,0.33785096634123,0.247116658017665,0.205531001167916,0.170800157662659,0.135900171680922,1.26077323236621,0.334660360520502,0.248502210293626,0.202297083251115,0.169125290171753,0.135148619832734,1.26550010586668,0.334791221345353,0.250012780874001,0.204907466129852,0.172837449420283,0.136150111953704,NA,NA,NA
"11422-13","heavy",500,"lognormal",0.502,0.952094225091694,0.521632519438199,0.307487999727605,0.943371285264035,0.513075218877876,0.298525620465376,0.184734006478526,0.145121965887736,0.126670771719017,0.948455761258445,0.511135986049808,0.296311177138964,0.184385793986179,0.14615422126173,0.127083086660214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11422-14","heavy",500,"lognormal",0.512,1.05882964216085,0.38392169195568,0.436650237498035,1.06761312042074,0.380533958557051,0.416541627518344,0.172412656599121,0.132316668698727,0.125963998448082,1.05850894499774,0.384304622108932,0.418443524230211,0.171759444681223,0.129287245567948,0.129174720867462,1.07197256814847,0.377627805585226,0.416768665485113,0.171564202404379,0.130669523779567,0.130874094284589,NA,NA,NA
"11422-15","heavy",500,"lognormal",0.472,1.08847155542645,0.544565543556025,0.0961066070831491,1.1165330624071,0.519177557960959,0.102773776276281,0.180578824890872,0.14719816539591,0.131162563586723,1.12118460107476,0.517808979231208,0.0978723863814033,0.182976039279487,0.152093048917329,0.130716052719376,1.11268655319917,0.527555784214375,0.104239712290181,0.18099469396451,0.151378635824125,0.126585273116214,NA,NA,NA
"11422-16","heavy",500,"lognormal",0.488,1.07538793942056,0.33513695312278,0.37259151720764,1.03524175946239,0.363594232611396,0.379038518482249,0.186041081703241,0.143490069957798,0.141063014329313,1.02264339286649,0.371461300339476,0.379277151951071,0.186648696089047,0.142969190041368,0.138139214186404,1.01431552043962,0.380428606641163,0.37867414014296,0.188304019786804,0.145676823955723,0.138183831687148,NA,NA,NA
"11422-17","heavy",500,"lognormal",0.514,0.998604027865078,0.504920723355169,0.305814684502423,1.09799329954399,0.391234600647378,0.35381313725648,0.203707552233049,0.141137709821859,0.141638479472923,1.10132324299786,0.39289134552024,0.34602373973269,0.202751280991107,0.13967342977381,0.139796088024466,1.10535709205587,0.393338881712207,0.34421758821914,0.205553899242396,0.14418541502983,0.137631420943401,NA,NA,NA
"11422-18","heavy",500,"lognormal",0.464,1.11476085581056,0.35864169058882,0.342760084942735,1.2094143012969,0.271889187569871,0.341043705442362,0.190579589155166,0.136419197532408,0.134218353235448,1.20353353464939,0.278932656784886,0.342357645221499,0.18944163276912,0.138678100901745,0.132321467604058,1.20721143076784,0.27656988086414,0.339323426418132,0.187083112672293,0.138096220293486,0.13136980094672,NA,NA,NA
"11422-19","heavy",500,"lognormal",0.476,0.904974229573036,0.637462137573896,0.146892960933964,0.895148347176811,0.64412072370062,0.16172939820545,0.194818690544877,0.149781592592046,0.140449893347449,0.888899462808849,0.647944283256029,0.159745727726677,0.195763650253866,0.150717532475201,0.136297891945,0.88402619497698,0.656818478544591,0.164093252426384,0.200132952729346,0.154373792160419,0.136870289161112,NA,NA,NA
"11422-20","heavy",500,"lognormal",0.484,0.903889860422511,0.601620385599165,0.268067586061152,0.948499015448481,0.547363841090093,0.298219582107056,0.185797041861625,0.146916029258764,0.129151175540549,0.94970423306964,0.549271697802194,0.2985502264854,0.19273897156766,0.151226485527381,0.129341414346341,0.93751109391182,0.563887045358745,0.293531611992189,0.196037378562135,0.15535130645792,0.128918518458166,NA,NA,NA
"11422-21","heavy",500,"lognormal",0.482,0.945325840299569,0.602556800012314,0.258538045807393,0.831944045796761,0.694508486937419,0.262405150274816,0.192879613143072,0.148377837147822,0.133537981328089,0.837962713151378,0.694048530557027,0.258115512299806,0.194886850417794,0.147665720574155,0.132713587537878,0.822628427226338,0.709387823093191,0.260006788031727,0.196676755336042,0.15160708859392,0.130876338142967,NA,NA,NA
"11422-22","heavy",500,"lognormal",0.508,1.06439439636997,0.459579059348017,0.253661600552384,1.20677972402139,0.34423727741736,0.227170166693429,0.183040633700476,0.15146648338974,0.133619156485481,1.19832786191847,0.351940540673736,0.226541845267096,0.18732125082588,0.154679663768498,0.136848393843626,1.19808020593567,0.353036778565163,0.234518246530809,0.19031057574605,0.159526060252525,0.135815970544588,NA,NA,NA
"11422-23","heavy",500,"lognormal",0.49,1.01001257768613,0.480092206623277,0.438491635360548,0.999275023826533,0.510718147775959,0.400658270781636,0.201488481660169,0.164690654538401,0.13534325891998,1.00031289942105,0.507731896406459,0.405836354891183,0.198209244653599,0.163517541630532,0.135017864995216,0.990337463005178,0.522537448581577,0.398432953163066,0.201650777286279,0.168423281259201,0.133907593861418,NA,NA,NA
