"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11427-1","extra_heavy",500,0.764,1.00529750069157,0.24196642537501,0.417323674560392,0.983211155583665,0.463990026910187,0.397748839690534,0.139045296452515,0.488217698413241,0.126211965420891,0.973722907812144,0.72405433644432,0.403578398605444,0.148472371954768,0.766401701380882,0.124145450365607
"11427-2","extra_heavy",500,0.798,0.907057274188646,0.480866655046989,0.296813545861851,0.962809472659951,0.0918150783301958,0.281587843430517,0.14418756791253,0.113538773572479,0.119854234489765,0.927684671472604,0.643240956377104,0.280030446497172,0.157131242438342,0.660972942167199,0.120101989657186
"11427-3","extra_heavy",500,0.778,1.02355781195325,0.478577208544144,0.18400676032019,0.985648313536747,0.818404478420836,0.194061008450623,0.152581247271104,0.573334994711723,0.123943319323524,0.989039006558686,1.41419413079606,0.16582910976751,0.164124476663033,1.06973510808976,0.124575437034162
"11427-4","extra_heavy",500,0.732,1.05303396787385,0.512349774189496,0.274695306147527,1.14750114795673,0.309163803606036,0.250119568594072,0.130076509199765,0.573585150743314,0.128615248759741,1.10861216428334,0.735065408844036,0.259311354522334,0.150037475400582,1.02592473937887,0.12648092690755
"11427-5","extra_heavy",500,0.778,1.02191257575303,0.398031764678651,0.200365995887117,0.976200209336626,0.448555582177892,0.149374654761172,0.14248016239119,0.294113289002504,0.139972379084875,0.965167062571227,1.1245580650884,0.187165275795656,0.164847444403716,0.894956454225037,0.136513418413176
"11427-6","extra_heavy",500,0.754,0.932194603660876,0.653088316609402,0.264975086495488,1.07469502172105,0.152261957312179,0.27303735620261,0.174964560031317,0.546738394458923,0.138637852918448,1.04514476108852,0.473986841809825,0.26788844026506,0.178412873879762,1.02770998109552,0.132098204073544
"11427-7","extra_heavy",500,0.796,0.960039514635144,0.398438121315695,0.234730866953029,0.864221167958775,0.551726730259913,0.278440710085173,0.183520132878703,0.384697653002645,0.141497764105144,0.8845012882719,1.16370459346227,0.258633300598113,0.189538862162383,0.941798138349014,0.140205918492885
"11427-8","extra_heavy",500,0.776,0.963462986665487,0.444888712463345,0.327423444688193,1.01072123007823,0.464659468528936,0.32986328683542,0.15168854700122,0.676169377546029,0.128050650098047,1.00393407252035,0.635022380430398,0.324313490750111,0.157972774421317,0.840099451073641,0.12715278254691
"11427-9","extra_heavy",500,0.768,0.952911834355693,0.350596523810334,0.228316254359996,0.901368390253118,0.953829758900148,0.230880783139964,0.158793860017524,0.830544468877288,0.129703168585919,0.904462386562476,1.11240235479107,0.231709215446017,0.164954802620552,1.03005198211076,0.129055773973213
"11427-10","extra_heavy",500,0.758,0.946051846712954,0.506818179810432,0.350233760717645,0.961038217531178,0.379091933628846,0.219444241516356,0.104765102444763,0.196167944839125,0.14785794274963,0.866876471474661,1.6476746217131,0.329003461143976,0.141811430752831,0.853791817255816,0.126528383442559
"11427-11","extra_heavy",500,0.788,1.07802184562561,0.348837505182329,0.193041786699067,1.05716651986332,0.685985103740435,0.183962364800751,0.163425633841836,0.647836831412606,0.12490102521477,1.05551966581994,1.0523846767956,0.181832589600536,0.17344924642276,1.05280237944545,0.123336053025353
"11427-12","extra_heavy",500,0.774,1.06332550928825,0.379869472171645,0.255237166078548,1.12367108007219,0.165531474049292,0.250472461784185,0.130463211080161,0.441226603268253,0.137538485197552,1.07736009278317,0.632179217005251,0.263156066818249,0.153240320651779,1.02508769771577,0.131472422675366
"11427-13","extra_heavy",500,0.774,0.969435833129805,0.479163602552279,0.214866768949533,1.06059050810584,0.100703254056761,0.222648702952495,0.137491984946479,0.275148719103717,0.138015382597093,1.04774433876438,0.315030503974341,0.238781151439451,0.163490585786937,0.926416245773734,0.13422557723653
"11427-14","extra_heavy",500,0.78,1.02486314410494,0.469500087827241,0.287746493418024,0.954837766062153,0.625856965680384,0.230171865582368,0.138106815432019,0.298812876331849,0.125611986168657,0.938605530352448,1.42473178623574,0.267932998341084,0.158542876962423,0.787261933452625,0.129422869413516
"11427-15","extra_heavy",500,0.778,0.910498755277409,0.573902912551286,0.27358227564055,0.711207493624583,0.878712707466517,0.400263610615395,0.168608110815969,0.325473599675312,0.137675146685713,0.686754212438563,3.01212570932688,0.322783112818331,0.176709048101819,1.11830820055449,0.131233932850009
"11427-16","extra_heavy",500,0.758,0.864626189527877,0.452256007667437,0.375688917865123,0.815006235601054,0.343727592582729,0.450127010331587,0.176059152370479,0.286562540008513,0.145446498009767,0.773260021714097,1.24268806640616,0.410544361105239,0.170201708589264,0.821087866136622,0.129193702280704
"11427-17","extra_heavy",500,0.8,1.04327945111592,0.419017836467975,0.158711163862232,0.872305982301806,1.08396489855775,0.111876426778513,0.158074071156064,0.48254922748606,0.130940073419112,0.83274133877823,2.02762028354018,0.14728765980704,0.169074800725901,0.881952900785274,0.128862717201307
"11427-18","extra_heavy",500,0.772,1.11489249463079,0.427038490930177,0.0939941723658271,1.04163592086553,1.48547800036265,0.0770045637916749,0.172558025665102,1.01600757633287,0.130483255112111,1.04773980120622,1.56045372408379,0.0683110223868298,0.170818758619932,1.09935830363361,0.129627939936645
"11427-19","extra_heavy",500,0.814,0.941209404412066,0.58865200845337,0.0947695551429295,0.961362975045423,0.556378104120785,0.0570820001558916,0.171695651483032,0.427186097983689,0.130864806983731,0.89353538662884,1.75323606154672,0.0548095928516759,0.182069692015657,1.08800736096256,0.129882633644139
"11427-20","extra_heavy",500,0.786,1.04017178549727,0.629606775872683,0.146290781492821,1.20159190751766,0.183424602368138,0.115409277069262,0.182097089175942,0.481756120123028,0.141999133436739,1.18553214126772,0.435452727379799,0.103237774472022,0.174467429816933,0.855425986128739,0.135224103397819
"11427-21","extra_heavy",500,0.77,1.00639405771497,0.511514923580801,0.226292260850102,1.05991982287457,0.507314868763877,0.208033216483436,0.14645737306926,0.734539615615007,0.128495009387266,1.06819856002845,0.502843802496602,0.219623554203424,0.157149529966695,0.929395537398561,0.130967584745202
"11427-22","extra_heavy",500,0.792,1.02586907117621,0.553856186496519,0.268952951459906,1.04512055994643,0.217201993434478,0.230644199031475,0.137645768069004,0.173264870738125,0.135705801043606,0.977536915463772,1.19082303729893,0.272815371376382,0.163382128297157,0.837251927215187,0.128809575887231
"11427-23","extra_heavy",500,0.77,0.958962806787072,0.663877117831018,0.278612938570756,1.0196536341142,0.747541845558914,0.25009096950142,0.169639138755875,0.701167156579691,0.12680077147906,1.02216754078992,0.953828115344219,0.248336189454326,0.170881014026938,0.916551472893166,0.128567259534558
