"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr","time_aq","conv_msg_aq","time_tr"
11423,"extra_heavy",100,0.82,1.06186872881528,0.195888058239461,0.408396685647294,1.51076044550116,-1.74305740364029,0.385364025994462,0.324839024353389,1.25736397046855,0.25748067930887,1.50843382650072,-2.21869108986574,0.390834730917373,0.333455276585464,1.66495343993336,0.258655266728737,0.649999999999636,NA,0.0200000000004366
11424,"extra_heavy",100,0.76,1.03641812498674,0.698390114479588,0.265904424919308,1.20449855424545,0.035863337761788,0.24233156668358,0.253152202478095,0.167904454454442,0.280003041966766,1.16616721189549,0.854656976900856,0.251210035328875,0.320059357520818,2.69218525976934,0.267542693756572,0.511000000000422,NA,0.0190000000002328
11425,"extra_heavy",100,0.8,0.802967919861874,0.400308533407787,0.545813931815981,0.963491974960309,-0.0619698185030455,0.529764999633637,0.435505363555477,0.49724072163402,0.346794086116207,0.940134284881216,-0.202621646909284,0.565565943651355,0.433913152868867,1.92428330272495,0.290679746952009,0.478000000000975,NA,0.0200000000004366
11426,"extra_heavy",100,0.72,0.911655140602953,0.551266614636347,0.285568994971154,0.950750659648352,0.131894928500012,0.31658221189314,0.339453500576152,0.369403238144392,0.315394842605033,0.966760246856359,0.519678607689671,0.277977322885921,0.326894427587895,1.45241585136863,0.27247214022819,0.443999999999505,NA,0.0180000000000291
11427,"extra_heavy",100,0.78,1.12226060756712,0.508542592600408,0.141099790956602,1.1708076167892,0.263544934147627,-0.0238999058795332,0.260332010430225,0.388439512643138,0.399248014433899,0.839288213112283,4.78000441854415,0.0596590774715436,0.409917988842953,3.77561362863552,0.299608453295703,0.489999999999782,NA,0.0200000000004366
11428,"extra_heavy",100,0.72,1.02307221559242,0.72570134170184,0.203348975757752,0.875658394936581,0.40215960014587,0.351121251513999,0.33972651702056,0.404386896979774,0.317207940555437,0.897709161296973,2.35542686104169,0.273719201488497,0.37792239429284,2.9347560410638,0.304423644496721,0.527000000000044,NA,0.0190000000002328
11429,"extra_heavy",100,0.75,1.07441134242074,0.527658128170994,0.0989594535495383,0.811238461740435,2.32293789669379,0.0269437551792576,0.331467884637682,1.37585195998803,0.268848302169865,0.790763568741476,3.17037376233556,0.0638974233801438,0.35230024058689,1.95749763977539,0.270959623315417,0.753999999998996,NA,0.0190000000002328
11430,"extra_heavy",100,0.77,1.06793075450069,0.360777000951425,0.323791749993579,0.640933319826618,0.163690745000379,0.757286723692873,0.505734711864371,0.14259300532871,0.474463665418216,0.775222382624066,3.45751752193689,0.405865790621026,0.422523218802862,3.27880796507421,0.278580017268873,0.380000000001019,NA,0.0200000000004366
11431,"extra_heavy",100,0.85,0.838750688643847,0.704521880367579,0.279953457984363,1.04818556753761,-0.00032279032063191,0.276539902234982,0.258351717552145,0.111438519892829,0.379273291785012,1.09776267471743,-0.360659157953834,0.274310875293833,0.407798946771444,2.7405955684324,0.276062607369504,0.382999999999811,NA,0.0199999999986176
11432,"extra_heavy",100,0.74,0.741871410029467,1.24963713972747,0.376626748387468,0.856491876976655,1.33757017387296,-0.0244909527786718,0.240720962110976,0.890251847189132,0.412373969310007,0.714274138468549,3.78078258189525,0.236784385142054,0.333236781384197,3.05824216465744,0.313979302774076,0.713999999999942,NA,0.0189999999984138
11433,"extra_heavy",100,0.76,0.979133603514778,0.214465119978159,0.251734873453828,1.06071803610588,-0.024025062597825,0.253809172225696,0.298650232087264,0.478343351331349,0.281807299418616,0.933792572554193,1.03143963534733,0.247737606308314,0.37778639680249,2.91743230388552,0.28648009231889,0.546000000000276,NA,0.0190000000002328
11434,"extra_heavy",100,0.79,1.09136442167301,0.391221979250906,0.1239700570441,1.15480556095882,0.202686522361736,0.0877139356172841,0.34095205436259,0.453628994744637,0.271031869083606,1.20790395702815,0.4568417837622,0.0782057922533953,0.359338007978171,2.02332190796242,0.273124240879674,0.494000000000597,NA,0.0200000000004366
11435,"extra_heavy",100,0.79,1.26487636861628,0.430302239284646,0.138672387001587,1.04801258466741,0.0761610338057318,0.336589435362052,0.496624805927824,0.0926471297830248,0.393415442767279,1.24340126387018,1.37632037182651,0.134231330923087,0.410414226490121,2.82647891132061,0.274343251831039,0.306000000000495,NA,0.0190000000002328
11436,"extra_heavy",100,0.85,1.26590170677783,0.315613959425129,0.194059784419676,1.42640313778559,-0.054031374984291,0.643593496541467,0.238307399514055,0.0676578456885422,0.634251403083309,1.34282037605983,0.078083302283382,0.205596964280424,0.4481556799581,3.66727095427674,0.324763908883347,0.331000000000131,NA,0.0239999999994325
11437,"extra_heavy",100,0.78,0.683204890984196,0.681901392641477,0.55304980310067,0.497909608609339,0.264442035546977,0.613032407047806,0.36078359923898,0.183360642743671,0.315908943756007,0.454948879719715,4.08980131262335,0.550060580604018,0.398657813618987,3.04638787383117,0.313688722669514,0.371000000001004,NA,0.0229999999992287
11438,"extra_heavy",100,0.79,0.986050390544881,0.6127532658366,0.25511456161519,1.48760740593894,-0.865657059673733,0.0300163555612169,0.448106947422698,1.48980546518155,0.333064914679217,1.32415967638738,-0.613140150434269,0.135504663887771,0.413402145675868,2.69003084308697,0.280010705210683,0.621000000001004,NA,0.0190000000002328
11439,"extra_heavy",100,0.83,1.06664786261268,0.477085460338027,0.0872411941016617,1.43986206963199,-0.0825289200301593,-0.0771025379950028,0.627649251924,0.193372490742742,0.547680103795778,1.45286396365692,-0.918389894755442,0.0232829234239971,0.53267127088108,1.67108632409529,0.348799963890885,0.34900000000016,NA,0.0190000000002328
11440,"extra_heavy",100,0.83,1.18297156102329,-0.000256968888926695,0.222464178021635,1.15699925212139,0.0028279031497061,0.227399429807455,0.271222917013839,0.0317221506456975,0.31199659053395,1.11054843366463,0.500284349273051,0.22124638858558,0.376460300526977,2.36584109584795,0.270215164654206,0.277000000000044,NA,0.0199999999986176
11441,"extra_heavy",100,0.83,0.895725773565748,0.517076626933307,0.292427280743827,0.747595474735285,1.5506512740921,0.345760467381143,0.627858484991012,2.88382768775417,0.36084516925361,0.731188093835402,2.52458008531044,0.292119867766714,0.647835853182178,4.66562525946012,0.332857770822441,0.575000000000728,NA,0.0199999999986176
11442,"extra_heavy",100,0.73,0.830610014902651,0.245721417724261,0.404841066477965,0.972972717516023,-0.402644937814721,0.426224701476441,0.305454637599965,1.14272850813122,0.275971258759121,0.909798395871083,-0.242707554152034,0.413203509830683,0.347853324651735,2.70054048550716,0.280768933107952,0.539000000000669,NA,0.0190000000002328
11443,"extra_heavy",100,0.79,0.930262164769099,0.159451504290272,0.581073182144823,0.98596927144885,-0.00183401697755744,0.571952081903568,0.371993928966318,0.0841828489045479,0.317495959740512,0.997653435459484,-0.262786748718215,0.581942095998065,0.462990442644559,4.3236458624626,0.303904618533058,0.282000000001062,NA,0.0199999999986176
11444,"extra_heavy",100,0.76,0.889122832119562,0.594388914108493,0.362306198283217,0.980531570931281,0.160687997542566,0.213101962784608,0.222373691721479,0.245801218537071,0.374452696779456,0.899780812067702,0.915632521186648,0.329703391135764,0.303122380602918,1.39076375435331,0.30610101552942,0.415000000000873,NA,0.0190000000002328
11445,"extra_heavy",100,0.74,1.12645870658921,0.463574810159746,0.322391710335625,1.24430459797086,0.126973464975142,0.308435340038556,0.350206794860018,2.55259551536234,0.289582390394505,1.19282165654935,0.797341970984593,0.300456703995156,0.391102781852363,3.77422426508844,0.284802354210635,0.765000000001237,NA,0.0190000000002328
11446,"extra_heavy",100,0.84,0.81078767316266,0.610833953917472,0.268126749426705,0.601766545440728,0.267038802235338,0.479804465350794,0.496607711024239,0.312986983839308,0.356896731690531,0.599967601452845,2.62819795883032,0.332395248318716,0.444119568971519,2.58778650985456,0.291727315790167,0.523000000001048,NA,0.0199999999986176
11447,"extra_heavy",100,0.72,0.949723028102839,0.590094332506156,0.321946039288111,1.05220386949127,0.605925640153182,0.301268802767251,0.453049904698234,1.70869709580474,0.360401565503347,1.08641139728228,0.794239060506576,0.269729897872368,0.48722230575062,3.56852095192414,0.327918421353388,0.665000000000873,NA,0.0180000000000291
11448,"extra_heavy",100,0.81,1.02233572565264,0.894923573662187,0.179980277828574,1.14670933892569,0.0222855400209277,-0.247398042592961,0.21001115576883,0.019056887111507,0.564782478932615,0.919723306380067,2.49167491823451,0.1944477691182,0.3717155163033,2.76378483493235,0.308575445340715,0.291999999999462,NA,0.0209999999988213
11449,"extra_heavy",100,0.86,0.965976043173262,0.504842685647185,0.0221549513989485,0.60162414990748,0.000777029157729413,-0.0378015639452515,0.354640094477017,0.000429746602200263,0.264200888168229,0.513117626530108,5.03704739986135,-0.0217493398727821,0.402674532609264,2.82344244037208,0.257213297948132,0.351999999998952,NA,0.0210000000006403
11450,"extra_heavy",100,0.79,1.07026946443992,0.0633291582701403,0.53426860842862,0.928065675433625,0.353876440364742,0.577292649462169,0.378009385184503,0.659632706623674,0.295992231733548,0.868294181158973,1.6210848883985,0.549540058984608,0.396224764585811,2.3374592649827,0.287464194896127,0.488999999999578,NA,0.0189999999984138
11451,"extra_heavy",100,0.78,1.36346812068038,0.33447926614577,-0.349300954648441,1.78899634527596,-1.9125019361783,-0.203782567414562,0.334561492919275,1.50073646746268,0.324493843051074,1.82622411050468,-2.73313045428444,-0.286926255576421,0.373930467921075,2.24205856306751,0.311038604908559,0.673999999999069,NA,0.0190000000002328
11452,"extra_heavy",100,0.69,0.758982062775753,0.686398358111054,0.335987981580252,1.05505076595538,-0.119258229319881,0.18519559504715,0.361332968881034,0.727401958979109,0.365490083308986,0.857728998826477,0.989168480263988,0.285602075377255,0.368475110854856,2.12043070060987,0.301626162465328,0.619000000000597,NA,0.0190000000002328
11453,"extra_heavy",100,0.72,1.13042553011055,0.349457792037751,0.00773393715274656,1.16275064747243,0.436089562804709,-0.0397648798459406,0.245523029865039,0.954773375396811,0.299042241607428,1.10004274432424,1.25471605105137,-0.00278418315579744,0.314226712355729,2.53292779106047,0.275915695442715,0.643000000000029,NA,0.0190000000002328
11454,"extra_heavy",100,0.67,1.089604850858,0.552369823932151,0.36794441063349,1.11480596348811,0.923619198663431,0.400174784404579,0.415520347706713,2.22273622357238,0.345360507342073,1.16383659275554,1.02677998327211,0.363918712219339,0.449333611436942,4.50166620676793,0.320399461093544,0.570999999999913,NA,0.0180000000000291
11455,"extra_heavy",100,0.86,1.17079342399595,0.383287200282779,-0.0995856080749419,1.22112525560243,0.0103782995813655,-0.0841577498419561,0.517865157453066,0.0506228752158286,0.362299609632911,1.16281382848618,1.21459986676976,-0.120829588162901,0.53058816920489,3.81706396448035,0.276078706651034,0.30199999999968,NA,0.0199999999986176
11456,"extra_heavy",100,0.75,0.969433023641801,0.494943405623258,0.00464110746050326,0.437264977006976,1.08107343959011,0.388597873497417,0.469499801533162,0.627058182540202,0.385170257199011,0.398879634683551,6.3050630706953,0.113226300948935,0.415881624235703,3.02570840166106,0.303214435551488,0.454000000001543,NA,0.0200000000004366
11457,"extra_heavy",100,0.75,0.935662093695994,0.755367453581597,0.182657324573539,0.889008093810282,0.0568991218326808,0.370546376181157,0.419861184874372,0.0661223663745524,0.370344397491393,0.903255524374308,2.70875096186974,0.219361244051909,0.392044907273791,3.0078860193669,0.297174500619466,0.274999999999636,NA,0.022000000000844
11458,"extra_heavy",100,0.83,1.05150914375628,0.450706723169872,0.241375486288413,1.15768397980534,0.138612052342979,0.187761996963592,0.248197564914535,0.706465468296705,0.3916651149035,1.1497585282289,0.361978448407443,0.218431401645062,0.349432339115413,2.40057091139775,0.286276509100688,0.460999999999331,NA,0.0190000000002328
