"sim","censoring","n","perc_censored","alpha_aq","beta_aq","gamma_aq","alpha_tr","beta_tr","gamma_tr","alpha_fc","beta_fc","gamma_fc"
"117-42","Moderate",1000,0.396,0.905150229888102,0.646325292845564,0.291066491908601,NA,NA,NA,0.95444118177747,0.526805441780672,0.273584429617495
"117-43","Moderate",1000,0.415,0.999282554644107,0.633339607076699,0.178129165035223,NA,NA,NA,1.02949741663439,0.42717323808539,0.236270392924505
"117-44","Moderate",1000,0.437,0.991062199457561,0.656339435907628,0.152395050870195,NA,NA,NA,0.97312457019484,0.576628909922443,0.300455757495738
"117-45","Moderate",1000,0.421,1.09818298465973,0.363393393531707,0.131512794512754,NA,NA,NA,0.983965817663744,0.550375448631512,0.221872241152803
"117-46","Moderate",1000,0.392,0.934644595136484,0.821963169812995,0.332782864514975,NA,NA,NA,1.03541990796302,0.478100421185825,0.181782313462053
"117-47","Moderate",1000,0.425,0.952423503055068,0.380715884035155,0.326647494924974,NA,NA,NA,1.0062334133835,0.458326136577543,0.221011559857349
"117-48","Moderate",1000,0.389,1.10400185843363,0.565974064914282,0.183859208182218,NA,NA,NA,0.991306113859613,0.558450444222792,0.232934120012933
"117-49","Moderate",1000,0.395,0.92540042416092,0.471297307836894,0.337471379320838,NA,NA,NA,1.00243882536489,0.529872146522057,0.291398676562464
"117-50","Moderate",1000,0.427,0.927995496204713,0.661184888382038,0.290333997139689,NA,NA,NA,1.07629703690363,0.417394858352084,0.169148087130705
"117-51","Moderate",1000,0.416,0.965303506610932,0.554952551869818,0.308294048425012,NA,NA,NA,1.02747765196025,0.46667775959824,0.275849506864746
"117-52","Moderate",1000,0.406,1.00311883902104,0.754497965066504,0.229677450376133,NA,NA,NA,0.992517206048231,0.462033271572287,0.298376844310484
"117-53","Moderate",1000,0.402,1.05759085042132,0.477996647132546,0.23014781153448,NA,NA,NA,0.94955812619492,0.594905473746538,0.230946602319676
"117-54","Moderate",1000,0.376,1.01484714206459,0.704764292816381,0.17017485846851,NA,NA,NA,0.858809979904709,0.510021429525268,0.394937822921151
"117-55","Moderate",1000,0.431,0.891545607171118,0.62097695818743,0.390337786054515,NA,NA,NA,1.02686921972256,0.512049100883063,0.238540670976982
"117-56","Moderate",1000,0.428,1.05667940162006,0.451045534936329,0.185417154501557,NA,NA,NA,1.02268399896068,0.536396482226258,0.175386153739905
"117-57","Moderate",1000,0.415,0.985896660895724,0.443579635151017,0.23826847888517,NA,NA,NA,0.95285195549977,0.572820261703924,0.310161100641167
"117-58","Moderate",1000,0.44,0.967804538422322,0.531625222055812,0.259385150977747,NA,NA,NA,0.985981552532204,0.450562244315726,0.320567417691106
"117-59","Moderate",1000,0.446,0.99898531547833,0.514307012902739,0.247975880659516,NA,NA,NA,0.965144892717895,0.48369918463163,0.264486849394672
"117-60","Moderate",1000,0.41,1.01708860870848,0.505968600740235,0.241704518388185,NA,NA,NA,0.951563189717869,0.673112670589877,0.21107501252759
"117-61","Moderate",1000,0.433,0.973861869022186,0.729245812334635,0.200702968536161,NA,NA,NA,0.994281433278265,0.412897148632423,0.198114253758287
"117-62","Moderate",1000,0.391,0.966882435053092,0.396022494116542,0.3800097597716,NA,NA,NA,0.884984995849507,0.678088273263871,0.344058101767309
"117-63","Moderate",1000,0.429,1.05984173220837,0.446102230134023,0.234842521319598,NA,NA,NA,1.00729114595563,0.449376467166192,0.30150448411785
"117-64","Moderate",1000,0.424,1.0243054994402,0.367155442339619,0.227207333293019,NA,NA,NA,1.0244467302065,0.390290226919751,0.273707838316691
"117-65","Moderate",1000,0.407,0.962199603542146,0.800566484605689,0.242435594638673,NA,NA,NA,1.00442225121432,0.531077615255494,0.216774065346244
"117-66","Moderate",1000,0.408,1.02753509345126,0.559553860209815,0.213687357336773,NA,NA,NA,1.0503375715685,0.417102972607711,0.24352310918555
"117-67","Moderate",1000,0.408,0.967838151619842,0.529610617716879,0.207562215750808,NA,NA,NA,1.04450479268672,0.420296490718271,0.255574080026864
"117-68","Moderate",1000,0.424,1.04737786705699,0.477546386181962,0.214985874829675,NA,NA,NA,0.893991313213271,0.622807376226902,0.285171599759957
"117-69","Moderate",1000,0.429,1.05357870256914,0.477647711369009,0.162417983139072,NA,NA,NA,1.12386160974267,0.543859773780617,0.109151583683296
"117-70","Moderate",1000,0.416,1.0488921247382,0.351636744588497,0.151300709555427,NA,NA,NA,1.00412287517237,0.443760520666648,0.231482037191818
"117-71","Moderate",1000,0.4,0.980413541020713,0.667308482865669,0.222046900966411,NA,NA,NA,0.93488407535686,0.462529545729639,0.375406705976954
"117-72","Moderate",1000,0.421,1.02945417195983,0.535940161575134,0.206179361037276,NA,NA,NA,1.02048213770797,0.489533716700926,0.233670978159678
"117-73","Moderate",1000,0.415,1.0342183221835,0.432569192517424,0.244484623010001,NA,NA,NA,1.0702493215214,0.421144634671901,0.233182313871232
"117-74","Moderate",1000,0.416,1.04325922754243,0.373251392866741,0.288283637082067,NA,NA,NA,0.901704574131944,0.567155685754466,0.293672057117147
"117-75","Moderate",1000,0.392,1.07902420465963,0.443828149092455,0.261515560212329,NA,NA,NA,0.991511036956757,0.403462770145158,0.273054024874946
"117-76","Moderate",1000,0.4,0.905130977303017,0.650145736354511,0.335613280906356,NA,NA,NA,0.995551735170888,0.56338387439184,0.173991502760603
"117-77","Moderate",1000,0.42,1.1113060751207,0.420628028550809,0.223152154072119,NA,NA,NA,0.979979991972592,0.503496696447386,0.222705914668945
"117-78","Moderate",1000,0.419,1.00081091883031,0.410042974902015,0.167963702812632,NA,NA,NA,0.999296300943604,0.478060070316064,0.285959469560073
"117-79","Moderate",1000,0.411,1.03164149360182,0.374841764308039,0.228098276381138,NA,NA,NA,1.01405200060904,0.502937691092827,0.280049252261769
"117-80","Moderate",1000,0.404,0.986471486811133,0.375148619167001,0.302768242500878,NA,NA,NA,0.941767812580744,0.498221184346064,0.290649321156079
"117-81","Moderate",1000,0.383,0.929840410332154,0.715899352688326,0.358267516407609,NA,NA,NA,1.13138825042574,0.378332505052583,0.240928218656659
"117-82","Moderate",1000,0.409,1.01865261150881,0.53077625872563,0.256273174392656,NA,NA,NA,0.948933025581462,0.644104678070424,0.222874657361236
"117-83","Moderate",1000,0.417,1.11567607166673,0.372267804702318,0.148739580276399,NA,NA,NA,1.03815715250264,0.3807325832882,0.196506137508151
"117-84","Moderate",1000,0.419,1.04488710658501,0.581473632759801,0.240445631944555,NA,NA,NA,1.00720782867819,0.586496879770217,0.173690594960757
"117-85","Moderate",1000,0.413,1.02186514027377,0.360973733915934,0.214711636221639,NA,NA,NA,1.04709102375645,0.46628207969285,0.198389491144302
"117-86","Moderate",1000,0.449,0.992903549269891,0.38054256740637,0.281039342861277,NA,NA,NA,0.905817409734494,0.588790657050529,0.312615924872371
"117-87","Moderate",1000,0.416,0.988974105580303,0.665704651855521,0.19133893108789,NA,NA,NA,0.974345619633835,0.440300445250949,0.236697313119001
"117-88","Moderate",1000,0.411,0.904596516583585,0.508294468256085,0.30648819384868,NA,NA,NA,0.9929846970317,0.612573366970964,0.177418391870889
"117-89","Moderate",1000,0.421,1.01528144024222,0.595570921584222,0.244143595095007,NA,NA,NA,0.950150361808852,0.591673369846847,0.247856012386959
"117-90","Moderate",1000,0.414,1.00950279962537,0.558037628068963,0.254813249058411,NA,NA,NA,0.97622062977199,0.607611622074524,0.221727675833993
"117-91","Moderate",1000,0.402,1.04492725450373,0.372693390848889,0.293841605564586,NA,NA,NA,0.975598261223555,0.56110458761252,0.268243377145291
"117-92","Moderate",1000,0.39,0.959396634111254,0.663853718221974,0.224021803835858,NA,NA,NA,1.06481893415321,0.519851805212812,0.159068858601568
"117-93","Moderate",1000,0.395,1.00952439559791,0.375652356853065,0.323675852480354,NA,NA,NA,0.970937372548373,0.684596292230327,0.246668686782335
"117-94","Moderate",1000,0.396,0.909706929315253,0.608198753322743,0.279861143289118,NA,NA,NA,1.00153182944561,0.474476202092712,0.228177342254305
"117-95","Moderate",1000,0.363,0.956514753053157,0.493098417856891,0.148474302307209,NA,NA,NA,0.939723944417224,0.524192336423248,0.336504566513795
"117-96","Moderate",1000,0.406,1.02387218812343,0.334395076011418,0.32662255220759,NA,NA,NA,0.996693815453242,0.505126041810686,0.338087245358309
"117-97","Moderate",1000,0.395,1.01499874997528,0.453819300804174,0.169784209772647,NA,NA,NA,1.04829349455319,0.607562015477164,0.195184894666524
"117-98","Moderate",1000,0.401,0.929302422689743,0.69186156778627,0.305908745616414,1.00602388475213,0.633303932330821,0.284549054622457,1.09139578626768,0.450124230535492,0.103598701633539
"117-99","Moderate",1000,0.428,1.0399976720334,0.255982425738042,0.275726879875376,NA,NA,NA,1.04146984283468,0.486507736954666,0.236379166571065
"117-100","Moderate",1000,0.39,1.0575375700942,0.623146446791618,0.159765538508064,NA,NA,NA,0.949749036414167,0.590430335207508,0.279307430883523
"118-1","Moderate",1000,0.399,1.01277058719738,0.545140080474875,0.235303250103548,1.0027393687417,0.614024141066142,0.237354141658686,0.993231945858651,0.388566679745792,0.262025646930397
"118-2","Moderate",1000,0.416,1.05349215081648,0.280444346236816,0.270269641727759,NA,NA,NA,0.905742899501809,0.639910025225342,0.314475423042285
"118-3","Moderate",1000,0.408,1.01789410274692,0.525152803824745,0.233965692478303,NA,NA,NA,1.0187609940757,0.533124343032485,0.162131766188538
"118-4","Moderate",1000,0.424,1.04460750541943,0.296738423390991,0.273567217974528,NA,NA,NA,0.969316992536213,0.514635461854311,0.206647051571273
"118-5","Moderate",1000,0.406,1.01545679751039,0.528449331675403,0.2204066502132,NA,NA,NA,1.10559064164741,0.458794004083491,0.0425550218032271
"118-6","Moderate",1000,0.403,0.946911336512222,0.555111090625522,0.340064944464353,NA,NA,NA,0.977074441238834,0.539243102768999,0.313926110708585
"118-7","Moderate",1000,0.399,1.05798500290381,0.47230239969024,0.16840806589114,1.03390025780906,0.453285724443672,0.219064025262615,0.994647712668865,0.451934811605491,0.230992808490679
"118-8","Moderate",1000,0.41,1.01840632048429,0.529465492515657,0.214384589949921,NA,NA,NA,0.979439382162122,0.40831401179038,0.251650077308558
"118-9","Moderate",1000,0.409,0.996128850667141,0.59855735769357,0.265061960802214,NA,NA,NA,1.03151289770759,0.521561646608036,0.203119659305654
"118-10","Moderate",1000,0.388,1.03057442065043,0.478320052860638,0.248448457676411,NA,NA,NA,1.06545395343672,0.487432127460151,0.222672349275127
"118-11","Moderate",1000,0.414,0.897767722023161,0.735346611787676,0.320543691240634,NA,NA,NA,1.0563322719543,0.581808724269371,0.129081021983726
"118-12","Moderate",1000,0.422,0.995282524747526,0.443960449033329,0.228755084115345,NA,NA,NA,0.921237059295747,0.59353268619949,0.343676001804976
"118-13","Moderate",1000,0.424,1.01453918698111,0.585282125975247,0.198420210082862,NA,NA,NA,1.06539814042672,0.458130229177864,0.202129166378813
"118-14","Moderate",1000,0.39,0.941261940374044,0.512967008697526,0.259829715210167,NA,NA,NA,0.962443564934321,0.651688839054957,0.245223430405462
"118-15","Moderate",1000,0.409,0.979563021882317,0.547773813312392,0.264476443992367,NA,NA,NA,0.929589091637513,0.599076431894618,0.258934681268473
"118-16","Moderate",1000,0.396,0.928581034710477,0.582239236939422,0.376290992131046,NA,NA,NA,1.08208470522838,0.350642986146693,0.156218519021037
"118-17","Moderate",1000,0.406,1.0389743896481,0.569802808347496,0.166908175744066,NA,NA,NA,1.04858117613389,0.47307083337944,0.207017387799379
"118-18","Moderate",1000,0.404,0.997693890508454,0.76511285517686,0.173839541513052,NA,NA,NA,1.11853199934982,0.299989883263859,0.194836275157413
"118-19","Moderate",1000,0.412,0.98482710240245,0.664088420504164,0.202101260181963,NA,NA,NA,1.07511263571288,0.385266991959778,0.144556343423808
"118-20","Moderate",1000,0.443,1.00743929964933,0.460909830127707,0.223784750023782,NA,NA,NA,1.00199793128663,0.458001831331593,0.2011847406121
"118-21","Moderate",1000,0.373,0.934046726449283,0.426081753301853,0.373971855912597,NA,NA,NA,1.06486053464749,0.508008884574351,0.155495719072796
"118-22","Moderate",1000,0.41,1.13762196899435,0.323800750994946,0.148931054885316,NA,NA,NA,1.10781304641746,0.426385111545634,0.131671247589808
"118-23","Moderate",1000,0.379,0.981899964050804,0.525706833549526,0.203947966038047,NA,NA,NA,1.00925669923968,0.580638731637539,0.231178560308158
"118-24","Moderate",1000,0.404,0.942007065662501,0.522675292870167,0.252258162423282,NA,NA,NA,0.96905204810863,0.525328708650989,0.285088400595855
"118-25","Moderate",1000,0.43,0.923592955491913,0.626810763229725,0.340880482180667,NA,NA,NA,0.990846279560815,0.463393601883789,0.321320155709725
"118-26","Moderate",1000,0.411,1.13614668497292,0.182468585288852,0.145751419023954,NA,NA,NA,1.01303194188028,0.333154002907054,0.261110914890226
"118-27","Moderate",1000,0.401,0.988642461097439,0.547701991988412,0.214312889476491,NA,NA,NA,1.00877951629798,0.374691647051157,0.232683351698061
"118-28","Moderate",1000,0.408,0.968193211231735,0.623426070919318,0.268595922835046,NA,NA,NA,0.929946427095515,0.527526113741982,0.321316336502249
"118-29","Moderate",1000,0.394,0.934113702397161,0.553223951398375,0.318331319054739,NA,NA,NA,1.01878698841161,0.449208291644753,0.358926265565928
"118-30","Moderate",1000,0.423,1.04586728976778,0.489717618861196,0.214063575257684,NA,NA,NA,0.995571484819859,0.436726442751958,0.350426942766367
"118-31","Moderate",1000,0.398,1.04011484554783,0.582904971923658,0.217685200695977,NA,NA,NA,0.984946633654592,0.578966680511433,0.204378980239563
"118-32","Moderate",1000,0.384,0.972218046773996,0.423130225155116,0.317110142013033,NA,NA,NA,1.02258812971733,0.516088025126523,0.226938541959706
"118-33","Moderate",1000,0.405,1.00218433598845,0.563295249637348,0.200316125191586,NA,NA,NA,0.96068166112033,0.492362492159106,0.35257057880806
"118-34","Moderate",1000,0.401,0.961468967431642,0.443287820261675,0.295557697731962,NA,NA,NA,0.927333836884803,0.613669525015521,0.227583287219508
"118-35","Moderate",1000,0.427,0.931428225751939,0.795969570937667,0.302377776604824,NA,NA,NA,1.07579889295511,0.367801716266758,0.193349922640936
"118-36","Moderate",1000,0.384,0.985514255719641,0.631538555684082,0.290821580429827,NA,NA,NA,1.05294633150553,0.485565192283294,0.205621727777484
"118-37","Moderate",1000,0.438,0.957186586381089,0.517056874465836,0.325747011625545,NA,NA,NA,1.03922982547112,0.472861830120645,0.238960429262263
"118-38","Moderate",1000,0.399,0.928558382103665,0.485914494173436,0.254493069486932,NA,NA,NA,1.00349214622787,0.480098491140361,0.250820929616081
"118-39","Moderate",1000,0.429,0.968197701538336,0.453286486722738,0.283082988276082,NA,NA,NA,1.05011989156249,0.506163418351506,0.183756328456377
"118-40","Moderate",1000,0.431,1.02798592429681,0.49881986432438,0.215459168046951,NA,NA,NA,0.927358013262348,0.57231342097133,0.320716382510197
"118-41","Moderate",1000,0.402,1.01987674333518,0.679843351400061,0.154692531329263,NA,NA,NA,1.01034715005619,0.330673002894404,0.219526189180944
"118-42","Moderate",1000,0.416,0.993562805823699,0.588221721233229,0.238877228188725,NA,NA,NA,1.07876014402524,0.443130239634364,0.190724207928131
"118-43","Moderate",1000,0.409,1.05297237604836,0.445204752342193,0.230567068166209,NA,NA,NA,1.09274539697732,0.458650537269073,0.199869601527451
"118-44","Moderate",1000,0.405,1.05617843251962,0.492714644563577,0.189977028295782,NA,NA,NA,1.01752824411412,0.514487841493408,0.183773877804418
"118-45","Moderate",1000,0.4,0.926528839992314,0.6685205795405,0.344027158281103,NA,NA,NA,0.989078970095723,0.531461588795277,0.318376463152003
"118-46","Moderate",1000,0.421,0.966259321152208,0.414313035770362,0.287987518917301,NA,NA,NA,1.02773824069859,0.458411984818141,0.272420689999011
"118-47","Moderate",1000,0.413,1.0204651472557,0.571385404376089,0.140940049863868,NA,NA,NA,1.09074118452903,0.326550201807086,0.194674694949388
"118-48","Moderate",1000,0.398,0.945829654424546,0.695074190037524,0.175537255854121,NA,NA,NA,0.961894790176617,0.399379236969584,0.297383980123753
"118-49","Moderate",1000,0.413,1.04673058583243,0.515610444559782,0.175225195708839,NA,NA,NA,0.969421277037293,0.602345103664302,0.201315657710572
"118-50","Moderate",1000,0.412,0.929954658371441,0.5212552717891,0.319108498956081,NA,NA,NA,0.982472485720527,0.418476659966513,0.257326799722374
"118-51","Moderate",1000,0.41,0.956754597423131,0.66695248573194,0.291467959869829,NA,NA,NA,0.903430372689108,0.607320118914745,0.356927624216242
"118-52","Moderate",1000,0.399,1.06315265121594,0.245278637886242,0.276669432410424,NA,NA,NA,0.989813665828274,0.520358715906541,0.312722015253068
"118-53","Moderate",1000,0.394,1.01952575387106,0.573121938870602,0.185987806782906,NA,NA,NA,1.03044528963861,0.490030328585557,0.174186484134893
"118-54","Moderate",1000,0.407,1.01030600218265,0.657740359353956,0.151922405864837,NA,NA,NA,0.972312179081368,0.528161077502637,0.315288785944981
"118-55","Moderate",1000,0.405,0.956199605091627,0.648044212623406,0.237413877327593,NA,NA,NA,0.970060147195184,0.556673781002446,0.270322200764351
"118-56","Moderate",1000,0.4,1.01754659277998,0.436005148285693,0.281525643415337,NA,NA,NA,0.982795681984645,0.533542075950992,0.299099042660724
"118-57","Moderate",1000,0.43,1.04843294972887,0.572295585144504,0.283867734799609,NA,NA,NA,0.987674841270537,0.492100022826217,0.267073235088566
"118-58","Moderate",1000,0.414,0.954424519263983,0.528216093860388,0.273527595577796,NA,NA,NA,0.934268919171138,0.545023087962747,0.293164644888577
"118-59","Moderate",1000,0.419,0.943197685758748,0.705333270188216,0.19314939519859,NA,NA,NA,1.03378066065231,0.459232123671602,0.278973210449701
"118-60","Moderate",1000,0.4,1.09459829924272,0.38582001176053,0.154385694074804,NA,NA,NA,0.978838509920382,0.48865284931673,0.302434038733499
"118-61","Moderate",1000,0.403,1.01044078199422,0.53027577441729,0.260540457773764,NA,NA,NA,1.01447612618685,0.470431317620411,0.292837193221362
"118-62","Moderate",1000,0.411,0.888519910467279,0.539807723980477,0.408002222086872,NA,NA,NA,0.96551023538885,0.560810830716042,0.247013955902951
"118-63","Moderate",1000,0.432,0.95804947552147,0.527338853482895,0.223353401518846,NA,NA,NA,1.01971727138451,0.54237213113666,0.262550738138446
"118-64","Moderate",1000,0.424,1.03177498651669,0.496748951672827,0.243002198283041,NA,NA,NA,0.936015554320752,0.503265496028907,0.24867761865517
"118-65","Moderate",1000,0.412,0.872814984687706,0.634521354851756,0.346232716536936,NA,NA,NA,0.926898696733063,0.589644214463914,0.363487089888437
"118-66","Moderate",1000,0.396,0.936076947183578,0.599368796485153,0.336834325403357,NA,NA,NA,0.939397908342471,0.501680166928605,0.26936924107149
"118-67","Moderate",1000,0.415,0.93179226124036,0.630427777758496,0.260894659975012,NA,NA,NA,0.966737290235307,0.584714833943987,0.252513159249894
"118-68","Moderate",1000,0.414,1.07459609021352,0.377353442418984,0.124654673076159,0.960324919891772,0.75326746586001,0.195631717675511,0.956224364275988,0.524324822711019,0.295112814251121
"118-69","Moderate",1000,0.402,1.01282249539752,0.434521418570384,0.276222008965093,NA,NA,NA,1.05364245828207,0.551060755575238,0.227167179057508
"118-70","Moderate",1000,0.427,0.989273573003817,0.718560526071856,0.17418077818384,NA,NA,NA,1.10043348003764,0.433738368256502,0.226488031443241
"118-71","Moderate",1000,0.409,1.00323096774424,0.524382509578566,0.207438926138873,NA,NA,NA,0.98069857980427,0.490493723229277,0.237461511544276
"118-72","Moderate",1000,0.42,0.960617239315231,0.526431406295905,0.292569307745728,NA,NA,NA,1.06024717157745,0.417530414359946,0.221529527383876
"118-73","Moderate",1000,0.435,1.02992307801166,0.564360670660278,0.198851273116616,NA,NA,NA,0.968854886979354,0.529894538523029,0.230216167684942
"118-74","Moderate",1000,0.404,1.03063234499992,0.508873566451877,0.232955177853665,NA,NA,NA,1.01282371467781,0.41642898954076,0.277311698809932
"118-75","Moderate",1000,0.403,1.03226923537473,0.472658728004427,0.19866792790041,NA,NA,NA,1.04579783230868,0.371593412399008,0.220085607040167
"118-76","Moderate",1000,0.409,1.01236941394527,0.410296488651385,0.199760674943461,NA,NA,NA,1.05619584553976,0.499002084491127,0.156315185731528
"118-77","Moderate",1000,0.397,0.914108028410918,0.575540729714137,0.300509841507323,NA,NA,NA,1.03314921477824,0.510351713230128,0.320870228029821
"118-78","Moderate",1000,0.431,1.02200484622724,0.459177225170978,0.217687276075453,NA,NA,NA,0.922220684830262,0.460695592063369,0.277217367025939
"118-79","Moderate",1000,0.392,0.958506893723523,0.444378004000135,0.199570546542718,NA,NA,NA,0.994864595821542,0.374236617657865,0.335870678530065
"118-80","Moderate",1000,0.391,0.954547973710419,0.538499011439978,0.343574470210106,NA,NA,NA,1.00395081749177,0.555979813796132,0.257662819782072
"118-81","Moderate",1000,0.403,0.931498896754989,0.393221142547093,0.387012368328612,NA,NA,NA,0.985398172141173,0.490017406757928,0.2448906466502
"118-82","Moderate",1000,0.391,1.07145565035115,0.378163858428162,0.155598944438324,NA,NA,NA,1.05642004615845,0.548875726556382,0.150902494831693
"118-83","Moderate",1000,0.385,0.965149009047266,0.531862812398991,0.246293134470827,NA,NA,NA,1.00384646511968,0.654397793107249,0.204807396258183
"118-84","Moderate",1000,0.425,1.04315278040957,0.56903441014521,0.266944892595327,NA,NA,NA,1.03021086672045,0.516745644782345,0.232485313920144
"118-85","Moderate",1000,0.415,1.0018663702055,0.48686902739769,0.268443444780358,NA,NA,NA,0.952143709545226,0.60914091299724,0.278898736249296
"118-86","Moderate",1000,0.392,0.98876569587493,0.504038425303918,0.333278746572018,NA,NA,NA,0.931088848536046,0.514516253469826,0.259201068888399
"118-87","Moderate",1000,0.418,1.06303196579238,0.60444501869566,0.173922600329731,NA,NA,NA,0.957382756462391,0.5432852031502,0.280288010077607
"118-88","Moderate",1000,0.414,0.980388154038339,0.513884076743161,0.266227090080149,NA,NA,NA,1.02580207037444,0.546567797884723,0.199520681796102
"118-89","Moderate",1000,0.444,1.06413173949711,0.345628404164849,0.13112112284124,NA,NA,NA,0.970734428020639,0.356523190292659,0.340293865497662
"118-90","Moderate",1000,0.433,0.994652590765657,0.406015942824305,0.299415756353875,NA,NA,NA,0.880589119959819,0.545203032730003,0.410591400429077
"118-91","Moderate",1000,0.416,0.954062719261942,0.456508116219292,0.34191093566378,NA,NA,NA,1.01977820754559,0.499398049065031,0.207939025155917
"118-92","Moderate",1000,0.45,0.920556130242259,0.728393551751541,0.274797059416417,NA,NA,NA,0.922925234774719,0.59684437154895,0.358251955839804
"118-93","Moderate",1000,0.393,1.0360385336574,0.408825031790856,0.26384830102689,NA,NA,NA,0.960693780377311,0.453396604967498,0.366620029220982
"118-94","Moderate",1000,0.427,1.00752471464346,0.516222482495582,0.310312498631839,NA,NA,NA,1.02017609753862,0.586362773247722,0.243980310347354
"118-95","Moderate",1000,0.399,1.07658539875315,0.35217293807239,0.271170323059536,NA,NA,NA,0.968315863198998,0.428593823062741,0.269049099126482
"118-96","Moderate",1000,0.418,0.971012058060475,0.527013261709799,0.255435421415194,NA,NA,NA,0.950152442251192,0.539136024760204,0.276789529099331
"118-97","Moderate",1000,0.434,0.951340794933821,0.429689791953743,0.321468758180022,NA,NA,NA,0.963980566381435,0.487085857288844,0.235737966469413
"118-98","Moderate",1000,0.424,0.935144842226501,0.722746375513232,0.25722017124263,NA,NA,NA,0.949021461334081,0.446139608344619,0.256926676401353
"118-99","Moderate",1000,0.409,0.993413709378925,0.544094521933654,0.263039206679698,NA,NA,NA,0.946821582195943,0.533050098664636,0.285292005724696
"118-100","Moderate",1000,0.401,1.05262861872021,0.498977478745522,0.196902790987528,NA,NA,NA,1.01191702888246,0.57553696130257,0.148782496801237
"119-1","Moderate",1000,0.421,1.06395437021748,0.39932854563353,0.233990339351426,1.06449330723143,0.441960188084201,0.223724098341015,1.00083673045704,0.484970493745344,0.266817880428578
"119-2","Moderate",1000,0.407,0.961582052359522,0.2527500785458,0.358073565601965,NA,NA,NA,1.00468771741202,0.411864712852022,0.211080241256587
"119-3","Moderate",1000,0.412,1.06873949428506,0.503862205964256,0.20477764907452,NA,NA,NA,0.911931625711299,0.657379768750805,0.277518367794741
"119-4","Moderate",1000,0.382,0.992650347775317,0.567365598423887,0.275436920328568,NA,NA,NA,1.02292785852495,0.402180983649006,0.245197194108229
"119-5","Moderate",1000,0.418,0.885204217910091,0.624112633598792,0.296427276312931,NA,NA,NA,0.994537458367401,0.567654346667507,0.259785347833004
"119-6","Moderate",1000,0.431,0.921151804875281,0.674853013993853,0.216482601152795,NA,NA,NA,1.02077080420586,0.496872929265634,0.344942597627485
"119-7","Moderate",1000,0.41,1.00113271664461,0.50985288848265,0.285648199486882,NA,NA,NA,1.03569792145603,0.394295585736772,0.252990792508224
"119-8","Moderate",1000,0.405,0.939640522935154,0.682623925112116,0.248858631565261,NA,NA,NA,0.888238993160713,0.556576188456039,0.358023940044277
"119-9","Moderate",1000,0.428,1.05356006151136,0.485962654779819,0.0778901322399426,NA,NA,NA,1.02205128511912,0.493755743094262,0.161415601083657
"119-10","Moderate",1000,0.417,0.958630085504475,0.511322774614951,0.27331078531188,NA,NA,NA,1.01505085762736,0.499250161592118,0.315201143871189
"119-11","Moderate",1000,0.39,1.08537997786034,0.466634848737689,0.209161778378306,NA,NA,NA,0.99753890934752,0.611218210115639,0.210162837417267
"119-12","Moderate",1000,0.39,1.00137770814348,0.522318179376567,0.192331268497253,NA,NA,NA,0.936102451494628,0.455258260930803,0.314661575046608
"119-13","Moderate",1000,0.412,0.997787959364342,0.286250965945893,0.365988091447516,NA,NA,NA,0.960686461665577,0.531279576576491,0.243764270361315
"119-14","Moderate",1000,0.41,1.00928305477572,0.476623899770812,0.290505587268739,NA,NA,NA,0.986177891540157,0.541536382540553,0.264867267727309
"119-15","Moderate",1000,0.405,0.997861811393391,0.526262508989075,0.307271336594344,NA,NA,NA,0.962340383168117,0.53618867796456,0.268664903433618
"119-16","Moderate",1000,0.38,0.976245115075918,0.53192136886429,0.255530864784887,NA,NA,NA,1.07183044165653,0.508130142115285,0.156891115857222
"119-17","Moderate",1000,0.398,1.05189046361444,0.346397842959098,0.153213728591824,NA,NA,NA,0.967511508716948,0.435446150819111,0.310666405491939
"119-18","Moderate",1000,0.409,1.04069846614737,0.507839090063107,0.235124810738072,NA,NA,NA,0.948436314263936,0.35980512762007,0.321481344580809
"119-19","Moderate",1000,0.417,0.973527639123248,0.52801165501761,0.25974197989951,NA,NA,NA,1.1076469257028,0.403477376372701,0.213247828047809
"119-20","Moderate",1000,0.383,0.90002226783148,0.611183071878815,0.335388181398211,NA,NA,NA,1.01252306788316,0.526328606126101,0.131393950890006
"119-21","Moderate",1000,0.376,0.994904320743574,0.464647644619487,0.295192843851326,NA,NA,NA,1.03409181445702,0.500645432328967,0.170381954484584
"119-22","Moderate",1000,0.404,0.940341878677695,0.64980965120789,0.147164112325594,NA,NA,NA,1.02187588834289,0.571395315118419,0.196837182763785
"119-23","Moderate",1000,0.404,1.02114168657826,0.413817323265258,0.245936468900134,NA,NA,NA,1.00727451233026,0.489021954534068,0.276108416251816
"119-24","Moderate",1000,0.422,0.89171819508994,0.582648397615567,0.345147939302401,NA,NA,NA,1.00929465176345,0.583831611859222,0.177960695239818
"119-25","Moderate",1000,0.408,0.968530010352159,0.352329157250113,0.311936436798961,NA,NA,NA,1.11596847667672,0.362563849494173,0.236221468881044
"119-26","Moderate",1000,0.39,1.03048087031423,0.64387358798271,0.161658881970315,NA,NA,NA,0.956410194174533,0.584322009366614,0.28135591595842
"119-27","Moderate",1000,0.438,1.02114929110762,0.442076934359631,0.109433709449085,NA,NA,NA,0.984851620605302,0.455511074707069,0.364762319221925
"119-28","Moderate",1000,0.393,1.01888915424506,0.58937236693543,0.170769655616962,NA,NA,NA,1.00066456855154,0.501127429750403,0.283015650951978
