"sim","censoring","n","perc_censored","alpha_aq","beta_aq","gamma_aq","alpha_tr","beta_tr","gamma_tr","alpha_fc","beta_fc","gamma_fc"
"114-36","Light",100,0.16,1.01531722337337,0.392065022626214,0.444951839443794,0.98905824054886,0.48169597000095,0.449923898112519,1.01167474466415,0.129656757997321,0.35231013278322
"114-37","Light",100,0.11,0.945071544729704,0.712612014282916,0.135317666244211,0.94139690037028,0.74538645387518,0.131800128119906,1.01976514039926,0.409789863461192,0.25782272204605
"114-38","Light",100,0.11,0.869067428372435,0.30238554941819,0.538157576929845,0.86528018201397,0.331052380273393,0.535931738814052,0.979390645764755,0.187602687092242,0.0696461527928623
"114-39","Light",100,0.16,0.698209357458193,0.924009499906197,0.280847735570251,0.691354555136657,0.959596944127937,0.285877728381416,1.21342001766225,0.363624607562589,-0.0237149031169404
"114-40","Light",100,0.12,0.987971594956212,0.223104498943575,0.507162765106674,0.98636108951904,0.231865823224407,0.510187858943001,1.08649116641664,0.581004633778268,0.0310953592227494
"114-41","Light",100,0.18,0.883231232222875,0.582048329555946,0.462916881606046,0.873143054649298,0.648300114403153,0.452213442676142,0.778739636878555,1.24651145240092,0.25272090825213
"114-42","Light",100,0.16,1.12463259877079,0.404148826974958,0.36150647970277,1.12911651674669,0.41670717243081,0.355252927827529,0.882024766634624,0.721450449587287,0.412710131394946
"114-43","Light",100,0.1,0.644372064272925,0.95644096899724,0.321791392613451,0.644472218232348,0.959169483285275,0.324170194842256,1.0529980434388,0.714141168208023,0.166891678817549
"114-44","Light",100,0.17,0.816292296024546,0.0862808737480031,0.804446891570907,0.818657426093389,0.0839467932263054,0.804498246436039,0.927043421775004,0.602282444715294,0.00229344311357507
"114-45","Light",100,0.11,1.22059314585076,0.342317798027227,0.239938101685887,1.22054967341326,0.342617930261916,0.244871446103292,0.832828150773,0.637461988096493,0.395176539715656
"114-46","Light",100,0.13,0.841458851697985,0.989414662236715,0.449084269293759,0.813743532216466,1.15441002480968,0.435328058279885,1.05840231499619,0.604423166347382,0.23659145167103
"114-47","Light",100,0.09,0.942263816106908,0.558559572221372,0.277202635661263,0.951282028521833,0.533137459983475,0.283173917649736,0.987950167625125,0.608065862529211,0.369205411933956
"114-48","Light",100,0.11,1.16309097053236,1.2403445516965,0.138159387084222,1.16622528793274,1.2155012004028,0.138693974003894,0.881103108931309,0.36684892071252,0.530069153286375
"114-49","Light",100,0.13,0.818473932690725,0.435397039499938,0.704515440686634,0.816903363844467,0.440729607203937,0.708906970646291,1.11107427347605,0.194011454212858,-0.028545116975359
"114-50","Light",100,0.16,0.897511607864607,0.368293269360017,0.523684456306632,0.899317868130068,0.369293877266465,0.522633527357468,0.985663968475943,0.567059511895177,0.410379876688857
"114-51","Light",100,0.1,1.04249938125284,0.0254070693774053,0.543771551348624,1.03980975177884,0.0378112548635536,0.542844285284432,0.700960887559196,0.617487251279713,0.789415416496285
"114-52","Light",100,0.13,0.962327271395245,0.845134641237427,0.176423012305777,0.964508718459995,0.843663508503575,0.181632555013448,0.9316470719063,0.49871843204665,0.639601335817294
"114-53","Light",100,0.15,1.0777820426777,0.677474890179026,0.257761018477745,1.07620472452462,0.705499881185156,0.253891395727976,0.932045861537743,0.268732070021966,0.0854522576715966
"114-54","Light",100,0.13,0.753905758949638,0.306053057988168,0.481796215540601,0.748103012375324,0.338440663812849,0.480297686784412,0.903755702882073,0.662994845909432,0.190995296330175
"114-55","Light",100,0.09,1.34421258409889,0.820134361666275,-0.253613431623443,1.35067253678689,0.814385398796702,-0.257914459575804,1.28118631701117,0.717611097936563,-0.299516438723694
"114-56","Light",100,0.12,1.09419881638539,0.268166108955381,0.5542194599729,1.0924444719467,0.275422228037233,0.557477974812205,0.681227586667229,0.825315073138986,0.487774191088075
"114-57","Light",100,0.1,0.754727522919173,0.847641276527946,0.273626713239166,0.769955156065461,0.834140818230064,0.267092476216368,0.968119912533285,0.0308275718036145,0.309249984969018
"114-58","Light",100,0.12,0.880827533401148,0.305852100764915,-0.00935503516318115,0.875950057291903,0.32680160075842,-0.00852716192501947,0.807522867992921,0.391132383599794,0.400593802404196
"114-59","Light",100,0.13,0.863816302229578,0.721024720388744,0.231532321539902,0.856018668400233,0.767844916045714,0.225016220390866,0.977193511188891,0.642547072388338,-0.0368110464123655
"114-60","Light",100,0.15,1.19015703978768,0.585681971286005,-0.0141395013969911,1.19157672150148,0.586915419529706,-0.00984096349211177,1.1832219167036,0.20882941880524,0.230386771266488
"114-61","Light",100,0.14,1.0916878972166,0.404776781294952,0.374477512694049,1.09697853157571,0.400850928957312,0.373151999885862,0.91474843708547,-0.202623353098186,0.547853182153552
"114-62","Light",100,0.14,0.83532451619207,0.479383715797419,0.311721274541834,0.820619798076054,0.533929488833497,0.306573513313054,1.13621402450056,0.0457810055081938,0.286303061074501
"114-63","Light",100,0.15,1.05280030085637,0.382002179563901,0.0802849206528701,1.05407788883747,0.375701034483797,0.0800043645101882,1.29321972793331,0.480134430704771,-0.0712801108116413
"114-64","Light",100,0.17,0.799360919706934,0.825543242457511,0.328320604405977,0.78984018313902,0.875217959766992,0.329148808909965,1.10691910890431,0.43881894901985,0.252419114637575
"114-65","Light",100,0.15,1.08880253278688,0.100177802042703,0.584198605968506,1.09619260979858,0.0777920073238506,0.582228952498978,0.629382201566307,1.00002827220689,0.458761028487645
"114-66","Light",100,0.11,1.12921772762972,0.529482163792071,0.147330860095999,1.12477286902236,0.551451543900842,0.150012024294676,0.953578714358934,0.380455161241146,0.432567072092496
"114-67","Light",100,0.1,1.00691414542674,0.445176650442146,0.164077720094157,0.998718528503026,0.510239291394473,0.158314718313234,0.903938114818604,0.242142565229085,0.747724213665095
"114-68","Light",100,0.1,0.926500608035177,0.877860302154514,0.172094496387349,0.915284774466525,0.934595803085502,0.174363625050906,1.03691543326023,0.472011517756823,0.107395257356527
"114-69","Light",100,0.2,0.945377380974696,0.817096570062974,0.17903362319101,0.948074150324993,0.81790739566786,0.177435684333434,1.08500389896265,0.806925394429145,-0.00303042671340758
"114-70","Light",100,0.11,1.20814170417166,0.432301226816738,0.088041114932068,1.20655697335817,0.4417354685323,0.0894111384948003,0.978785357400468,0.312552998346962,0.351410484796049
"114-71","Light",100,0.11,0.797744938561032,0.998762889461808,0.194901491940512,0.790318021725769,1.03076661593774,0.197602111105691,1.27849679346547,0.351976020469269,-0.136310172439706
"114-72","Light",100,0.11,1.17533206045813,0.498687502179958,-0.0736005222391813,1.18940944131269,0.46533670894689,-0.0743289404154795,0.804325837071786,0.745293999554692,0.365401324734238
"114-73","Light",100,0.14,0.815264297652713,1.11878451671935,0.262396994607232,0.829227683699286,1.10389523619013,0.26194476771713,1.04507965400872,0.575332544839637,0.327505320836291
"114-74","Light",100,0.13,0.752314867352,0.562779537803407,0.603857484305628,0.739073366290908,0.623734044905733,0.613053283844172,1.0732017992008,0.129903220162815,0.416276526175389
"114-75","Light",100,0.18,0.982646052694397,0.566578533195937,0.236077149538394,0.958784227368836,0.678097477907791,0.234489680452318,1.00927436301849,0.184711163955842,0.222694126019159
"114-76","Light",100,0.11,1.11826964668617,0.265382009945147,0.257208595841124,1.1217758923248,0.25717441213468,0.257887389487007,0.743022534116371,0.848008985923326,0.341032909318394
"114-77","Light",100,0.18,0.92535189346346,0.63305638486673,0.257768790245777,0.916047878250944,0.681924269238051,0.255285683135655,0.775688642225062,0.895925376944722,0.402621956140407
"114-78","Light",100,0.0600000000000001,1.00253547326468,0.397029663462477,0.245906317411255,1.0074033732823,0.393341663563996,0.242195602332831,1.21313025906251,0.219242551391569,0.177395733737188
"114-79","Light",100,0.13,0.998814485752252,0.129245396714577,0.222790037074293,0.998246940521836,0.132252142287475,0.222952406875021,1.10680760222304,0.43790739085793,0.2299484432043
"114-80","Light",100,0.08,1.15462171815502,0.221877774794875,0.180751400254349,1.14206731397812,0.271210227550782,0.182739617660058,0.849738612191448,1.3097922476481,0.382140326898095
"114-81","Light",100,0.14,0.989470516228227,0.343351197785972,0.33147175866189,0.983193582778875,0.37172989221096,0.330905543542885,0.968704837822062,0.10004605458085,0.235761000280423
"114-82","Light",100,0.15,1.31689002677691,0.495398312497159,-0.266969157386488,1.29762898581202,0.579982172639453,-0.264874102323827,0.976459307605845,0.730498157908717,0.35448982932319
"114-83","Light",100,0.11,1.17526219001753,0.643592465607317,-0.121938477975836,1.1752428312002,0.646939838744347,-0.122022476829978,0.970190229042626,0.654648389893795,0.133043912003537
"114-84","Light",100,0.09,0.986331739086236,0.0877081158571023,0.34242011790769,0.993486768290485,0.054421906873456,0.3411565813259,1.19611421963012,0.432696533633779,0.00534693746949659
"114-85","Light",100,0.12,0.986077801079887,-0.159689822837765,0.349974314292504,0.993755521191483,-0.200010849770693,0.349685044898673,0.962164065452961,0.650833568984248,0.279736234955018
"114-86","Light",100,0.08,1.21821435120932,0.442036641064394,0.076199771236027,1.21799729935519,0.431845381612201,0.0781665207278874,0.92422217527526,0.0840214141204274,0.300597819545334
"114-87","Light",100,0.11,0.931480494634614,0.458223257656032,0.507330509181834,0.939022007988112,0.459838417355161,0.503601394986759,0.582687999656703,0.841996190437566,0.542462247344013
"114-88","Light",100,0.11,1.08879100070951,0.527370231062705,0.157100818581141,1.07199455476448,0.60754268204467,0.155990325176594,1.17423666523337,0.186535744319806,0.140463743908568
"114-89","Light",100,0.14,0.923774491003433,0.778256646494613,0.119676377457128,0.90791754124648,0.856334126899655,0.123585993641622,1.06047745079175,0.798540949228963,0.0166017833131101
"114-90","Light",100,0.11,0.820521111424825,1.05666608369889,0.115792234856287,0.819066971803596,1.09531052796122,0.110806838010727,1.29490790409993,0.410569340286466,0.0813513798787392
"114-91","Light",100,0.08,0.77971563348914,0.374755059068048,0.551512160706606,0.777848283804303,0.388700777935605,0.55178224091371,0.907501161868226,1.14335183113386,0.205206545898534
"114-92","Light",100,0.16,0.973459949787932,0.44163836393565,0.268612351073248,0.947700196307751,0.547111448909588,0.271021680326568,0.856300387022968,1.00391922058181,0.263854973827624
"114-93","Light",100,0.13,0.763853952587201,0.857596758483588,0.270592781787936,0.762801087745741,0.867425692134746,0.270782174363391,1.13914769539608,0.564813845361219,-0.0847395031430023
"114-94","Light",100,0.17,0.857642965791461,0.635801654886449,0.433905926963124,0.852557043821822,0.662472309390663,0.434284588442413,0.853710666546156,0.646669633285749,0.62746495924701
"114-95","Light",100,0.12,1.19334863667943,-0.0806573004575256,0.171444257066181,1.19255017767071,-0.0803619232894891,0.171401096385232,1.08641758338823,0.549088358203679,0.374316670932221
"114-96","Light",100,0.15,0.802121161007489,0.409268015095211,0.502318299660872,0.804248393555587,0.416222265362981,0.499946892037445,0.980281767343043,0.290957140132672,0.249500813875592
"114-97","Light",100,0.17,1.26221102399475,0.155159485896052,0.12436058281243,1.24640086144461,0.22539217460381,0.121693726272323,0.755918883327441,0.756233086203626,0.113157739654439
"114-98","Light",100,0.09,0.930884505697278,0.62778138998761,0.132686910624154,0.930482798969357,0.631956133939293,0.132355537921115,0.990134125774308,0.893122006434213,0.329221834269955
"114-99","Light",100,0.16,0.956517948710997,0.946326762473986,0.204198969410677,0.939620337859695,1.07377060823619,0.20959395379189,0.952431446269353,0.340737086765381,0.440902500899115
"114-100","Light",100,0.0600000000000001,1.21990131279375,0.422732973791044,0.0739106801898097,1.22240508804067,0.405945005643845,0.0752495039930589,0.829885934075786,0.715396342335527,0.48772467309919
"115-1","Light",100,0.14,1.281064007124,0.32768093992806,0.21969379643535,1.27780836013414,0.345254270304483,0.220345127295179,1.21558726051273,0.601010453245015,0.230898871577891
"115-2","Light",100,0.08,0.848287594623435,0.36013184473568,0.514595129109163,0.849312345409662,0.362090874262745,0.513527028687199,0.931695717398246,0.635111960358072,0.343426116641571
"115-3","Light",100,0.12,1.18448001185901,0.249971121063468,0.013887277085207,1.18662203388466,0.24469085594066,0.016698872056242,1.2054781350123,0.363282713167453,0.134939858383494
"115-4","Light",100,0.09,1.06481959718073,0.711778402909947,0.261893467833126,1.05714269265036,0.756672182364791,0.265306175753079,1.04682810254067,0.585325481946143,0.0707681867805977
"115-5","Light",100,0.07,1.14167393576737,-0.213264238674223,0.309324925417029,1.15944318369001,-0.291507691685913,0.307043665841692,0.834643766737988,0.206523122558331,0.607925399658196
"115-6","Light",100,0.14,1.22679847846982,0.496683127614384,-0.02156219022374,1.2294996449155,0.478720734117487,-0.0241496163644444,0.649994199970457,0.0906205126818951,0.596948346996493
"115-7","Light",100,0.12,1.01312284026523,0.962391732876797,0.116911128852263,1.008702595062,1.0728503193168,0.109893550646254,1.06752623782058,0.65991934329828,0.0339434328369963
"115-8","Light",100,0.12,0.796490997867886,0.824749815423295,0.2429725527056,0.790377881343154,0.849926868326337,0.247253609932975,1.03974833961308,0.517982051583638,0.102674319875186
"115-9","Light",100,0.15,1.03118206160259,0.504399046441685,0.176104909692389,1.02333877552684,0.541259681731017,0.177956678446504,1.23109119780282,0.32301326934018,0.288852385673481
"115-10","Light",100,0.21,1.11614876483701,0.529882384302283,0.290296670038675,1.11584860390127,0.540210183507063,0.28944860530958,0.931125575306791,0.424062833112984,0.450066790394998
"115-11","Light",100,0.12,1.03295846358989,0.698630387393839,0.400105951257332,1.03208027325061,0.707024196806589,0.399370248270507,0.766148879166646,0.272885361485903,0.462396282184622
"115-12","Light",100,0.08,1.43207199894404,0.195728929758973,-0.0929183372130097,1.43889771561619,0.174474509568105,-0.0950756426833081,1.08058426028215,0.250991228599786,0.417097357024933
"115-13","Light",100,0.16,1.0359482646243,0.551995790190767,0.459847715655182,1.0323485751151,0.586551240447163,0.459025405695235,0.714081191965566,0.870904533581207,0.456133493269171
"115-14","Light",100,0.16,1.16279282389275,0.413736920882997,0.0260069413384456,1.1629013839017,0.412650051544811,0.0260973480307726,1.10448388817405,0.157913026520095,0.296352440996883
"115-15","Light",100,0.1,1.19231347843886,0.246628700576842,0.0631410391999698,1.19024789108123,0.261770490910337,0.0620430690108234,0.946593260212827,0.556715551433878,0.480638388145954
"115-16","Light",100,0.15,0.877035796135407,0.746141998250557,0.318156567217084,0.871419507037213,0.773590556762373,0.323167515847219,0.835240780011455,1.03379666999637,0.168913167287398
"115-17","Light",100,0.13,0.851504260322936,0.609220602309702,0.561463282309651,0.848100804362786,0.630749782998493,0.568293369560826,0.892232966091912,0.385398722578529,0.4494676651395
"115-18","Light",100,0.13,0.60151196938561,0.977507962273812,0.570308509468385,0.600579738257046,0.982145771051119,0.570856263182501,1.02383633936986,0.417908593758086,0.11957286225314
"115-19","Light",100,0.12,0.716343833878723,0.855119347897896,0.293036822100646,0.716163966450073,0.853532581235764,0.293859138065824,0.779648859243024,0.885769058575215,0.44053926019106
"115-20","Light",100,0.11,0.984032570807846,0.467466893170149,0.359513084779351,0.983984291809945,0.467366846195004,0.358998532461471,1.11261345451115,0.583811254581895,0.130673667783008
"115-21","Light",100,0.16,0.847852513042854,0.478609044907231,0.570069715285491,0.825392201024719,0.539880253596201,0.577497712930564,0.808349384176188,0.748110775717868,0.464836795880879
"115-22","Light",100,0.15,0.995533345861782,0.354837141254287,0.195000421662608,0.986867211307673,0.40685584791968,0.195036892295503,1.04045361560116,0.27118430317774,0.14713654448105
"115-23","Light",100,0.09,0.882225447660228,0.45864078959705,0.539012732035475,0.867695182179565,0.508609884320179,0.546805662171259,1.13139334259552,0.587916855487223,0.12836900989087
"115-24","Light",100,0.07,0.885302925087675,0.697387828193421,0.285844136166315,0.885145631441451,0.710752944968101,0.285960462745611,0.983240056889194,0.580832786962857,0.272994745421884
"115-25","Light",100,0.13,1.35268338210025,0.146937589394017,-0.231708311653417,1.34092558856477,0.190848662990144,-0.231146493658195,0.984366589457595,0.443027973249005,0.360583371341331
"115-26","Light",100,0.08,1.0045115871322,0.469608165759258,0.373792691170755,1.00804938243666,0.456790112272309,0.378919850822804,0.899793891633842,0.660170981778432,0.222073398795358
"115-27","Light",100,0.09,0.798090685821843,1.07831374013648,0.172285568749664,0.792995498185827,1.10376728354585,0.176047838596614,1.1877441321196,0.127895788213215,0.289767618423872
"115-28","Light",100,0.14,0.949148528401499,0.392904677650577,0.078831022461133,0.94711292124791,0.405029175798172,0.0767748339813144,0.919833610522599,0.595714429420509,0.195729434580167
"115-29","Light",100,0.14,1.3175183484104,0.121643256873117,0.188287938692869,1.31377459097206,0.133020925743684,0.189739912183178,0.412156166311423,0.663657952483326,0.752077280285422
"115-30","Light",100,0.11,0.594441655314686,0.924247492664524,0.531135060344293,0.58711517747943,0.98174900263417,0.512661614218729,1.14820842534387,0.328446835832466,0.192976196070132
"115-31","Light",100,0.13,0.984488628102365,0.714509931500029,0.339901347260661,0.97506542857064,0.759400856205653,0.340590127215308,1.02866166327837,0.289016064804991,0.241382493066669
"115-32","Light",100,0.11,1.1362670130582,0.286632027916735,0.142308567699386,1.15032788648238,0.256977927086254,0.139380166964627,1.05508528769377,0.462521550232321,0.0681778924358977
"115-33","Light",100,0.08,1.12956532723554,0.327050981601832,0.0918777477741669,1.111333458177,0.401035700876196,0.0937950102483885,1.06438642709565,0.745021219083821,0.167321976409125
"115-34","Light",100,0.08,0.840476384772945,0.711976457623412,0.198289283240479,0.836944406865291,0.727943075411914,0.198677823961514,0.795498814901397,0.649585752313281,0.689238857742418
"115-35","Light",100,0.12,1.03594485786027,0.340801806213746,0.337268510313581,1.03301654186778,0.357555287932925,0.337490690188294,1.22418621160782,-0.0365572427297326,0.0927931420016129
"115-36","Light",100,0.15,1.47101275593232,0.111999044205505,-0.208672740153609,1.4704971171911,0.113912798540964,-0.208680696213701,0.963467898487549,0.729360760819424,-0.0576620424590252
"115-37","Light",100,0.12,1.09835447767576,0.260322975429677,-0.0751979323357598,1.09965268963191,0.258947822162251,-0.0747058385817648,0.998066800709055,0.581641700369376,0.0614905244838784
"115-38","Light",100,0.07,0.943368700224421,0.461075490273694,0.423021571746543,0.946843164278477,0.448410020502118,0.428397895009458,1.1525176813273,0.124599670575204,0.173170239876207
"115-39","Light",100,0.15,1.13581618128149,-0.0462836298269878,0.318332068722213,1.13599182040308,-0.0487893865548937,0.318601107024699,0.884911103701426,0.570231190383211,0.373928155250506
"115-40","Light",100,0.1,1.01862935027522,0.134460027287269,0.477943148668943,1.01926187355453,0.132084683738339,0.478449297002754,1.06232948542445,0.500444635146815,0.404246009125512
"115-41","Light",100,0.08,0.969773856536726,-0.0573683355684666,0.322697852827313,0.966460489550118,-0.0441098792153487,0.322503764657375,0.941541723637036,0.557196036708986,-0.0232960076591552
"115-42","Light",100,0.13,1.01494554022438,0.400917423234559,0.185866172565949,1.01686014397078,0.412847486218183,0.180997974298665,0.973018886406086,0.430400802762558,0.149680859619496
"115-43","Light",100,0.09,0.787195224916042,0.524077524076526,0.345336922001246,0.786455881097991,0.527470588159358,0.346665635665546,1.25508991291213,0.759861379206403,0.0483250208362703
"115-44","Light",100,0.14,1.41384187127998,0.197824697589828,-0.0864070989946884,1.4111468727497,0.211240698984925,-0.086487553367734,1.11557541461294,0.618152814807816,-0.0297896058184472
"115-45","Light",100,0.18,1.21564493825671,0.409448869119024,0.2004107411141,1.21536870849742,0.428686905252796,0.196681877287416,0.750382325001294,0.717632483337137,0.580972600654643
"115-46","Light",100,0.11,1.07354042533952,0.470970452496155,0.0198309758107941,1.06789110207788,0.511298826631999,0.0233766132541246,1.29148366290538,0.567574369386166,-0.105688151152351
"115-47","Light",100,0.11,0.819911912769436,0.720145994146,0.104281454055552,0.819892768796249,0.719838896568031,0.104330724325211,1.02405083708539,0.4838036690301,0.210113942474568
"115-48","Light",100,0.17,0.895213178283029,0.819492210355128,0.231187426651499,0.877196132111967,0.910005993045623,0.237858412815827,1.06773036765959,0.460596112454328,0.363224187174016
"115-49","Light",100,0.14,1.07670475342574,0.464251214863729,0.195945199314989,1.07086033773208,0.502141540694211,0.193847037596893,1.34190316082233,-0.42269670587932,0.31638957225406
"115-50","Light",100,0.12,0.827063093203575,0.902426355961373,0.343084485046739,0.824044628209378,0.945701999409218,0.340419010537052,1.0460022338369,0.43378537097121,0.0403969708677244
"115-51","Light",100,0.1,1.0182053490651,0.457086849875154,0.187015293996122,1.01577967694582,0.470074230804658,0.185963208868443,0.947088297188895,0.370856747041924,0.165017785814519
"115-52","Light",100,0.0600000000000001,0.963217958535504,1.17495054575074,0.219886309447858,0.960664213933118,1.25223521795075,0.210872353823116,0.927652557952422,0.062657244087185,0.57119081189654
"115-53","Light",100,0.04,1.16251252638692,0.0705332300435831,0.134980376334493,1.15616337897359,0.0921389800855805,0.136429953529454,1.01533542640421,0.727601255418935,-0.0197117875259283
"115-54","Light",100,0.1,0.739144802611444,0.825215226108487,0.382657367502929,0.749773801594377,0.853499898410782,0.3707981775616,1.08803205923751,0.684691739471094,-0.0366394597119188
"115-55","Light",100,0.12,0.925347077965685,0.570642542259003,0.188329775761825,0.933979507264411,0.552197561515606,0.185842544203753,0.984952449227403,0.480680323865945,0.42530475632153
"115-56","Light",100,0.09,0.874897101340788,0.65876711199313,0.376396207528366,0.875170517999141,0.651890730512405,0.377207344336873,1.14017599225984,0.341308127623054,0.216759640897733
"115-57","Light",100,0.04,1.0160664205058,0.271170876427369,0.0773228106089643,1.01434277836164,0.276930887983522,0.0776910009059146,0.961515584400081,0.532399896443965,0.303117356850065
"115-58","Light",100,0.19,0.952448037469403,0.214819330163632,0.58822918753078,0.96580899160238,0.186367190573594,0.585240917662618,1.05475583366007,0.772708273553366,0.101458535420835
