"sim","censoring","n","perc_censored","alpha_aq","beta_aq","gamma_aq","alpha_tr","beta_tr","gamma_tr","alpha_fc","beta_fc","gamma_fc"
"119-91","Light",250,0.092,0.950041380157606,0.378766077157814,0.42211890953275,0.949694150185522,0.381307151613862,0.422694125323869,1.07172685693797,0.607063058326653,0.246234915087442
"119-92","Light",250,0.16,0.78449740716509,0.91049085208225,0.374854678252517,0.78111981691242,0.931276017996488,0.372279101219256,0.901255862555996,0.782500185189817,0.0359085479407016
"119-93","Light",250,0.14,1.01046283227073,0.347068883422279,0.354459810756209,1.01020838325225,0.348542165217977,0.354590065875747,1.07891619834599,0.637334378906201,0.193216435249948
"119-94","Light",250,0.124,0.965691597022253,0.575329836975006,0.183397675793992,0.964774356946465,0.574542519806936,0.183528608208395,1.07615588853891,0.505866741388542,0.225040407539943
"119-95","Light",250,0.128,0.800796388890121,0.48434083125518,0.508633085910432,0.800882031998738,0.484368836507783,0.508796588462817,0.973292793998683,0.576182645999151,0.195250610338506
"119-96","Light",250,0.108,1.39815684279345,0.0231919662385904,-0.124471253620725,1.39348446876293,0.03984999552417,-0.123569269777213,0.994514918274863,0.49239690281504,0.104751961519513
"119-97","Light",250,0.116,0.955207738274982,0.327762529035927,0.361983922713592,0.957225588131362,0.324189282274632,0.366134057114195,1.08055397305549,0.403627885854983,0.181211729950797
"119-98","Light",250,0.108,0.961077346771309,0.306513594858075,0.366846158162854,0.956626189284495,0.328845838377667,0.364871052662045,1.00518310494053,0.328980436777244,0.165062392715615
"119-99","Light",250,0.128,1.08758606721168,0.427719585646436,0.131756169026497,1.08924206862721,0.425800401776393,0.131898520739106,1.03571105037641,0.498872089412993,0.351861863046441
"119-100","Light",250,0.088,0.922037869124399,0.604514267129779,0.186108891620633,0.921992837157903,0.604532751754289,0.186077477689272,1.03886302765,0.498426193172224,0.125818227531653
"120-1","Light",250,0.116,0.946637247465713,0.37795698900541,0.50575979756262,0.94820803088749,0.373632084216285,0.508088715961613,0.973682915181634,0.655689920848985,0.236941588590575
"120-2","Light",250,0.116,1.1060198211786,0.426802581395893,0.0960596057401457,1.09341273214008,0.482351982595011,0.0997942410266487,1.01795941911391,0.501308520153872,0.227653145512454
"120-3","Light",250,0.124,0.872159022548177,0.667972041622854,0.198141998272888,0.871045160863892,0.673526824218802,0.198273055581181,1.00555938507149,0.486116790784844,0.214448642000253
"120-4","Light",250,0.132,1.00503587005165,0.307818050015249,0.342838416436246,1.00385340218952,0.316614020389188,0.342091384852231,0.886070376878283,0.587094273198837,0.433926674529773
"120-5","Light",250,0.128,1.25180600728863,0.0706825625094715,0.286881225681935,1.25826169467619,0.0528196742785406,0.28507251744278,1.0195631077666,0.268946236972857,0.160057538987493
"120-6","Light",250,0.128,0.820458191936994,0.495527837071656,0.333627436874294,0.818560281220253,0.498679773439894,0.335270655364022,0.947903422908693,0.394122831666355,0.552491966888073
"120-7","Light",250,0.12,1.20537600468794,0.260540863545992,0.161418128366612,1.20308203021263,0.270847469972161,0.160855236196608,0.971450483329998,0.691113508812912,0.129491427780733
"120-8","Light",250,0.116,1.05144564342078,0.344647256867765,0.274632663623625,1.05076547141716,0.350959664214536,0.274227270241844,1.03829574693154,0.458767613097234,0.147720129434165
"120-9","Light",250,0.1,1.05081003323459,0.362904028425786,0.292723677682677,1.0502582314129,0.363590643765409,0.292406059400005,1.03934667690439,0.49793368460162,0.38328149860455
"120-10","Light",250,0.124,1.1112083378319,0.626436140082718,0.0969475353551822,1.11105714709403,0.628782758006048,0.0969517022135083,1.10148366197934,0.204662498069846,0.183248688529489
"120-11","Light",250,0.096,1.23521244103941,0.0580944421461459,0.196659599411028,1.23598957855187,0.0557034437782243,0.196659251562624,0.922494574250864,0.59483587756187,0.345873685710835
"120-12","Light",250,0.128,1.02485014361083,0.490336800040987,0.15085214463184,1.02497272735044,0.489148176796025,0.150903328328925,1.31161496172787,0.180933933216699,0.0503126405691126
"120-13","Light",250,0.156,1.07894671532648,0.387311848520269,0.263120694138814,1.0761779450314,0.399617184837681,0.26323400905733,0.970116687534297,0.592107589555187,0.29072710380576
"120-14","Light",250,0.132,0.984057480341092,0.522236282481338,0.169871318246742,0.983672407286,0.525612356323578,0.170142797228906,0.914690083919758,0.654444782834168,0.367981395160494
"120-15","Light",250,0.112,0.875386204694264,0.877096324051216,0.251462782432211,0.875692465829674,0.87143690657553,0.252026314205484,1.09258789857096,0.263355752621894,0.260122778775601
"120-16","Light",250,0.14,1.00949955051966,0.443456469775287,0.344662524814914,1.00899979565915,0.447473887546595,0.344505929993287,0.976984803713348,0.731426246273338,0.136181201090079
"120-17","Light",250,0.148,0.894837054496611,0.831923840345295,0.198448070582496,0.881205535408095,0.90878799773818,0.198351825375887,1.09855078325221,0.179596106511969,0.208156528742762
"120-18","Light",250,0.12,0.805188445137673,0.355553259400412,0.393378135914268,0.801401788538751,0.366937500271972,0.395497838924423,0.99450842830374,0.354119951512198,0.241118552988544
"120-19","Light",250,0.112,1.1278196325485,0.589395971478295,0.116507552932174,1.12285523549979,0.626964728735049,0.114286416371155,0.896292472341206,0.855334306647932,0.321473556312239
"120-20","Light",250,0.148,1.01593578069141,0.34312428884681,0.146702030852741,1.01658715192412,0.34337618827648,0.148968634878652,1.21540109781116,0.435456923949024,-0.0236634433246459
"120-21","Light",250,0.088,1.09257357968363,0.510215446762242,0.0712291501693656,1.08949130112141,0.533975259836383,0.0709342121989791,0.912493770265036,0.582000261979419,0.320570773735863
"120-22","Light",250,0.124,0.868139883573203,0.616297395439662,0.354190047508945,0.866676988434808,0.627578478195178,0.352692539377258,1.04828112672071,0.320333410934961,0.257098514203975
"120-23","Light",250,0.112,0.957836763856567,0.739860347226897,0.212913968319909,0.957943616802701,0.740687187856719,0.21291621999001,0.968523442348516,0.383466245695153,0.239995415104778
"120-24","Light",250,0.12,0.946120753075366,0.503815247976546,0.351888906450375,0.94867784575833,0.499195889227886,0.354723204100661,0.871990020832763,0.430082321443987,0.399997236872771
"120-25","Light",250,0.124,1.25353291947443,0.299185532418401,0.0875835904300545,1.25120883366177,0.315518651609222,0.0874556476634305,0.936937170722778,0.612358786382086,0.112948109901113
"120-26","Light",250,0.124,0.900667727341915,0.517927834410223,0.521129794520217,0.891071250664499,0.561241218115396,0.522118480822986,1.02266875585326,0.856317466436313,0.0856843028896156
"120-27","Light",250,0.112,1.00475774118427,0.350151132187727,0.260791392890894,1.00433118225588,0.352613727659037,0.261205105827915,1.05551925346052,0.292888487248725,0.333727066256316
"120-28","Light",250,0.144,0.929647539146128,0.552597689746509,0.228775429268905,0.929738702460716,0.555960938286457,0.228117852716125,0.809033524478287,0.638314198324641,0.253047247910312
"120-29","Light",250,0.112,1.09276331611356,0.456805909984758,0.283450942356088,1.09280792175048,0.456461815547448,0.283441642285237,0.937801577273658,0.751337160017054,0.339490787685342
"120-30","Light",250,0.096,1.08710217728944,0.411902079546726,0.10413780170348,1.08588714816585,0.418917641508738,0.103496911020614,0.897088585173667,0.533159760652593,0.395771957074845
"120-31","Light",250,0.124,1.03697284898172,0.581631518595105,0.250305862225554,1.02959247408986,0.62437332392169,0.249780311115637,0.933985865235548,0.521614003700816,0.33883661998793
"120-32","Light",250,0.112,0.831121105199271,0.636736833842718,0.314922820081239,0.831953955420146,0.640096657912097,0.313577133783824,1.09310103507221,0.387508220975912,0.334322937191613
"120-33","Light",250,0.112,0.865665397032401,0.522072904518425,0.451365651974216,0.864690317125485,0.527107950566178,0.4513853563649,0.997300071856718,0.393374150293022,0.214795118271389
"120-34","Light",250,0.124,0.994619366557762,0.576604917564484,0.250614955162334,0.98891357195006,0.604267392675256,0.253800603473615,0.988648938063457,0.703465514636159,0.39076971826714
"120-35","Light",250,0.116,0.856600506234547,0.545878827671681,0.23508049759214,0.847918434222911,0.565689528156794,0.239805835936867,0.959024452400071,0.673180415209217,0.192277782607865
"120-36","Light",250,0.104,0.960229247124804,0.508279424282501,0.558660453496325,0.960300944899259,0.513217760393288,0.557468059675576,0.911763255422294,0.782614350549311,0.320567914247432
"120-37","Light",250,0.16,1.07079478512911,0.665591244526056,0.0886965955242428,1.07025323629342,0.669503004370048,0.0889002767510021,1.15893276298334,0.270417040302964,0.299648194521622
"120-38","Light",250,0.144,1.02083713759862,0.476298678022112,0.165701442589854,1.01770794068358,0.489223022825705,0.167103858307714,1.05685515467936,0.356906340028421,0.243414615013327
"120-39","Light",250,0.108,1.05012397842185,0.614128288943659,0.17023165153694,1.04972970087417,0.61778212192308,0.169964086569455,0.999233756936503,0.489495101844095,0.276558618564525
"120-40","Light",250,0.12,0.830078163076428,0.610799152575035,0.379380742375345,0.829813055354102,0.61204768924551,0.379790429323109,0.855705259037898,0.576161273866709,0.439727047406758
"120-41","Light",250,0.152,0.989884308097474,0.580757500208592,0.34342624502975,0.966341443233636,0.682632610013061,0.345647495541209,1.05666637041484,0.329311881753484,0.215972172903975
"120-42","Light",250,0.128,1.10724487192532,0.339183964133992,0.220438081627345,1.10986159635945,0.33316017477894,0.220120314034033,0.944843486617845,0.498818008115296,0.286114422880003
"120-43","Light",250,0.136,0.867175505006427,0.729318663186933,0.260525882127653,0.846049782752967,0.790033616921063,0.262805912767211,1.16674328278983,0.334860658694064,0.0531656180986821
"120-44","Light",250,0.104,0.943420784691079,0.474363152220979,0.4065933185862,0.942663889941882,0.481240400333027,0.406373045458381,0.998414517107779,0.417074382432433,0.471879941397871
"120-45","Light",250,0.132,1.08481575187488,0.523867601393643,0.100992359360328,1.06700581439547,0.598882561421969,0.105156452262353,1.04084568063234,0.474768168853154,0.160243720467843
"120-46","Light",250,0.12,1.11289878076291,0.271772102240219,0.284271011256996,1.12116696120762,0.248398988016798,0.282201599816369,1.01559154132587,0.670911506888397,0.163392192427002
"120-47","Light",250,0.104,0.869829142544006,0.458397081566007,0.486546022062642,0.869904611133607,0.467457486881336,0.485215643561836,1.19702211142508,0.341818753292082,0.187383767519851
"120-48","Light",250,0.128,0.982265673364311,0.772757756690403,0.199451294906995,0.98089465424161,0.797069718647339,0.196896796735232,1.16745559106189,0.328540107088367,0.254021953855647
"120-49","Light",250,0.148,1.01889188308913,0.56823082807094,0.248876290672169,1.01865658023567,0.577578038991174,0.249338280992091,1.15223692141714,0.483296121853106,0.0488409724980647
"120-50","Light",250,0.128,0.971751027387495,0.466644401095707,0.302001578158763,0.969390499493996,0.484584655687168,0.30129991967376,1.03115931718851,0.567518613738705,0.125265932602223
"120-51","Light",250,0.152,1.0808998288912,0.646305113504929,0.0186324489612611,1.0759632386562,0.674949663012337,0.0166604413981175,1.03565183128837,0.496066292896649,0.127990689024368
"120-52","Light",250,0.14,0.911748454103291,0.604346855569657,0.308423574875055,0.898278067297776,0.67037786254642,0.312224700973531,0.91236619758574,0.476899205994545,0.337305788421601
"120-53","Light",250,0.128,1.17284773403532,0.372937720243379,-0.0632062217657523,1.17105408368292,0.383033444478132,-0.0627632516593129,1.14069155601522,0.483563101878068,0.11974407647092
"120-54","Light",250,0.14,0.923916008859173,0.705211070332152,0.315783996915749,0.924180712304593,0.701246593736993,0.315962555501908,0.976343910326221,0.297255946981918,0.414219628897289
"120-55","Light",250,0.096,0.894524791445557,0.92214167083468,0.171044715575546,0.886823339960075,0.971321659669412,0.172644903512485,0.986638423889384,0.558334033274367,0.367535729373774
"120-56","Light",250,0.076,0.927989876440951,0.63452587918157,0.317311013290914,0.928170262900732,0.638674799447079,0.317299544482326,1.01868200331777,0.471941666830605,0.147385821036082
"120-57","Light",250,0.12,0.864248223490533,0.599271461062406,0.318382979231617,0.863182249339972,0.613313264681789,0.317473938530804,1.07146916631539,0.560656753433097,0.10819419127073
"120-58","Light",250,0.14,1.04337192806981,0.343563247376827,0.241938765754114,1.04416160420267,0.340042063740948,0.241462227259658,0.979167023637539,0.501746932934301,0.18381009800597
"120-59","Light",250,0.12,0.866504272803791,0.767612274968711,0.126800204388979,0.869344216865549,0.778121092047624,0.122658942060569,1.05348728351861,0.803994992392432,0.115033764556446
"120-60","Light",250,0.116,0.873577060617873,0.472585282446491,0.467526006866206,0.871838474651821,0.48407228351655,0.465832235439428,1.0635848997721,0.512228696292972,0.246455286009729
"120-61","Light",250,0.152,0.8447690270506,0.586090886775003,0.407823747449862,0.838714829578982,0.600286841639926,0.410953152993091,0.96008898187888,0.692881845794026,0.190916655145823
"120-62","Light",250,0.128,1.03560144977324,0.193454649803006,0.305941268716408,1.03502243877845,0.198034999530363,0.305802030558255,1.04256813611905,0.59994864090716,0.255731218813555
"120-63","Light",250,0.132,1.02464933469428,0.857010647693006,0.0318897685856757,1.02541728546891,0.859657096874305,0.0327903832644376,1.0556969149931,0.540616568011808,0.279711927250715
"120-64","Light",250,0.108,1.09818812042495,0.314412821517047,0.175830970203359,1.09789952197454,0.315743054942354,0.175748690533622,0.869927120235915,0.698642175684229,0.196236991451251
"120-65","Light",250,0.136,0.97208661109152,0.481255973043102,0.306962362628198,0.970514935958335,0.488782977701674,0.30687311747234,1.02477014773888,0.577666577224446,0.104090038914906
"120-66","Light",250,0.124,1.06896455967305,0.539472752991451,0.284626413026431,1.06879428324979,0.538815548267024,0.284913067594624,0.948954112936398,0.541038315063027,0.35053973103187
"120-67","Light",250,0.128,0.904093486062916,0.572167044649099,0.30054644002679,0.894896272511787,0.626393319000381,0.297916045188582,0.981348647319328,0.579402406524862,0.24837600164745
"120-68","Light",250,0.072,1.01339390182765,0.480535733614781,0.266891597204185,1.01205911205023,0.478173668983695,0.266955930906066,0.8771832882607,0.672150318951134,0.281996391871558
"120-69","Light",250,0.112,0.855184041942169,0.729773405234207,0.188280627005028,0.857851975868883,0.732718468977291,0.191107187833149,0.768431428144012,0.687220463983433,0.500339448238277
"120-70","Light",250,0.108,0.969152416138113,0.639335128231454,0.184440600481094,0.967022423292729,0.650662537285783,0.184907282053698,1.13209690870693,-0.0673411694807222,0.255303824745894
"120-71","Light",250,0.12,0.934610574739207,0.64744334608309,0.389423806533663,0.934029663730566,0.653029425412274,0.389533864987754,0.817001076727981,0.65014512225222,0.424990798575757
"120-72","Light",250,0.128,0.870509735009841,0.391880222549123,0.469080300070436,0.864319144012562,0.435414875124819,0.468830581355528,1.19848722634913,0.347147125879686,0.0441848922369496
"120-73","Light",250,0.176,1.04166941068451,0.400192139332187,0.246731891612115,1.04266134454523,0.405687376048622,0.249522085927513,0.972731796535873,0.499438804452098,0.209765175445896
"120-74","Light",250,0.144,1.04072236030912,0.264771443371952,0.352307732034788,1.0315782279919,0.299078095535746,0.351964584020844,1.07147847787103,0.265681552234694,0.169552453705455
"120-75","Light",250,0.136,0.934102502913044,0.337565412694779,0.473651977247358,0.942685973612927,0.314496731724683,0.474361583553808,0.848419714243599,0.544148327082777,0.430645266867751
"120-76","Light",250,0.116,0.902558654068729,0.723009784591147,0.263021407557313,0.902389852248959,0.724680291692303,0.262975633761819,1.06617475426145,0.605505751053901,0.104790946155647
"120-77","Light",250,0.184,1.14746783576564,0.352028406910357,0.107648629091559,1.14410616150096,0.364097149673198,0.109553077182751,1.06772118540775,0.662452141355518,0.217185546566871
"120-78","Light",250,0.128,1.05472178762074,0.214843277791671,0.177958409405991,1.05090978213752,0.227822676314896,0.178839850178082,1.01853518430281,0.528231048159865,0.059390585556948
"120-79","Light",250,0.1,0.841891823732926,0.403765907317299,0.468068963411871,0.841759011982908,0.405050469474053,0.468022370778329,0.970889344116187,0.401644948453036,0.393774998385211
"120-80","Light",250,0.108,0.774718640146667,0.581729673091371,0.486163459638951,0.771637775593383,0.595510925986415,0.487095433103314,0.904371475901415,0.521547593367937,0.438851810019143
"120-81","Light",250,0.136,0.985873921150851,0.449012997004029,0.239733039036359,0.984033340361955,0.459262670423867,0.24106203057049,1.16160147274939,0.221122181177056,0.151727421917449
"120-82","Light",250,0.156,0.992789283518908,0.653985336182563,0.272777757252708,0.992828404226116,0.652822255525074,0.27268031623978,0.886509969287412,0.612589612317477,0.385621458759972
"120-83","Light",250,0.128,1.0213014445645,0.72158974182367,0.144600961844939,1.00789568642246,0.770473797970706,0.147737006444239,1.1251405928922,0.457597425571055,0.216664338768079
"120-84","Light",250,0.108,0.82591436417891,0.708426153021297,0.324393232257319,0.823702935644954,0.71691015508609,0.327980908082744,1.09876998620195,0.290206371657611,0.0266893925906702
"120-85","Light",250,0.164,1.05326632986562,0.642155650637959,0.213119377731603,1.03880140224994,0.698323878202589,0.214534185265893,1.02765642853035,0.524567614543549,0.338274756233971
"120-86","Light",250,0.12,0.697994893066661,0.582577236917589,0.567092682958749,0.697129052656791,0.588926159605098,0.567305318978509,1.02216541266497,0.515499602742641,0.180263498849633
"120-87","Light",250,0.092,1.08836059582246,0.538873175752934,0.158735534279878,1.08754149247201,0.544346924935968,0.162426522692626,0.915345829979748,0.485326562994156,0.267434555829815
"120-88","Light",250,0.124,1.07836544184996,0.37499595459479,0.274730173299625,1.07790032084592,0.377606713380638,0.27481026046645,1.03949126420863,0.715710377003428,0.185212821641136
"120-89","Light",250,0.104,1.14594314970618,0.350079405115579,0.359031249711592,1.14666988044656,0.352031498684398,0.358542820850648,0.911275697585122,0.637114708766678,0.322215342066311
"120-90","Light",250,0.132,1.04796199840466,0.405747875062598,0.0218448481803156,1.04189793440263,0.437627313043893,0.0204942587537183,0.938588617491329,0.658864522639503,0.323360406730162
"120-91","Light",250,0.088,0.982452292048025,0.395105607628156,0.16773083986815,0.969668647380458,0.447909218384135,0.169885570215447,1.03537003424489,0.506784758425467,0.190007721075485
"120-92","Light",250,0.116,1.03430449858437,0.4736324632738,0.136215678433376,1.0322819932627,0.483404594562644,0.138649607438895,1.09979093702088,0.178279075038219,0.326601116118804
"120-93","Light",250,0.152,1.0801992465838,0.498821202686797,0.156411050503666,1.08038114834622,0.499264853159241,0.156231272188211,0.758302302109024,0.341383327148866,0.527370964517648
"120-94","Light",250,0.14,0.919068918247731,0.516731795773999,0.309247157228042,0.91416779307349,0.540153560209599,0.310088637846502,0.897434264613894,0.729618582263262,0.317850964487234
"120-95","Light",250,0.148,1.01881963087006,0.567488540876914,0.389617657369166,1.01836803427837,0.570602506594048,0.391091520561776,0.983765821721448,0.646727128561135,0.254892502762366
"120-96","Light",250,0.108,0.95974423226377,0.713677521788786,0.224086660369369,0.945955279858942,0.784184618544182,0.224570012111263,0.95403858751346,0.604622563478615,0.198502596516617
"120-97","Light",250,0.148,1.13482117543088,0.337887380373433,0.0737834496938528,1.1278662850214,0.359924508107651,0.0755528516022819,1.24538135469441,0.38045243371038,0.131558469611178
"120-98","Light",250,0.124,1.09849758128673,0.26711312771441,0.0279020477028812,1.09881666954718,0.266557061401881,0.0280437935642131,0.91026502928444,0.469554377981605,0.20426300285192
"120-99","Light",250,0.108,0.962077164318105,0.241773367005947,0.291037510975845,0.962073460240699,0.244791559217326,0.290618923106759,1.14463873471872,0.46150665539612,0.10309760484069
"120-100","Light",250,0.112,0.921443101772301,0.446388770494412,0.40835547566483,0.916389327621638,0.477260621468176,0.408033996956744,0.924975929720181,0.518370394525534,0.333296507993776
"121-1","Light",250,0.128,1.09177803894771,0.340181885591222,0.141771159496538,1.09211055872606,0.343549309875509,0.142957806302793,1.0454192190464,0.478131726417215,0.0274490792115656
"121-2","Light",250,0.152,1.02260834734759,0.562935983872875,0.124493648384638,1.00688537051561,0.62079413536044,0.126585709523805,0.925742609476825,0.780368124310638,0.250441931199218
"121-3","Light",250,0.164,0.994969002871937,0.184953435873935,0.42228320766321,0.996171941055717,0.184047757109225,0.422249036784536,0.956416338838081,0.359919931789673,0.221221347080355
"121-4","Light",250,0.092,1.09124585798756,0.374004795630279,0.045263784030106,1.08867926573758,0.389111500606315,0.0449114713861451,0.849219239228474,0.656275118848582,0.316332780299028
"121-5","Light",250,0.16,0.907824247504635,0.673989461126811,0.27775372781309,0.907747612935328,0.674618210291602,0.2777424282454,0.928036094909066,0.389093377921943,0.509064272251664
"121-6","Light",250,0.152,0.992249477505803,0.446385462190879,0.167352094390044,0.985337653362972,0.484682229747528,0.167186728352037,1.05403631424126,0.485482657343439,0.0835728289294293
"121-7","Light",250,0.132,0.952823215184255,0.575192714682615,0.427301366570974,0.949092017402883,0.598550916287027,0.427827571701689,0.822100017098558,0.676465915746948,0.287423480025264
"121-8","Light",250,0.14,0.990915536049311,0.375876999588157,0.1844133970804,0.990090937816876,0.381236333175384,0.184277207175755,0.894570156353201,0.561860256775215,0.40294497678381
"121-9","Light",250,0.12,0.88606270229948,0.50304096872038,0.332983014711646,0.879993221008086,0.523974737791283,0.334202906870109,1.04522322072947,0.701397675332264,0.0988342674152503
"121-10","Light",250,0.092,0.952852244184164,0.360319876739533,0.40426602444447,0.953365625410764,0.360383798730476,0.405246533585057,0.87038538050408,0.602164030895158,0.269512969556669
"121-11","Light",250,0.124,1.07938724470067,0.179284803130402,0.281831656061319,1.08059376717233,0.172431830866261,0.281577926351221,0.913986176022596,0.48586222963753,0.530846523724774
"121-12","Light",250,0.152,1.1132408045891,0.253459224753587,0.000128117126641503,1.10873714756514,0.282956651835114,-0.00158645039010716,1.04161743127392,0.467967902307277,0.38626878429835
"121-13","Light",250,0.132,1.27303318898188,0.29340674037215,0.295724401633856,1.27849657422221,0.27861984145377,0.297275222877502,0.856295559361763,0.629117254120484,0.321778641205523
"121-14","Light",250,0.136,0.918846725976246,0.598951552070033,0.321323637084706,0.915893003190009,0.625225156924706,0.31737549851946,0.965432135239108,0.460334067585628,0.391759491480881
"121-15","Light",250,0.152,1.05389281347828,0.504644976170692,0.10506614082372,1.05543571041173,0.506792720355526,0.103772770071943,0.976722283009138,0.485992405010466,0.252024783476871
"121-16","Light",250,0.144,0.969949194251142,0.59658077971218,0.190276879544509,0.96252031979879,0.633186184920413,0.188584131555478,0.800410558616006,0.809191742141046,0.533875860820981
"121-17","Light",250,0.128,0.93366140751077,0.504898830110628,0.298383148093811,0.930946123861645,0.515803897067172,0.297567194757483,0.86684422433702,0.578610857040218,0.206369943028154
"121-18","Light",250,0.14,1.13592700301964,0.447286142547829,0.156332716739575,1.13403297238475,0.4597456287968,0.156650579319033,0.949715020130437,0.371859234318029,0.459250497189852
"121-19","Light",250,0.108,1.00098494771122,0.275789313269281,0.367243631886236,1.00062654467004,0.280801117394824,0.36669387166804,0.949066547176319,0.597494234467495,0.164008852901376
"121-20","Light",250,0.136,0.931995598958878,0.558278152809578,0.419067585134581,0.92401459141567,0.603575953578267,0.417774941933914,1.12543948151789,0.253774560796206,0.160055948328758
"121-21","Light",250,0.14,0.952688247040765,0.556001064649311,0.214064791264378,0.944364030686526,0.610842079492218,0.214861199150004,0.875137920527375,0.519710008720727,0.451857062955446
"121-22","Light",250,0.128,0.897992766252469,0.674236191377621,0.363734025114609,0.899944368503843,0.678396493633991,0.363397917493643,0.766403373739315,0.7350573315497,0.384505260895537
"121-23","Light",250,0.136,0.797185886173429,0.719288012504258,0.242887738733634,0.788777353089735,0.765438550666704,0.243501420988142,0.86403151749945,0.707560743379156,0.309308700744764
"121-24","Light",250,0.108,1.00211842460118,0.239625021357028,0.487202748023993,1.00214761736758,0.238994389607277,0.486877814188324,1.07337903369691,0.408659752410117,0.310388712657296
"121-25","Light",250,0.104,0.946832362152312,0.535788329479634,0.298690138439454,0.941286064847349,0.555978485037497,0.303551708475224,0.977122009862025,0.524424606652328,0.306285152989555
"121-26","Light",250,0.152,1.017161077816,0.791788254397201,0.10351649512334,1.02235185950892,0.801467347989678,0.101909648850792,0.978340298946764,0.743963304140535,0.290640107436089
"121-27","Light",250,0.104,1.02926037659069,0.408972205029553,0.201843606527763,1.0294906531373,0.407734820146143,0.201713542715391,1.05653126794584,0.530939615010539,0.171430009763137
"121-28","Light",250,0.116,0.952270152558488,0.619882761515802,0.295065047240606,0.952078014587145,0.619944843273154,0.295335225776341,0.831618075699105,0.430637628326025,0.618102403324285
"121-29","Light",250,0.1,1.1308088588351,0.354119826167381,0.210413973521259,1.12958630985247,0.359881990290601,0.210250151328561,1.03801497595355,0.673714684330784,-0.0902690589011178
"121-30","Light",250,0.092,1.03594734221359,0.166591812303646,0.631160073251724,1.0362014498281,0.166400488523093,0.63133685247337,1.03259464625294,0.516104031857516,0.253015400448716
"121-31","Light",250,0.164,1.03172047962769,0.563253048121149,0.214050615241051,1.03220351814265,0.566618301917738,0.213561269762197,0.912490543588069,0.490763816323915,0.256201409495948
"121-32","Light",250,0.096,1.06790142195463,0.596031820590261,0.125976800897335,1.06778816628034,0.602422005543525,0.127060411529072,1.17704911994664,0.355309762506033,0.119986123711731
"121-33","Light",250,0.152,0.984097308324384,0.288654541065431,0.544873044538274,0.985760321051585,0.285686761124762,0.54517302780389,1.05703220625429,0.575328226764568,0.126097579171273
"121-34","Light",250,0.176,1.17757714286774,0.293967463455627,0.205792177249447,1.16348407093923,0.343546671995807,0.205775758873525,1.02100966676677,0.482985275484096,0.0716068485657095
"121-35","Light",250,0.12,1.0350616194582,0.33406793742345,0.149339504700509,1.03476087730758,0.343143061615948,0.147979262464784,0.892040404003212,0.570941270850341,0.330286847381359
"121-36","Light",250,0.108,0.966300477194542,0.963591024761547,0.186566568552264,0.956055890255301,1.03070735521352,0.184447425824304,1.08749971811298,0.441309888237887,0.150431957547556
"121-37","Light",250,0.1,1.05882676808979,0.543341089063906,0.238488362269255,1.05390222211806,0.569698188732028,0.238914669285443,0.981755524986487,0.460610716519233,0.407120326398477
"121-38","Light",250,0.128,0.963484500829377,0.499224083200993,0.283740872873113,0.965296864116859,0.502561610654455,0.283464974379669,0.854384617186372,0.80025434805683,0.444253366627608
"121-39","Light",250,0.112,0.789303756054791,0.677561405445838,0.416127125011836,0.794064976886571,0.653913980026429,0.416376622062587,0.95264483025058,0.511380589339171,0.320599425557705
"121-40","Light",250,0.152,0.909288060015218,0.545958240864309,0.227211384974472,0.909360414499333,0.544224458702737,0.227437404503555,1.1741368680584,0.575613443224202,0.17682050198311
"121-41","Light",250,0.164,1.11630243605198,0.302539993476544,0.373186344298678,1.12259884311681,0.293338670285323,0.370298931761789,0.850956245924619,0.638594211655335,0.456510410620754
"121-42","Light",250,0.136,1.0671353783053,0.281211033432336,0.275530917654578,1.06872289730785,0.269254165052731,0.276200987826748,1.05960696161047,0.347712098676555,0.340440033914383
"121-43","Light",250,0.152,0.871047599187897,0.440042931132172,0.3788439491523,0.871171706827329,0.44184345920739,0.378563310123939,0.851530156838502,0.466145947059398,0.356130727065469
"121-44","Light",250,0.12,0.908411590287938,0.221633329297964,0.56692709089912,0.906039113024114,0.233339981965518,0.566486257673453,0.909519328928665,0.664804146505135,0.218989218882063
"121-45","Light",250,0.112,0.775177782977121,0.655776730719444,0.387507280977858,0.772357924102864,0.672295224000881,0.387238252689962,0.993787829610892,0.589498741759197,0.248043513240936
"121-46","Light",250,0.112,0.942193421637645,0.646194684941679,0.114262334431309,0.941685508879209,0.650947927528405,0.113940813265397,0.987178019229755,0.571592577023013,0.212382783339052
"121-47","Light",250,0.164,1.09032294882029,0.31399822999236,0.290632071547848,1.0808889136023,0.353863819317211,0.290750689929005,0.697968824329479,0.654767171646196,0.472984466921664
"121-48","Light",250,0.16,1.00664486127712,0.0837226452756195,0.512921235321141,0.997694810881613,0.11119397740694,0.51507736414429,1.02794427115828,0.67583816373117,0.179653729278845
"121-49","Light",250,0.1,0.890237474370577,0.760450160526176,0.246959032503368,0.883684341846603,0.797889065653945,0.244322211060794,0.888503883208563,0.828063589218455,0.232601332584954
"121-50","Light",250,0.1,1.00199433066888,0.485808747899187,0.0904071209009571,1.00132778857488,0.491171102427006,0.089941205278156,0.919850971091478,0.50384223769972,0.342529165264959
"121-51","Light",250,0.1,0.99982146769114,0.539256772929513,0.208666480097094,0.999959977345351,0.541184171961422,0.208208644305619,0.938734149638647,0.562980678064678,0.257684931067131
