"sim","censoring","n","perc_censored","alpha_d","beta_d","gamma_d","alpha_e","beta_e","gamma_e","alpha_w","beta_w","gamma_w"
"114-1","extra_heavy",100,0.7,1.2334265160403,3.36160948670019,-0.00596955018960156,1.17201991759202,1.34371850849639,0.100570560793006,1.13773468361617,0.0688765023863495,0.234563461849072
"114-2","extra_heavy",100,0.7,0.893005549190317,1.69647106073784,0.110409212106203,1.2128118191362,-0.531011346682252,-0.0833689830943189,1.39799444002101,-0.238377986997836,-0.280384066121937
"114-3","extra_heavy",100,0.74,0.747415148501687,6.47730911513681,0.674252768979915,0.771679437157498,1.82896096341411,0.785902115123187,0.895989577894721,0.011572151697108,0.801096397699487
"114-4","extra_heavy",100,0.74,0.859520165083543,3.87080897291986,0.584394944457461,0.663236238730152,2.8346848751358,0.662162667411894,0.641616697905538,0.0594407563889156,0.818340998657473
"114-5","extra_heavy",100,0.64,0.690929558257511,3.79941981827995,0.82849842501004,0.719324592033009,2.0557663238019,0.829428020959213,0.774020156737021,0.274714897334553,0.839260515314945
"114-6","extra_heavy",100,0.8,1.00798566032655,2.01312741574512,0.139076199764212,1.15648950872503,0.103175919857712,0.11910098495777,1.26730104410265,-0.00645960498725113,0.0238593681960575
"114-7","extra_heavy",100,0.72,0.969059684178817,3.51847706319592,0.542170591873669,0.83742984669953,2.63804811526222,0.672214823949406,0.898474437654093,0.107352866754058,0.745494931240255
"114-8","extra_heavy",100,0.71,1.03893675160701,0.390015738743318,0.538417543207499,0.98449081855997,0.541993048999951,0.569936127378741,0.910568481439435,0.087665652072734,0.657740397270638
"114-9","extra_heavy",100,0.67,1.07995695033468,2.96751740882361,0.353431182388462,1.04388311873863,2.33471741048186,0.346749706355064,1.04954537411453,0.965410022831066,0.339104637012065
"114-10","extra_heavy",100,0.74,0.534699837837614,7.89898719954215,0.43705755921894,0.497834297419277,2.93185119481609,0.641895634866306,0.494256226382557,0.309562616817268,0.842499946462109
"114-11","extra_heavy",100,0.71,0.940919808647793,0.843241273481302,0.571384137758521,0.919160528260076,0.553956927818533,0.583864577057718,0.951655222829559,0.0657062415471396,0.589131592858499
"114-12","extra_heavy",100,0.71,0.865354949844615,2.38458226978255,0.583241975946804,0.848002909658416,1.96794073683394,0.608664376613772,0.839187365461414,1.54255711366826,0.634127684182825
"114-13","extra_heavy",100,0.68,0.709286723695645,4.93667368792137,0.731950638350581,0.721129954579866,2.68229019720811,0.76501173439787,0.755124208888305,0.718835266796518,0.810631779198679
