"","sim","censoring","n","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","se_alpha_extrap_no","se_beta_extrap_no","se_gamma_extrap_no","time_extrap","time_extrap_no"
"2180","11443-30","extra_heavy",2000,80,0.8315,1.0070683037041,0.559729993516458,0.199899219800573,1.05546178872226,0.264527804074969,0.168253319273057,0.0615392222817932,0.122604661894966,0.0926140223326048,1.00143519800029,0.885728180130649,0.29826961941816,0.0854858161945893,0.379290036429085,0.0727229939090292,1152.3,28.4029999999984
"2181","11443-31","extra_heavy",2000,80,0.811,1.01515633652623,0.454296187936143,0.28447842706065,0.981444775698068,0.603777760271782,0.313507696664616,0.0729073850594898,0.231866448072021,0.0809793350325933,0.928697787486356,1.31177415801579,0.37224986992052,0.0822123015624776,0.416643415471038,0.0666292628277801,1709.31200000001,28.4180000000051
"2182","11443-32","extra_heavy",2000,80,0.8115,0.961751527756543,0.538302178394454,0.223945809976187,0.948058677545276,0.427380002303847,0.284330284085122,0.0656779120238452,0.15565673688349,0.0790609330084131,0.872667494562344,1.33880096109275,0.344204912219021,0.0812005904752719,0.400313563540075,0.0639069544985619,1356.281,28.2649999999994
"2183","11443-33","extra_heavy",2000,80,0.832,0.963894173114798,0.53764268591137,0.234675239414898,0.925210939275307,0.58307422401988,0.234097637167542,0.0796790443731223,0.330000027984552,0.0857182500418001,0.854206002572702,1.49481279395321,0.331174667110394,0.0889550528045931,0.424786958995839,0.0729675035046832,1440.23800000001,28.5
"2184","11443-34","extra_heavy",2000,80,0.7995,1.00762352539623,0.461185468442313,0.266030868346349,1.01935984869503,0.533648554191456,0.319710495933447,0.0672486306396473,0.271222058464185,0.0830916259453198,0.951299584897929,1.18865442153213,0.359602888654524,0.0725581643892343,0.390964554575854,0.0686202141791271,1951.45299999999,27.8530000000028
"2185","11443-35","extra_heavy",2000,80,0.8225,1.04163045698079,0.412184444765175,0.304334340210089,1.04716043323317,0.392229112915724,0.285385653167714,0.0613145657487576,0.190754898860447,0.0933184574101799,1.00030038213167,0.927808527521996,0.37479555324163,0.0824110328793521,0.40642208532574,0.0698629056324325,1696.33899999999,28.6499999999942
"2186","11443-36","extra_heavy",2000,80,0.7935,0.945915968555811,0.506085470480469,0.295405877808151,0.955309188474195,0.600241254323793,0.296179606812663,0.061560637027111,0.24806029456916,0.0890719348012043,0.909489904344383,1.11436036178608,0.389092525705108,0.0781670643575244,0.460787451490452,0.074099693034765,1751.45,27.7109999999957
"2187","11443-37","extra_heavy",2000,80,0.8235,0.901473157437523,0.575664861564491,0.267652773157357,0.864457431216565,1.087996944224,0.300629153296706,0.0750455360321009,0.366432121363903,0.0889322579025407,0.766279498085886,1.87000468399623,0.395490476110183,0.0836208048880197,0.473294435117642,0.0678590910845782,2256.284,28.2640000000101
"2188","11443-38","extra_heavy",2000,80,0.8275,1.00222973382121,0.532534164747007,0.263975600371261,0.984419315791127,0.948641951073323,0.266859990064528,0.0730418230644681,0.360377505399741,0.0844846376638408,0.886979711065612,1.79341178793924,0.351205150080128,0.091532003618746,0.512003158108566,0.0702925160915707,2263.461,28.323000000004
"2189","11443-39","extra_heavy",2000,80,0.8155,1.00346723873063,0.496121324414268,0.206689594259197,0.983559041553113,0.605056581572192,0.161884446491631,0.0628174813886181,0.217686493650595,0.0869348671941766,0.903454263747957,1.27432275347242,0.276185781271274,0.0769931275864639,0.330533295774705,0.0688866831569472,1757.10000000001,26.9149999999936
"2190","11443-40","extra_heavy",2000,80,0.828,0.963135086360811,0.510497867138287,0.236185458630864,0.990080859732791,0.545714630225889,0.202458600244359,0.0696468217075551,0.297428920502643,0.0914842773483421,0.932223382736588,1.00091264620335,0.311210734284254,0.0845269366959562,0.401650608397512,0.0749960487472165,1662.72899999999,28.6349999999948
"2191","11443-41","extra_heavy",2000,80,0.8055,1.01772098027186,0.520435856204162,0.210492688059355,1.06587060769162,0.500318653836477,0.270319646706687,0.0664020023403114,0.219244287184902,0.0834842897360323,0.991534493655807,1.15421134143849,0.303895098030926,0.0793815098857248,0.461281720207193,0.0675795054568763,1834.318,28.346000000005
"2192","11443-42","extra_heavy",2000,80,0.8155,0.946797427498916,0.548774210523325,0.303853208287587,0.931682075406198,0.705124527851651,0.315892657021132,0.0694398300457943,0.349675769009275,0.0794788253699103,0.867858461082645,1.37195831824471,0.402420033543923,0.07839101802592,0.394543605248926,0.0714188964608662,1863.30799999999,28.2129999999888
"2193","11443-43","extra_heavy",2000,80,0.8175,0.99208390641399,0.42807904710671,0.325904889894075,1.03113364501523,0.507362793457708,0.375230536660726,0.0640045317057302,0.289617926150747,0.0779164948967032,0.996664246097165,0.800240540895205,0.426727552802088,0.0839626675627127,0.431153728688315,0.0670002647983306,2205.511,28.3369999999995
"2194","11443-44","extra_heavy",2000,80,0.808,1.01090306316422,0.469031162582604,0.258756954614504,1.06828911031498,0.360825776667657,0.314601276096724,0.0642887321960264,0.228255929137168,0.0857634452300291,1.03018849496984,0.679147159250931,0.362448096099847,0.0768898483634618,0.35694274076904,0.0707916984048724,1819.139,28.4959999999992
"2195","11443-45","extra_heavy",2000,80,0.834,1.04444340781924,0.501412206718509,0.213770040129062,1.07611075572738,0.527726460427578,0.231906576861381,0.0689423809402936,0.281069709864564,0.0895409594485373,1.0011819728822,1.01391700914249,0.29739492925928,0.0844284093059085,0.398186465934924,0.0777597585772486,1995.708,29.1820000000007
"2196","11443-46","extra_heavy",2000,80,0.8105,0.951248056495685,0.505513453659156,0.276338441340495,0.948331268822252,0.776450878981165,0.296043025222375,0.0658471287333158,0.285556370103516,0.0806686289564898,0.90455400907952,1.09408996544983,0.343525725895865,0.0767680698644755,0.384139513929995,0.0684445908236455,1945.549,28.5
"2197","11443-47","extra_heavy",2000,80,0.8245,1.00431254728925,0.453853592185026,0.232534093073808,1.03280983791553,0.513889183801317,0.279461783927165,0.0663497186426568,0.256751731578317,0.0824202210443911,0.994510174313463,0.857677423613895,0.332041772384853,0.0818979608116364,0.41557200365389,0.0670929929332036,2220.561,28.4229999999952
"2198","11443-48","extra_heavy",2000,80,0.814,0.9689601556346,0.501024231650376,0.273890548065213,0.977482757646812,0.762677703114363,0.331185733793945,0.0706035776524719,0.368191157642052,0.0737932281008531,0.947380270007385,1.0565606937488,0.373904128164568,0.0794227125272314,0.423133268708514,0.062904977947506,2305.36500000001,27.9850000000006
"2199","11443-49","extra_heavy",2000,80,0.808,0.995390394957099,0.526450371209041,0.267568861019781,1.02261471806576,0.546702009852899,0.26174702342706,0.0697184229988247,0.228761517594884,0.0956894470054428,0.95452049145123,1.27870144902322,0.368676870704927,0.0833111290066382,0.453932646056572,0.0718632334629571,1642.432,27
"2200","11443-50","extra_heavy",2000,80,0.8045,1.01276115979239,0.421514579575425,0.242988067032779,1.01855716621056,0.466544609606877,0.252020322304692,0.0690822221207804,0.244027320645343,0.0749263499225622,0.952226782263384,1.21081490066802,0.327365031034387,0.0808694527027063,0.475613178662655,0.0700481472864602,1592.73300000001,28.0789999999979
"2201","11422-1","extra_heavy",500,80,0.8,0.996311229471043,0.589784528513009,0.219095752173871,0.978468024591854,0.867043716540043,0.249149503153456,0.149427062187886,0.675624515608702,0.182343059211109,0.927080320509595,1.77081365850193,0.371364110345434,0.158255949645256,1.00662324351609,0.134285498634054,268.829,4.69100000000003
"2202","11422-2","extra_heavy",500,80,0.8,0.976146668645979,0.558798912974354,0.237671432656281,1.01112040362185,0.332479250251685,0.189776265608317,0.129259585417401,0.320990132230365,0.167315524050052,0.850200626034045,1.65188360649843,0.30279903782496,0.145340388546976,0.729208200673186,0.131716133956699,163.629,4.64799999999997
"2203","11422-3","extra_heavy",500,80,0.826,0.977942095561988,0.487237848373488,0.21760481446329,1.04620899708025,0.29631854259319,0.195025193621435,0.131560088754141,0.333782851555943,0.208523009112331,0.918323537933911,1.74675785019832,0.306130116487055,0.184801252177653,1.33143096640452,0.147333456049125,215.438,4.702
"2204","11422-4","extra_heavy",500,80,0.78,0.960233860744253,0.564025741673682,0.184396917542713,0.917798903419144,0.518932059133047,0.0831517603404541,0.13659453965043,0.322929332797406,0.165762813072915,0.744148373959213,2.93059011171091,0.25075778826661,0.162270513087251,1.13986633929679,0.130489329546718,184.96,4.43500000000006
"2205","11422-5","extra_heavy",500,80,0.814,0.973516497268581,0.576089265758744,0.294436786412032,0.967143555025497,0.350316448993228,0.277162677740238,0.126065806166038,0.246862896544804,0.157097388977369,0.828806633632819,1.96819696862438,0.407040880152063,0.160662864031954,0.920172091670302,0.127259622108527,205.665,4.63100000000009
"2206","11422-6","extra_heavy",500,80,0.838,0.880269416923541,0.60059365573232,0.416388378532441,0.969488504892728,0.139978102433282,0.392979250883977,0.132625048305693,0.136024542070135,0.217752454751782,0.867626931990615,1.26668166755092,0.559574875157973,0.179698027677692,0.898509484951554,0.137946307039637,156.596,4.83999999999992
"2207","11422-7","extra_heavy",500,80,0.81,0.963375524876661,0.549028631434938,0.292142224488727,1.08723700065288,0.149774550477647,0.415160427082618,0.124416684101147,0.484286972615308,0.194864534339864,1.04269654531776,0.438650065623713,0.447097309262164,0.165542172760365,0.948799734667769,0.132617880350528,216.674,4.5630000000001
"2208","11422-8","extra_heavy",500,80,0.802,0.949433422713032,0.510493573930753,0.397499825508739,0.981116370731913,0.876839695117474,0.407187219843543,0.142447826381195,0.729069408322295,0.197753034514908,0.892786847468291,1.56477058454183,0.476207905511608,0.171856493171055,1.15645425152709,0.163667467850135,371.664,4.57400000000007
"2209","11422-9","extra_heavy",500,80,0.8,1.00516333497064,0.470415139868364,0.338305443755974,1.00304953144748,0.218897376075128,0.226381169809165,0.131816418625015,0.151234388591877,0.208730439643244,0.878383349584436,1.76739784663354,0.428841287875016,0.158604433966741,0.884210213301247,0.13557903869669,166.631,4.56000000000017
"2210","11422-10","extra_heavy",500,80,0.788,1.03635644451876,0.53368914614373,0.124072034764792,1.07611071374845,0.715396194224125,0.0795486435427442,0.136303868237214,0.617574947165728,0.183633453684199,1.00200150787798,1.62397828370324,0.195281612431528,0.181125178848803,1.32087490313837,0.145531443805969,275.133,4.61599999999999
"2211","11422-11","extra_heavy",500,80,0.798,1.00631137034826,0.449444832685791,0.1945298285562,0.977664384147094,0.441854100373751,0.085519965618303,0.140860492981947,0.310418193315541,0.212072809473095,0.894937335068063,1.76241196133323,0.262050382724393,0.178886600282035,1.07966929746145,0.158193820166455,211.044,4.52599999999984
"2212","11422-12","extra_heavy",500,80,0.788,1.08157712351885,0.519661827079562,0.186556545001964,1.13933008429317,0.521809029251188,0.237054719741375,0.138301099356876,0.603287252272315,0.16352003527171,1.05676242618064,1.39185161408746,0.297993885635088,0.162913331529272,1.08702112562345,0.139618112046544,285.986,4.60200000000032
"2213","11422-13","extra_heavy",500,80,0.784,0.956175727163972,0.368237902634088,0.246082025146116,1.07013679638209,0.0314889122031864,0.35144949676082,0.108111334288612,0.192332916115187,0.171192007546239,0.993340632352527,0.704959757251429,0.323086900498821,0.149336518419539,0.965067487073519,0.140250005602199,205.319,4.48500000000013
"2214","11422-14","extra_heavy",500,80,0.806,0.936901718464798,0.438214334548622,0.457306096228677,0.964541768620831,0.0825218672008708,0.4356167681302,0.130125107530384,0.0752946144140687,0.178373806810866,0.8717917824762,1.72210009064551,0.524425882958825,0.164746782779885,1.23662607206504,0.135288681784404,130.542,4.654
"2215","11422-15","extra_heavy",500,80,0.802,0.992334357783111,0.531812954659073,0.2603468886538,1.10295290930891,0.226394074603098,0.369771489473059,0.14563709840421,0.447448638271664,0.1562507670739,1.00762727045401,1.01884706447541,0.385887814381701,0.17009736208734,0.950054101660701,0.140357701245235,261.803,4.5630000000001
"2216","11422-16","extra_heavy",500,80,0.802,1.05562691113529,0.443746712760772,0.243210473248878,1.15284026800289,0.127156225954728,0.337329443645134,0.120211779034834,0.332207169446472,0.160143083006401,1.13219311291987,0.320252228804117,0.349584438528829,0.150313002850022,0.753561095590804,0.131188943519643,258.65,4.52100000000019
"2217","11422-17","extra_heavy",500,80,0.834,1.02087586420435,0.438452959244076,0.346763459398993,1.1137434664347,0.0952617215675754,0.476747441813954,0.148507472269446,0.50969667124279,0.169522282006979,1.09697199336706,0.233395770328414,0.503306122517717,0.185287873912009,1.03232358183194,0.133469234514955,255.773,4.77799999999979
"2218","11422-18","extra_heavy",500,80,0.802,1.02500589679057,0.402067023675417,0.222736667944087,1.01575621756252,0.514186737123379,0.193891891084141,0.135981130003187,0.463373582384999,0.170730848734038,0.972999408676681,1.18027164654482,0.293137642384246,0.188887399770542,1.09987010966436,0.131835366842039,248.688,4.73400000000038
"2219","11422-19","extra_heavy",500,80,0.814,1.04688966457101,0.448344505648373,0.185127749379938,1.08089724811346,0.398225749439629,0.147592904263537,0.14018418551232,0.438144243071612,0.204076105865693,0.995682947314079,1.16515731064464,0.237361844714126,0.178260834982452,0.883341037447191,0.139855887418094,237.526,4.61700000000019
"2220","11422-20","extra_heavy",500,80,0.806,1.06356134828047,0.546806080069437,0.0873292666981854,0.986924546061251,0.676026828742917,-0.0210169527267355,0.13335697469742,0.443233219612675,0.206660111201883,0.901133133585363,2.20537541739605,0.19318640363339,0.170438972507308,0.960799961561632,0.125292971072246,220.322999999999,4.79100000000017
"2221","11422-21","extra_heavy",500,80,0.822,1.02416519118476,0.498632797097106,0.30589967288888,1.06051670101583,0.504388500664077,0.3754748296914,0.141892905260016,0.64782419273209,0.165398499812092,1.02734795394493,1.01816253927032,0.426463800329401,0.174829840558774,1.21679159415319,0.134642346108598,266.02,4.7440000000006
"2222","11422-22","extra_heavy",500,80,0.85,0.968867312106334,0.530103928406483,0.408520505116954,1.0646148737121,0.0906121460342961,0.25210558574855,0.124660074832988,0.0980918212871524,0.258713117658319,0.882990116945131,1.63122289537486,0.482770027905969,0.211054501815118,1.00180214388395,0.145757644791026,134.953,4.67500000000018
"2223","11422-23","extra_heavy",500,80,0.846,1.01033674859279,0.45900781811873,0.260648985397559,0.779247285790697,1.40605884608192,0.296688698512475,0.19517519508388,0.82345324963889,0.192895146809583,0.747750167148653,2.4285460770606,0.370020155512215,0.215725957923448,1.11610699897262,0.131796894191138,234.722,4.73999999999978
"2224","11422-24","extra_heavy",500,80,0.824,1.031562893458,0.415778497706615,0.281573219339157,1.03242957608264,0.420839071203758,0.34556409189636,0.171391260980859,0.510770928715047,0.150802533333067,0.976973600688689,1.08477013402782,0.372965892724745,0.177808214055988,0.963463801567888,0.125516606335041,269.826,4.71300000000065
"2225","11422-25","extra_heavy",500,80,0.808,1.0354066430168,0.451592588270701,0.225511186670953,1.09527667225529,0.328214651514908,0.211367358992345,0.124496832245936,0.394590490984005,0.195252583251752,1.03669148717366,1.26209937476899,0.279387792518811,0.174371518591397,1.23562689535046,0.126131354021633,214.315000000001,4.67699999999968
"2226","11422-26","extra_heavy",500,80,0.818,0.916642786755406,0.442981121105521,0.32398657441501,0.942844841151736,0.278012230479017,0.247347678720981,0.133485691975899,0.215669503079862,0.18803272048029,0.869591830786033,1.17138186262689,0.386731717503852,0.168688339277282,0.828006756007611,0.132302148726345,183.835,4.59999999999945
"2227","11422-27","extra_heavy",500,80,0.808,0.900359413711448,0.48178172369581,0.343998745550753,1.00853594930845,0.0898645453637375,0.454202693377229,0.124575004560559,0.220727001912171,0.229642084018912,0.981430231916371,0.459021956072575,0.508663662734154,0.189386387551583,1.2918140335324,0.155615520545291,219.574000000001,4.56700000000001
"2228","11422-28","extra_heavy",500,80,0.802,1.01365079764218,0.566107033432584,0.114060711043158,1.10234453572474,0.167502594875386,0.169721344818685,0.133851195247821,0.271030245760066,0.169751017609965,1.04674921852094,0.951673532885468,0.265549350633443,0.178110133826609,1.09336420917753,0.157689099011387,184.646000000001,4.64900000000034
"2229","11422-29","extra_heavy",500,80,0.822,0.971213858882587,0.527475676243387,0.30667729874136,1.05161394048425,0.245624755790861,0.236329465693342,0.116161542583565,0.215473282714785,0.230772644802826,0.955725398951995,1.44833325006158,0.41675645219073,0.161516701995945,1.02065559849309,0.136253545201522,175.493,4.61999999999989
"2230","11422-30","extra_heavy",500,80,0.816,0.975965896438393,0.637841853310932,0.149793355095748,1.05245827442185,0.374424442354017,0.200162788370497,0.143158948602905,0.381121986989355,0.200281538654339,1.03529591307557,0.865767289777927,0.30482187449991,0.182834128896168,0.942908123538191,0.142641054300045,242.762,4.61100000000079
"2231","11422-31","extra_heavy",500,80,0.81,0.940107133971913,0.527404525831981,0.336951515597401,0.805629613751873,1.20667104049907,0.34686555683699,0.148355323198376,0.823469990019168,0.201009973997099,0.76309103220545,2.2011950534469,0.494988574914426,0.173927711654035,1.10222990755482,0.132437310569321,273.790999999999,4.64500000000044
"2232","11422-32","extra_heavy",500,80,0.778,1.04933213432593,0.492375750472261,0.371114799497998,1.07827304017666,0.679564841409779,0.402330707986556,0.127916231346582,0.528208133520692,0.169038391092729,1.00441524905911,1.38895980755562,0.44888223112166,0.15059765488052,0.832544104192438,0.136682936481512,347.057,4.47499999999945
"2233","11422-33","extra_heavy",500,80,0.79,1.029134429651,0.506162621131696,0.170672321925252,0.866563055186595,1.75880598219738,0.167389134086153,0.15278464790485,0.908645464599404,0.173886184026193,0.796406198909937,3.07038048387426,0.294254135515775,0.174143579283432,1.24151840014844,0.135296963757626,298.339,4.68900000000031
"2234","11422-34","extra_heavy",500,80,0.802,1.04587994297218,0.442287912582567,0.228605167430602,1.05629205451845,0.353693131501273,-0.0147044749513028,0.10730310463042,0.207194687950077,0.229266370492748,0.901965758133207,1.94513930002627,0.252756667984282,0.159231562720591,0.985436528963435,0.145408498794115,206.593,4.54100000000017
"2235","11422-35","extra_heavy",500,80,0.814,1.09872739517516,0.397928839057577,0.264317087629288,1.1719822162895,0.10718299035778,0.317763622565176,0.123145693708547,0.204894053532443,0.20008497533962,1.14413763554646,0.370088059800784,0.399280904216979,0.1712529658817,0.899548766084298,0.148174296192131,220.75,4.63700000000063
"2236","11422-36","extra_heavy",500,80,0.83,0.953414151032235,0.520331719589005,0.265238039622082,1.09463367397672,0.0703501880327456,0.362925829376549,0.132248677342844,0.257021161001325,0.184565080984257,1.03374042503735,0.577954774885483,0.363086127154327,0.176425034648216,1.09723248143175,0.136443310215911,232.782,4.80799999999908
"2237","11422-37","extra_heavy",500,80,0.822,0.997899828475082,0.465428620948391,0.379211382411246,1.00816435363502,0.733785121486791,0.349876506315773,0.138253861982515,0.644872426160248,0.183678605547572,0.943440750265999,1.54099726322541,0.443405601507217,0.188329547003053,1.23021864769883,0.129734600858657,280.58,4.61300000000119
"2238","11422-38","extra_heavy",500,80,0.812,0.995732569829938,0.380985298052235,0.33282621264936,0.981444906324881,0.563270233735538,0.340083913858911,0.138104367143287,0.528284412287022,0.166202392400053,0.955262756299092,0.997244849785536,0.388190379714908,0.164749775518959,0.847085487336385,0.152286443587932,238.609,4.5630000000001
"2239","11422-39","extra_heavy",500,80,0.78,0.989554024842441,0.418374910460717,0.339535667878647,0.846001283346186,1.51703533252033,0.321982943194777,0.149179568516555,1.01983234168307,0.175073513415551,0.789360149999118,2.46955036866632,0.380912629980392,0.164485011404502,1.2756139681101,0.126534817397428,297.402,4.59300000000076
"2240","11422-40","extra_heavy",500,80,0.812,1.02291414080562,0.580111217934899,0.244370742302046,1.01343182019,0.863590203209189,0.132678751879591,0.146637783762122,0.574951770823134,0.201433713632503,0.919961066730851,1.87973237711351,0.294655869845002,0.176337561068784,0.969212087872085,0.138634840346465,278.181,4.66599999999926
"2241","11422-41","extra_heavy",500,80,0.838,1.083216940539,0.580907578210658,0.241132630820559,1.15255997760052,0.180049390242649,0.282464941191215,0.133077774086853,0.223831219117343,0.189867417961101,1.04037135269349,0.964518220756308,0.372747852053546,0.159366782104896,0.688090568833189,0.140551078087695,146.031999999999,4.73099999999977
"2242","11422-42","extra_heavy",500,80,0.804,0.992785669142361,0.555300626591419,0.273143143857374,1.01233963724511,0.682675201085502,0.20648909137493,0.121954755975384,0.527031810155858,0.1972490025329,0.928447205031331,1.61238614499897,0.342652711761831,0.157118452011318,0.928131073222672,0.141460361681709,258.280000000001,4.65899999999965
"2243","11422-43","extra_heavy",500,80,0.824,1.03659693998922,0.427586891844618,0.330058831098258,1.00778183231524,0.475056802577797,0.170223338804733,0.132720187811682,0.369845675725149,0.213934686035506,0.878023277887459,2.16004786581197,0.394855102863635,0.190073451311848,1.25966564744433,0.13446696925142,214.565000000001,4.61399999999958
"2244","11422-44","extra_heavy",500,80,0.778,1.02576171286006,0.452590287836214,0.283963364366363,1.11926263538773,0.269402017674755,0.410983591385444,0.122386702316498,0.700047328818508,0.195309286143485,1.11402536122884,0.40149152581706,0.428676485686846,0.148004497660699,1.04687982103733,0.148141705069361,410.115,4.40500000000065
"2245","11422-45","extra_heavy",500,80,0.792,1.00543956652437,0.582475264943748,0.213887910613854,1.10561014515366,0.200668643342188,0.223585538099846,0.121947774317493,0.206365349638711,0.187882577651188,1.01419986572772,1.28718562835479,0.31241384753152,0.161284937529918,1.08219422828523,0.13386839398831,178.911,4.68399999999929
"2246","11422-46","extra_heavy",500,80,0.826,0.986709623825199,0.494385453846883,0.276887770702217,1.00095835294302,0.792889998107868,0.34645510718456,0.196283233354857,0.893653942450093,0.155390260167952,0.937578659972101,1.32767397499728,0.383256017049415,0.205954426230029,1.24676600561742,0.132367690469089,347.741000000002,4.74799999999959
"2247","11422-47","extra_heavy",500,80,0.816,1.02420107403796,0.463272377615067,0.287341502036871,1.02665397912826,0.215406055697398,0.228697563116236,0.141414637105319,0.199884376764412,0.203894082776148,0.902497280761263,1.85493461837775,0.408984275203885,0.173154906324848,1.09438125280734,0.140317917984959,142.956,4.67499999999927
"2248","11422-48","extra_heavy",500,80,0.822,1.0912447703174,0.41538919284984,0.217282185080304,1.06939529470323,0.769706720756057,0.129691745387906,0.144751677727805,0.889796075336874,0.215551311184252,0.964569344472512,2.06142549839443,0.265403028799905,0.15827246051509,1.18626771553826,0.145145774418597,254.568000000001,4.80299999999988
"2249","11422-49","extra_heavy",500,80,0.82,1.09792147073748,0.510103463101281,0.114275901706204,1.17968834991656,0.19700803957856,0.171933158560288,0.13740386597641,0.294295068945805,0.149561624557833,1.15163274781578,0.694165656186511,0.231475945430003,0.182370640632785,1.05270669396005,0.134406104351345,232.874,4.60800000000017
"2250","11422-50","extra_heavy",500,80,0.808,1.09134188295261,0.534192804301615,0.209226064333918,1.33554420348159,-0.396515305246017,0.380166182533731,0.154216259804654,0.852092930199591,0.197597163028009,1.31275250415869,-0.302037924897838,0.349479104386477,0.180003376921913,1.3044343702284,0.13904593198699,300.235000000001,4.58699999999953
"2251","11423-1","extra_heavy",500,80,0.794,0.926126515552247,0.591112548294709,0.236196121036179,0.986326912279168,0.292742184262966,0.0277647296981582,0.10525148967175,0.240624875991683,0.233176834799485,0.86072440372934,1.87081455619053,0.363961963398972,0.139888424586824,0.986020880876595,0.140298145801497,188.428,5.714
"2252","11423-2","extra_heavy",500,80,0.842,1.08954395912707,0.614877174284605,0.13246911887595,1.09018964591188,0.70946294509816,0.110962127563705,0.15462517153488,0.771673705200812,0.239303917008474,1.05436778958917,1.50843143408406,0.326145772844544,0.189184904119343,1.19442375780221,0.154407475395016,226.424,5.83199999999999
"2253","11423-3","extra_heavy",500,80,0.828,0.910631095015133,0.520001454355605,0.304926448853753,0.950596615492154,0.370263710707427,-0.0518273062681462,0.113566811694445,0.270363021911341,0.277666170693953,0.716655726382466,2.66176184148347,0.305433111658079,0.191324548592625,1.28732016485849,0.140156937816656,231.611,5.93299999999999
"2254","11423-4","extra_heavy",500,80,0.794,1.09685164217034,0.487038742963862,0.170576306184153,1.14829272126339,0.547420339563688,0.22654326868568,0.12981978437877,0.676938168810283,0.188358661455373,1.15636107296597,0.595464545361623,0.298480739225427,0.161109525052614,1.03206246837933,0.152520801875728,305.749,6.18899999999996
"2255","11423-5","extra_heavy",500,80,0.826,0.98385479477034,0.52601004740673,0.19081567054312,1.00734608124755,0.65948397988222,0.276933075147454,0.165604164191051,0.621596723046819,0.140511629006597,0.956599163709192,1.24820097082696,0.300515287487971,0.167017756594137,0.907770739244885,0.131462044717228,329.83,5.81600000000003
"2256","11423-6","extra_heavy",500,80,0.814,1.12070611864164,0.433275035251761,0.239613599206078,0.98427499669506,0.830206130381021,0.220304647344943,0.149510299936054,0.441277539509228,0.195778655566958,0.913736336954904,2.07886721735614,0.341756232099139,0.166634157379134,0.878163942666451,0.144968066089157,281.491,5.88499999999999
"2257","11423-7","extra_heavy",500,80,0.82,1.04435558679347,0.444763845199461,0.204660327482799,1.04146633813622,0.254946573483421,0.0703784712047913,0.122059043357172,0.1707138687023,0.21650253372608,0.880385178766232,1.79440808733047,0.243876238034877,0.159335153040649,0.888024103662004,0.137179643933653,206.442,5.64300000000003
"2258","11423-8","extra_heavy",500,80,0.812,1.06943627449225,0.433076374808574,0.321654023949191,1.06251336425366,0.579576477721702,0.289072644775371,0.139017593530104,0.547033144463506,0.203230262105385,1.04097635702814,1.02825537794812,0.392154281849198,0.164057126586812,0.883114579529994,0.14242714280631,303.667,6.30799999999999
"2259","11423-9","extra_heavy",500,80,0.824,0.978056337929527,0.449538659545171,0.300659229314486,1.0402849516811,0.152074444560652,0.310215879631595,0.117168654910651,0.166651581683367,0.208789722327691,0.982211216765,0.956164809842412,0.413742677644109,0.173604601054519,0.957337359033799,0.147736605861424,216.158,5.9380000000001
"2260","11423-10","extra_heavy",500,80,0.802,0.88671839724065,0.508255182011308,0.330469368300705,0.906470192124848,0.255173394559643,0.399779967636014,0.134111113796761,0.224011808435714,0.173369413736881,0.824812172863429,1.38756028715246,0.452299660977823,0.17546881743853,1.06254760768956,0.135889196968278,205.329,5.75600000000031
"2261","11423-11","extra_heavy",500,80,0.802,1.03283991358127,0.510790802030141,0.360713104020756,1.00808752913176,0.589397028115025,0.159318124508847,0.12009875884453,0.46499188049863,0.236765584001907,0.882849005026105,1.9131124033373,0.438040039081334,0.169786554310653,1.02723111187587,0.140041239829234,247.817,5.90899999999965
"2262","11423-12","extra_heavy",500,80,0.798,1.02518411091196,0.544070561808156,0.213591119034186,1.148943252149,0.137350161420198,0.22111585320948,0.107750583242234,0.216048859345568,0.249832622858804,1.09266726776646,0.646477357175021,0.311843709924495,0.170478863734712,1.14681827306109,0.151821904058541,241.639,5.73500000000013
"2263","11423-13","extra_heavy",500,80,0.79,1.01079306282432,0.569935020696945,0.068540718309424,1.0645477482371,0.481388330632877,0.11531317259917,0.127777671363444,0.551845727850535,0.156459825273223,1.01017689597462,0.981781680471597,0.164621587824679,0.157510822643978,0.894389995525561,0.134753873805225,250.868,6.20600000000013
"2264","11423-14","extra_heavy",500,80,0.794,1.06812131606651,0.53855256124933,0.0813497862337463,1.21374600780674,0.00461629451825586,0.232565662552125,0.138038894061047,0.432572630544762,0.16812948832802,1.23517314978397,-0.0957874564786056,0.236680416763438,0.159138355769434,0.949595590458781,0.143490822044868,278.052,5.83899999999994
"2265","11423-15","extra_heavy",500,80,0.812,0.960450332229478,0.510915729032701,0.378030492155028,1.01571784436482,0.292318402937101,0.405349489504167,0.132966666663236,0.343546353689408,0.203197063129145,0.957301130847462,1.09504084675602,0.500061455014874,0.180106005301982,1.13810227787465,0.142464301900685,263.922,5.99499999999989
"2266","11423-16","extra_heavy",500,80,0.854,1.1056779518224,0.431780684574695,0.240471901216716,1.24941227025391,-0.00514121225837482,0.368981085470012,0.140078833276096,0.0491543931674254,0.192479512130811,1.25433151387274,-0.187345756500471,0.366380806537541,0.181220533966083,0.92002141663033,0.132310904694756,125.727,5.85199999999986
