"","sim","censoring","n","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","se_alpha_extrap_no","se_beta_extrap_no","se_gamma_extrap_no","time_extrap","time_extrap_no"
"47","11422-47","extra_heavy",100,80,0.85,1.06903033287827,0.506172016355,0.266087842123629,1.22178459812817,0.226284235737704,0.261682140227449,0.278925758555764,1.24370783390954,0.590875630209912,1.19958653511228,0.0528724196607215,0.495814749116228,0.41003671838024,3.62594406807638,0.321620842610626,27.116,1.76599999999985
"48","11422-48","extra_heavy",100,80,0.79,0.919273980100488,0.691596455300383,0.222383129593896,0.917556206944405,0.0626994624426233,0.381811334380334,0.267615807706075,0.110567995941672,0.328566984231024,0.886850965863063,1.66038993983121,0.300852905295776,0.282267370664503,1.76102316187342,0.253811759252839,29.095,1.98800000000006
"49","11422-49","extra_heavy",100,80,0.86,1.09966964479541,0.519917574859595,0.093990315730194,1.14376606930006,0.349939602293601,-0.172433697480361,0.274254559360771,1.95119523142481,0.671697847922988,0.834681076112925,4.15451644078922,0.150402909545343,0.354660332362679,3.17209711416283,0.269335418712859,36.0139999999999,2.27500000000009
"50","11422-50","extra_heavy",100,80,0.9,0.811479330680767,0.722706579892847,0.388528746887686,0.919135892541674,1.05140874927168,0.456464959873213,0.340623354107771,3.15820255843006,0.66088959557539,0.581687489966186,3.79442861430105,0.534405051163572,0.65835037864411,5.27620672742451,0.358395040913704,39.3329999999999,2.11299999999983
"51","11423-1","extra_heavy",100,80,0.84,1.0248460865611,0.326754213357616,0.459904748383452,1.28607826713232,-0.553775570201437,0.644911769427742,0.327138605975117,0.962824923864895,0.385843059034177,1.36770645226296,-1.73117020070441,0.615807131725603,0.350350871588468,2.08532094795073,0.274790377617874,38.566,1.681
"52","11423-2","extra_heavy",100,80,0.86,0.998592815520199,0.631733722291205,0.315969746605853,0.615237626521534,2.33808768565393,0.0953967805845175,0.548582309720598,3.4293504591863,0.763636463746882,0.0798171025339254,11.0115335387058,0.487851879498394,0.570250227354848,5.24396636726922,0.341590769033535,35.068,1.721
"53","11423-3","extra_heavy",100,80,0.82,1.29107534400783,0.451182073810793,0.0371865654459779,1.32699706435151,0.0588017328252937,0.26824191123977,0.279347943182292,0.337776162490274,0.480846433774116,1.06248696761793,2.83413961138518,0.140460302057778,0.374220871640134,2.46798144485851,0.289683390496526,29.313,1.77
"54","11423-4","extra_heavy",100,80,0.82,1.1498794082107,0.608819494440017,0.157003736326579,0.932225436605025,2.24738887586824,-0.0906264093667139,0.370900132664885,2.08688001941216,0.471345976442142,0.593042105414854,5.84825218881479,0.130328503815681,0.418866895039631,2.72746832764963,0.28046020772725,31.654,1.625
"55","11423-5","extra_heavy",100,80,0.86,0.88644013402004,0.434690815778888,0.56946281991864,0.858529079733266,0.00860215621670317,0.722296798693266,0.370062075933734,2.37861989685108,0.442734561472084,0.614220073913253,3.07893215172753,0.669396434504387,0.380254152036423,2.78261823645286,0.268338298717428,37.556,1.678
"56","11423-6","extra_heavy",100,80,0.84,1.13497168961405,0.557791981588758,0.199753499818198,1.22902524776828,0.344831935652615,-0.18231169776068,0.241225929322518,0.754035617656345,0.753326068179869,1.13782713911329,1.23754334638681,0.351207357243911,0.458603250664036,3.00340678113305,0.346749008225361,33.699,1.64500000000001
"57","11423-7","extra_heavy",100,80,0.81,1.05441190205468,0.509880879865778,0.489913433635251,0.993996934047971,0.386380020865851,0.661611908419977,0.429103746832409,0.660075487283451,0.447374086419052,0.930152396641385,2.45134833760893,0.670074082397445,0.497856138578404,3.45958727358463,0.353615031273289,38.499,1.60699999999997
"58","11423-8","extra_heavy",100,80,0.83,1.23303715888198,0.381748785933279,-0.139701288323585,1.42965271013904,-0.156647676880858,0.078221248482621,0.355335124120428,0.685015307056458,0.493742931159917,1.44772179589391,-0.806033798639437,0.0630128662731084,0.419532303823276,3.36639815482724,0.313179715313084,34.09,1.822
"59","11423-9","extra_heavy",100,80,0.89,0.915988708045321,0.610242849388476,0.251781602228536,1.118199083334,0.0149147095883813,0.328433616231623,0.258246313476737,0.29554588393487,0.692120244680574,1.27491126690378,-1.27648309402019,0.498970305237481,0.48438944175075,3.27702901235558,0.292823868992393,34.333,1.74799999999999
"60","11423-10","extra_heavy",100,80,0.8,0.991085780526901,0.499755777452461,-0.0219296446340681,0.970095160952574,0.708729127650047,0.0368948549479129,0.316226726431135,1.35923123630627,0.419744431579247,0.901447196795562,1.63376986261898,0.0707943706085269,0.43270183189194,2.48236839316666,0.325006670501286,51.986,1.60399999999998
"61","11423-11","extra_heavy",100,80,0.85,1.07431195518906,0.520979981030272,0.089558232693582,1.08924006711386,0.315787158368771,-0.649103286307317,0.229776286826561,1.07289910287199,0.7946411365541,0.710281461726063,3.85664131491217,0.0125928904797562,0.370721966957541,2.86654335876197,0.325150058955546,30.464,1.75200000000001
"62","11423-12","extra_heavy",100,80,0.81,0.870077383012695,0.522018900114926,0.656035168906368,1.36699140499572,-0.526658162910925,0.675525322170116,0.648838157166734,1.70695261992376,0.590888030824603,0.99738545931445,0.175397268316895,0.887822554583849,0.497435596321054,3.06163682826469,0.349629966524378,30.937,1.55799999999999
"63","11423-13","extra_heavy",100,80,0.87,1.24703356596405,0.134545427854374,0.15051102542997,1.28234345378105,0.909373523385281,0.1579272970526,0.302388605652091,2.57368129542208,0.488135700904385,1.54036953905167,-2.2432057717882,0.218018119926419,0.373163522995544,3.03181178007039,0.283419264541065,30.739,1.66399999999999
"64","11423-14","extra_heavy",100,80,0.86,1.13327411773055,0.621211128219393,0.160725730909318,1.29958450288134,-0.280533875251326,0.421606236268477,0.282636575971935,1.96553945162227,0.711013404603193,1.19420590701704,1.13466232615312,0.504326964682343,0.539025924824637,4.8797255873622,0.381000879556477,28.8749999999999,1.66600000000005
"65","11423-15","extra_heavy",100,80,0.85,1.05239952598599,0.35032767476569,0.316612989240453,1.05952777556593,0.342975380045252,0.386160533095228,0.338056458398109,1.12440599228292,0.477102836658708,1.03907973249156,1.05379005465241,0.450707317148998,0.380383179080871,3.08839547303972,0.275143179101906,32.324,1.59000000000003
"66","11423-16","extra_heavy",100,80,0.81,1.038339965765,0.633688145370594,0.247588091599511,1.04017078458293,0.809177840149276,-0.0944978102133653,0.333172187884749,1.73140552416182,0.940266706542177,0.363603975760498,8.06241078012809,0.0831628916605361,0.421807090584632,4.20659129932055,0.40897938773157,37.4300000000001,1.60500000000002
"67","11423-17","extra_heavy",100,80,0.77,0.978900702832807,0.837466643778162,0.171438518186418,1.14519494955149,0.0171472347839677,-0.087794412371172,0.209028921638761,0.0365586274992613,0.550082608896203,0.939413745281031,3.22878698315423,0.419829705239373,0.356063538547,3.60595362297819,0.287133765461021,26.5749999999999,1.51900000000001
"68","11423-18","extra_heavy",100,80,0.82,0.797207961153138,0.530064284014592,0.411823757320245,0.93237275829203,-0.018676554266494,0.600465347728945,0.241224574334432,0.624044861395934,0.634233146881712,0.77996342160048,1.19127652894866,0.51444266540387,0.417486485768377,2.28952383898298,0.330506106646798,27.417,1.61400000000003
"69","11423-19","extra_heavy",100,80,0.85,0.86581939063094,0.63234536884179,0.0983163932508796,0.934383120152338,0.02638758209848,-0.185639480142413,0.340589979853562,0.299233150165428,0.613290425181513,0.574974619282988,3.72440138787309,0.174563957939023,0.411507089221392,2.57394128415038,0.278735557883688,27.13,1.65099999999995
"70","11423-20","extra_heavy",100,80,0.83,0.841946960633311,0.529045065345983,0.529496294189413,0.998009499244114,-0.161655203607194,1.07735964585058,0.266721687447782,0.617286357964458,0.565799552877549,1.27858166888748,-3.13133766896973,0.916066402871168,0.400592176154338,3.23372469549212,0.362249588142047,31.4159999999999,1.63200000000006
"71","11423-21","extra_heavy",100,80,0.77,1.16877782432772,-0.114278805948849,0.530362801397112,1.30527413367074,-1.29838643932857,0.935409466220849,0.265910000962864,1.67079532474154,0.550946230539763,1.40963924606657,-3.03494329995146,0.694151439918959,0.354164563332589,3.09871707072821,0.357049936618547,39.333,1.54700000000003
"72","11423-22","extra_heavy",100,80,0.82,0.887378597980223,0.540470032816889,0.0934239447627118,0.974858199320482,0.0232872701935119,0.323388434261944,0.236393685143715,0.342628562218012,0.598425594992399,0.686326702230843,3.41607177696956,0.218229181890866,0.392564060072352,3.15125021713337,0.27640869307857,27.4870000000001,1.63199999999995
"73","11423-23","extra_heavy",100,80,0.79,0.987845919404737,0.733662990635425,0.213969801398665,0.495448223117015,2.61646552013116,0.622723678878331,0.698509526090331,2.7436942118112,0.613345448407669,0.289442230063112,8.53223735144115,0.379365036821895,0.59052305187896,4.17347358592014,0.372044437414938,29.349,1.57900000000006
"74","11423-24","extra_heavy",100,80,0.85,0.861357478717457,0.708534594508999,0.192186659931387,0.959068213223251,0.171805620503848,0.506939118377523,0.43353073524416,1.06432913926782,0.52111404235178,0.901042296226199,1.12884536058534,0.335494536679653,0.496078224041812,2.70595187370107,0.315242748303594,25.365,1.65999999999997
"75","11423-25","extra_heavy",100,80,0.75,1.0372957037749,0.28986989462553,0.388384752149924,0.956063930755658,0.742667852845412,0.382570079283621,0.274639485105776,1.05289214546145,0.375146390232187,0.809305899605318,3.35529367480175,0.328490427332837,0.304936818845196,2.67959184864893,0.317294978172465,39.051,1.57799999999997
"76","11423-26","extra_heavy",100,80,0.86,0.870702156655133,0.54189434170941,0.303933241080084,1.09898354088948,-0.0110625400307208,0.429157235187765,0.25607002549887,0.0744824952613977,0.587973963141578,1.1572211472447,-0.650950012583367,0.396321218857668,0.453315307661769,3.56357878775191,0.301010904854555,27.475,1.61400000000003
"77","11423-27","extra_heavy",100,80,0.83,0.903452866456284,0.471668552530069,0.374024968917158,0.799953395655072,0.805855511390015,0.518048972161676,0.384016279310382,1.18285871801892,0.479968891223539,0.724107340550969,2.40253660221142,0.497631535653362,0.399831273039016,2.51920184873562,0.324517300268502,33.037,1.57299999999998
"78","11423-28","extra_heavy",100,80,0.86,0.955864402952049,0.630805300672839,0.0207591966835725,0.314180324033447,3.02991630527105,-0.0100904910366,0.464825392314528,1.76603363570736,0.470893468442313,0.149309415553667,5.35075730934129,0.0511067760799262,0.395757678187265,2.25908054926197,0.332681156731636,34.365,1.62300000000005
"79","11423-29","extra_heavy",100,80,0.79,0.823773598429052,0.698136632914826,0.333448852377171,0.670901184621559,0.596988005445089,0.508041802208632,0.357484580358318,0.761316170653299,0.405728980412581,0.514874538490638,2.99924848195812,0.565842522762278,0.411959286009206,2.15006728460593,0.30883748166571,34.6560000000001,1.59800000000007
"80","11423-30","extra_heavy",100,80,0.77,0.939409969820502,0.584539316549642,-0.0134297846847357,1.21918274649024,-0.60697822339454,0.361879700145271,0.308570921286308,1.35154753946906,0.404963747459805,1.26275596775601,-1.52351524935623,0.276042779090159,0.378017465875526,2.80424132430055,0.321715731835929,35.7329999999999,1.51999999999998
"81","11423-31","extra_heavy",100,80,0.84,0.977096627491793,0.588610042611201,0.284363184497833,0.605414948577567,0.86196889696269,0.643497833054561,0.607083039657076,1.28882202291843,0.600128724551813,0.554604723023265,5.2587041472084,0.433471618717149,0.500332128389491,3.810195480515,0.306506377963652,35.104,1.65699999999993
"82","11423-32","extra_heavy",100,80,0.76,1.12021590858735,0.285281924465189,0.417851391870104,1.18440146054787,0.121570497693139,0.410526785443064,0.250039633058812,0.446418622086656,0.375486568408715,1.19018428649675,0.381897107556733,0.433112718486101,0.322191420769617,2.33154097660086,0.303259168104925,34.2439999999999,1.55199999999991
"83","11423-33","extra_heavy",100,80,0.82,0.957274433931658,0.476515391520538,0.333464986385234,1.1458551323172,-0.258254576427101,0.489009301226247,0.3350501584249,2.04338363707455,0.644561100252215,1.082554030101,0.230752095251181,0.388771079012791,0.468765228340847,4.28635996088046,0.352901375109514,44.2430000000002,1.61699999999996
"84","11423-34","extra_heavy",100,80,0.89,0.953690140982702,0.545819184166074,0.170306268201208,0.99356208779949,0.0487967315985468,-0.233075080108267,0.336961269239744,0.520944047655091,0.743136802830784,0.751006050858561,2.18175416882607,0.225113499868298,0.47160992153207,2.39501453427845,0.362412035364203,28.0410000000002,1.66300000000001
"85","11423-35","extra_heavy",100,80,0.84,0.886802687566184,0.45370427515973,0.35950946163379,0.956055292780409,0.269942223548181,0.0642766462820191,0.224898409189932,1.26169204892467,0.725835369577218,0.586910800695078,3.60919042504755,0.407257714340437,0.368220309810761,2.99816556586918,0.354214317505311,27.3720000000001,1.63100000000009
"86","11423-36","extra_heavy",100,80,0.81,1.07813168109378,0.450327843107844,0.0893942233108073,1.11052578897644,0.389037329915193,0.0526389411620696,0.24046735188612,0.598062725625746,0.387285951863405,1.06719296144882,1.2082124507172,0.215959513881397,0.312733153376608,2.65223264571416,0.299632765035424,37.6379999999999,1.62799999999993
"87","11423-37","extra_heavy",100,80,0.79,0.891923922522314,0.417312146632985,0.242298479094115,0.815623341705723,0.286351838202286,-0.014512371096337,0.287820955826115,0.402437128186745,0.4810510107931,0.583078688567525,4.67703961636542,0.228024431394451,0.428143738936901,4.10725278969764,0.302618684674183,33.579,1.56799999999998
