"sim","censoring","n","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_aq","beta_aq","gamma_aq","se_alpha_aq","se_beta_aq","se_gamma_aq","alpha_tr","beta_tr","gamma_tr","se_alpha_tr","se_beta_tr","se_gamma_tr"
"11426-1","light",500,0.128,1.10881108606728,0.524163269995723,0.132290456905676,1.12068310325661,0.475882288969248,0.117077086573492,0.104635392244503,0.152787498281503,0.132567323966034,1.11489631610877,0.499514407979841,0.120600345493389,0.1038713386208,0.160685916218472,0.131920518640771
"11426-2","light",500,0.116,0.988548557194961,0.457313263341963,0.232047466427299,1.00435908046097,0.395728020483793,0.228991052461049,0.105675627078592,0.151680847089324,0.125797308373002,0.988057414660921,0.458416140951763,0.224712404357188,0.103268210232865,0.151632704502935,0.122023193771034
"11426-3","light",500,0.134,0.984010530029942,0.625569846870603,0.155815507538663,1.01325227989629,0.570004392879838,0.146326884816106,0.10335983881363,0.195813888670756,0.125034151589007,1.01493899676538,0.580717201235182,0.146849487012632,0.103270043446553,0.201210361861123,0.126732437508186
"11426-4","light",500,0.118,0.818744231135117,0.64331267107332,0.410865730269993,0.829982555350548,0.581876361256249,0.409664729071884,0.104571630987998,0.170143525623357,0.123862800243051,0.830622573663916,0.60075763040426,0.406427417151122,0.104303772117165,0.173509803472139,0.121296472854201
"11426-5","light",500,0.122,1.05708009489104,0.67509678734884,0.0703965699830008,1.0956555411289,0.512041703502708,0.0836557129827974,0.107974815171967,0.175881330702241,0.126393996787973,1.08864369098174,0.565002478298488,0.0781882600499125,0.105138341125119,0.189818040300216,0.128062035257815
"11426-6","light",500,0.136,1.05444684096696,0.437552631119807,0.193139552077639,1.07160943308936,0.383786524528275,0.196286059254855,0.0966415643710927,0.175693983825032,0.123865480568263,1.06954049676345,0.389636980244205,0.196066573519432,0.0943336012429082,0.176106848585057,0.120692259782488
"11426-7","light",500,0.15,1.01525518574841,0.508759444242296,0.311727841554311,0.991491387563388,0.582892286546239,0.304692900429912,0.100010607821679,0.149993983855678,0.123257647462635,0.98835521470099,0.595579167476684,0.308504650492254,0.100328218212574,0.152475088821577,0.125185261025939
"11426-8","light",500,0.146,1.03637781191014,0.563154632580371,0.208657172692412,1.05539079769903,0.523686061550132,0.199789728796524,0.103070066701736,0.180603695601517,0.130173627884939,1.05350723350693,0.538108341817721,0.200685789644768,0.103577404964573,0.192746012665343,0.127534484197446
"11426-9","light",500,0.108,1.0053087409095,0.24569081206724,0.236764357279954,1.01629609679515,0.207964213369082,0.236472188993134,0.10304018112593,0.182334689251333,0.122565612898702,1.0137050397473,0.211329225288109,0.237155965218644,0.102600823910743,0.191902924424659,0.121180652766532
"11426-10","light",500,0.14,1.02990096565849,0.469191453354021,0.21999169657982,1.01846037536742,0.519240910245762,0.204892862958461,0.101728940341674,0.14393256700923,0.126082194211859,1.0116084373314,0.545852210654037,0.208504220212659,0.102979986746212,0.158991683932769,0.129022291909154
"11426-11","light",500,0.13,1.06509107217023,0.430582065623831,0.0348614774024989,1.06455725272034,0.40057270902727,0.0295885402623591,0.101441637685345,0.14366033225135,0.124624391340287,1.06181093353642,0.43178917493792,0.0261079061796054,0.10370803288529,0.149722298378894,0.125151014872694
"11426-12","light",500,0.126,1.01927274442605,0.494130206955677,0.210752099153653,1.01427488469725,0.540355389534928,0.203341359734705,0.104004997832725,0.194763619329443,0.126692736254017,1.00684919071291,0.556396003327437,0.204630864500626,0.106253717343468,0.207575061133779,0.126464891544072
"11426-13","light",500,0.138,0.934311142402689,0.636017684348749,0.347434352065775,0.975386469879695,0.495936460399655,0.340793468040206,0.106529355889622,0.173436006585963,0.130177640955974,0.970271196267002,0.538562592799693,0.339155493968711,0.106172737814752,0.178413800660429,0.128763404916462
"11426-14","light",500,0.118,1.09252475889739,0.635235599996449,0.0819110142826414,1.10652344290462,0.628159909100508,0.0584384964808429,0.11310254687236,0.200840057436693,0.1319703776095,1.10448391500038,0.634193780942609,0.0624722864711832,0.114590446752742,0.207511062815088,0.13270940069162
"11426-15","light",500,0.114,1.08111103878243,0.304235587659857,0.273601469663613,1.04784592340641,0.426106902220373,0.268523873690229,0.0989526974507687,0.165018943887806,0.123285947192424,1.04426418435943,0.448994870707299,0.268951445108125,0.0992833891260445,0.176647293571616,0.12345019976755
"11426-16","light",500,0.142,1.01111729653646,0.443882897359217,0.170374050888197,1.00850038338985,0.467198818276752,0.16897787145868,0.110230818154625,0.166654022031758,0.123787525902986,1.00683035291682,0.494992684113206,0.164741955410437,0.110453872863959,0.174643066928976,0.122953888839176
"11426-17","light",500,0.128,0.933707827629836,0.501803192312375,0.281801133613132,0.949682351066898,0.406057946938243,0.284471734901444,0.0985139044471472,0.134946990652604,0.128397484435178,0.926151889270215,0.507093746862419,0.284917662207302,0.100188753359737,0.151698014438145,0.12545965531581
"11426-18","light",500,0.154,1.1465827999945,0.545791696950712,0.121023629465822,1.14313812733817,0.534166530060937,0.12233393186239,0.105523515859884,0.154116132657257,0.131507987172051,1.13559051001379,0.557511138104604,0.129479987460691,0.104317602979579,0.16335258920396,0.128974785589469
"11426-19","light",500,0.126,0.973098761667749,0.42802992592081,0.327390387204465,0.975220372828335,0.425121847471557,0.319039817866085,0.109660816937309,0.178871918594109,0.133816089168236,0.976243272409109,0.456849321799772,0.309546718250997,0.111420778646776,0.191609386277118,0.133143719801782
"11426-20","light",500,0.132,0.97480119823053,0.506166566523987,0.318097136785136,0.956550507303119,0.563088262024276,0.311803295852401,0.104601027585545,0.187599707087673,0.130365051391523,0.952647234765815,0.567565551617294,0.319573187334334,0.10619906390563,0.187628321686422,0.129264027994885
"11426-21","light",500,0.128,0.985765201360591,0.438703160256746,0.34626296041187,1.00040128775817,0.404768139794855,0.34317659852544,0.0956874567035473,0.163143255345981,0.123119606085588,0.991344581716071,0.433483421924173,0.346711270428179,0.0957520087553608,0.170966591759114,0.123044711277616
"11426-22","light",500,0.138,1.10988453910511,0.327547074204168,0.199218013113259,1.12620377963545,0.258561623318503,0.203071800538926,0.0991375918772855,0.141946404325345,0.121701719144898,1.12150658120796,0.273915624561816,0.206736409454633,0.098576511082051,0.154369853237273,0.121883564198359
"11426-23","light",500,0.158,0.983497481643943,0.506913935518872,0.189101847414733,1.00446415514508,0.441050296724703,0.187277507518392,0.10797250894924,0.173471050269395,0.1319047286135,0.988914623388411,0.49860942024427,0.187095348391557,0.105358295705048,0.170524391876443,0.129902349451448
"11426-24","light",500,0.134,0.994639023008983,0.642542145324741,0.280070521451863,0.988541865953936,0.639952650018056,0.294274297870379,0.101451713200604,0.167973764075577,0.124753243028658,0.978852730139655,0.673962893445351,0.29285496422134,0.103387556831183,0.175034507673945,0.12449760326555
"11426-25","light",500,0.116,0.912158367542401,0.544816053981347,0.27107915664024,0.913281601571121,0.542565676765242,0.261057877681205,0.0986638622527141,0.160951323783584,0.118775254497126,0.910913518645334,0.534134744371447,0.267496682577568,0.0969016042211748,0.161883942881937,0.118583364023583
"11426-26","light",500,0.138,0.973488053551594,0.790942419507975,0.226498150271433,0.974576546964762,0.765371868717068,0.219891668253692,0.101497775827801,0.15640964822673,0.129451976061451,0.973314296829632,0.77726689398066,0.22523968177575,0.103534321405298,0.155551958943616,0.131581910403353
"11426-27","light",500,0.14,0.886128103910489,0.604429196751023,0.291955308270751,0.920059977984844,0.467054854002121,0.289136944246352,0.10512474016188,0.168124932598357,0.129636752080236,0.918962792329623,0.481537419422949,0.289956762138502,0.104113342549725,0.167202615267932,0.129587254472202
"11426-28","light",500,0.122,0.994068386797205,0.507848967385397,0.127560847608971,0.996146968853748,0.471814417712571,0.134280441336749,0.098790196472031,0.139480626080636,0.119149288031366,0.987519860966444,0.511560737820282,0.129603544068913,0.0987882928965359,0.150005968065383,0.122151817728524
"11426-29","light",500,0.14,0.954230062703415,0.614103616144899,0.294160962632699,0.946006698216569,0.653421425830762,0.285619937798504,0.102768080282955,0.195845448471331,0.125179916569597,0.942719263856361,0.65709581067923,0.291113455151645,0.104143088986257,0.196522695510502,0.123969253742995
"11426-30","light",500,0.092,0.994457704259168,0.473068564851916,0.287887766950701,1.01049160390088,0.429463142309883,0.2811683871335,0.106795958739918,0.213411616570172,0.129173569382587,1.01315999154745,0.439088420362501,0.277429745206211,0.107526469228004,0.216705526517911,0.132986070867075
"11426-31","light",500,0.112,0.969636990815686,0.494914674592339,0.329673590523554,0.962017186704824,0.530464190896493,0.329658069742976,0.102607121962025,0.199269813601648,0.131751652762261,0.958708687296228,0.545827979155495,0.328720194620782,0.101136046176791,0.205407960912224,0.130704324369151
"11426-32","light",500,0.148,1.01778565721689,0.31646039969145,0.274128562085527,1.02696770787072,0.280313453992283,0.272828305382984,0.0958495271470963,0.131011528431682,0.119648620240227,1.00979633113324,0.330342134732602,0.275825635290772,0.0978516971640074,0.143347944724274,0.122513135670142
"11426-33","light",500,0.142,1.06768018718528,0.447124502352682,0.148802876633095,1.05290616197498,0.465294626999238,0.152303682848492,0.111541589603705,0.177564063242175,0.126661660394045,1.0560410426822,0.475119543983018,0.148017164805178,0.110458478334122,0.181098693512573,0.129233422213896
