"sim","censoring","n","B","perc_censored","alpha_fc","beta_fc","gamma_fc","alpha_extrap","beta_extrap","gamma_extrap","se_alpha_extrap","se_beta_extrap","se_gamma_extrap","alpha_extrap_no","beta_extrap_no","gamma_extrap_no","se_alpha_extrap_no","se_beta_extrap_no","se_gamma_extrap_no","time_extrap","time_extrap_no"
"11430-1","light",100,500,0.12,1.04852261921754,0.428291715868745,0.344363286654488,1.08182393864832,0.325890257313677,0.345209273996487,0.199598778315417,0.206942901743782,0.27305997976919,1.03320520290604,0.448350735436506,0.344147601724822,0.21539273104587,0.233424597001468,0.27922467304919,136.421,11.116
"11430-2","light",100,500,0.13,0.850842071774088,0.374886014856538,0.651773782130064,0.881670145860458,0.32000387926581,0.616537108596628,0.197259326235273,0.246499313916075,0.291762754155237,0.840398501293108,0.433051724205714,0.617744312963055,0.204324714760047,0.308797115626422,0.284343933754703,141.849,9.83800000000002
"11430-3","light",100,500,0.27,0.924469736873426,0.616576912291401,0.355458622383652,0.986372795853143,0.444904383899996,0.41393142545876,0.234418770268754,0.257875406981867,0.299190731735497,0.93136490793474,0.616195505198671,0.368711603737639,0.231678918125593,0.318263721531871,0.29812065016265,269.66,11.182
"11430-4","light",100,500,0.23,1.03901381120387,0.587587945990675,0.0934787952428335,1.10578820343974,0.425666362582928,0.184981171852915,0.238732144241921,0.233818869325078,0.309326127337293,1.02591976265509,0.598265093093878,0.141830080141043,0.232887733954766,0.26133914140019,0.309405377106104,262.437,12.245
"11430-5","light",100,500,0.14,0.854255010348474,0.654534304659257,0.179855246590225,0.72669556749227,1.06799160418596,0.257224655736287,0.203595442919778,0.357649756010975,0.273663220582378,0.660231328836939,1.25770471194472,0.223797587738567,0.209469540368218,0.382827988829576,0.270190847284612,162.731,11.6679999999999
"11430-6","light",100,500,0.21,1.15321696157819,0.750175225993991,0.0133693716261151,1.2106854692501,0.541394761145906,0.0410546322758668,0.249228532825302,0.23955723034926,0.345254043231397,1.17912200864914,0.661140617293109,0.0165918434574383,0.244767273726312,0.286533650252692,0.336562386535714,230.081,10.559
"11430-7","light",100,500,0.19,1.0327341357905,0.54725318924004,0.00923417562373652,1.08312709303306,0.392856397183564,0.0180980762873737,0.212019586371175,0.214178423521821,0.306323020391478,1.04414825931525,0.474059418938256,0.0211328748014501,0.216799037297846,0.267229934957209,0.306048949224714,177.926,10.4279999999999
"11430-8","light",100,500,0.11,1.05434916223979,0.14538029915993,0.26238502500336,1.0212785364009,0.287443427774455,0.244261517577871,0.186678854147643,0.249903623176838,0.277718395309992,1.01545786629108,0.277187699971431,0.240031614637868,0.187869967934889,0.287870134063147,0.282257063309089,128.624,10.6209999999999
"11430-9","light",100,500,0.19,1.01901367635325,0.576539599733487,0.446214447323583,1.04713251811383,0.499702359144189,0.524004567200871,0.221571173683665,0.41727017040966,0.278248984139,0.99869994072641,0.6450262882113,0.513274886687194,0.220404139340681,0.446679719791713,0.277042504046191,195.826,11.1099999999999
"11430-10","light",100,500,0.2,0.550136994411495,0.545600548018324,0.72481332099145,0.654817675106269,0.303880931109449,0.730373604446275,0.202668610735804,0.209638710229218,0.270442715528789,0.626473629310945,0.391419789163599,0.701596050959545,0.21109236110223,0.238444357454414,0.274074366718232,204.466,8.53700000000003
"11430-11","light",100,500,0.17,0.816315472855318,0.387286751547733,0.205228717707398,0.766332332499875,0.569155504013916,0.162808510183739,0.227937671025216,0.323368848847193,0.324254205307891,0.805752447328875,0.419424491420316,0.213649760104428,0.243211244445547,0.365060534832669,0.333570027410094,191.932,8.529
"11430-12","light",100,500,0.19,0.661270081041688,0.890837850788364,0.3308274647438,0.670879394111431,1.02839233429547,0.257201485730358,0.2153320128455,0.359176621522064,0.309714649077801,0.621218021955072,1.09992513742598,0.193436165001518,0.222203621683645,0.373923603457275,0.314466217981345,228.025,8.71900000000005
"11430-13","light",100,500,0.28,1.05061963671618,0.478393231597872,0.299651222479223,1.08670358934414,0.450209333586193,0.30192605435689,0.216786004805346,0.255959557590317,0.302785069261051,1.02117322715223,0.610809894124609,0.274887646125916,0.232532668418249,0.302722602106989,0.304143365317204,262.286,9.16900000000032
"11430-14","light",100,500,0.08,0.927264090615709,0.514833628033472,0.358011085672415,0.950141765560581,0.40530825141823,0.353824603218303,0.224341132465171,0.274299472140217,0.295986649591993,0.93736526627422,0.482432803867101,0.333890848696628,0.227660652746446,0.313814693366563,0.290998781595308,101.823,7.79500000000007
"11430-15","light",100,500,0.14,0.929601660799091,0.425621685730927,0.185085570579212,0.91621771523182,0.456760475246687,0.20959609482674,0.230493207750845,0.280126255560377,0.29825975142449,0.900800049241365,0.545583769025627,0.204801950132315,0.231896771177585,0.315284578913363,0.286086277587602,121.066,6.33799999999974
"11430-16","light",100,500,0.24,0.962214514397622,0.701303706720662,0.313080690854628,1.00541947028418,0.576843334316871,0.36800876717523,0.279844877928079,0.359983008666596,0.335028394346789,1.0007716478062,0.580041218838021,0.342876071371982,0.270387927069193,0.371300545317027,0.335636535197559,276.426,8.64300000000003
"11430-17","light",100,500,0.16,0.95397171588437,0.135681471937826,0.38558627132818,0.970949580857943,0.107003674990693,0.385030142314565,0.208782399942903,0.361723822482922,0.267719039960924,0.941633417281494,0.194145449879198,0.392813992169504,0.214431947673025,0.404680624385786,0.266703077461012,167.366,8.32100000000037
"11430-18","light",100,500,0.17,1.15318260879585,0.33271582468041,0.169276320998152,1.16824872701846,0.338756557999548,0.204874764259877,0.238118062731039,0.366667123402754,0.318085721638164,1.13555097136687,0.447720019448144,0.171297588265112,0.227021419181104,0.395298238340161,0.322043253067421,169.514,6.53900000000021
"11430-19","light",100,500,0.19,0.737662379750802,0.756142845261029,0.0759229364726842,0.769281596612429,0.659510882073182,0.131423260144592,0.211199487768923,0.296279085536203,0.301271614351363,0.723358748164156,0.789179687220507,0.0813784245046398,0.217561488515234,0.318452383637229,0.302514050113985,208.347,6.66699999999992
"11430-20","light",100,500,0.09,0.858341097870458,0.626764032553129,0.200165897833334,0.911483101863653,0.569633252715084,0.198837907877606,0.225395575121849,0.348559212128687,0.284879552836944,0.861001030360892,0.674689461199532,0.206789999038821,0.229743281469483,0.376371812646338,0.28333420541537,94.5360000000001,7.86000000000013
"11430-21","light",100,500,0.12,0.789643701167684,0.32781728233907,0.85831472585666,0.827994716233127,0.165032360380923,0.917453654270435,0.26137166714717,0.342396451581819,0.330132919125694,0.826395759120568,0.178927186911472,0.901959936199676,0.265067832519026,0.356393196294786,0.320986733301356,136.415,7.83399999999983
"11430-22","light",100,500,0.18,1.20793310856604,0.319259687758511,0.17407820971193,1.23778341688339,0.23784638890481,0.177020994374576,0.221410611443505,0.235198991732533,0.26605804768937,1.20249219117369,0.346754207805632,0.157809690455071,0.233879951500587,0.278619447101912,0.27286216452361,204.665,8.39399999999932
"11430-23","light",100,500,0.19,0.971467131549498,0.571108622763388,0.179440703015793,1.00405055862871,0.423611975202447,0.297252112414326,0.190327343809075,0.274049371363287,0.299415776854202,0.94161597782106,0.624741650191052,0.215612097780111,0.191126916770384,0.299105235048036,0.298716295425526,203.957,6.77400000000034
"11430-24","light",100,500,0.18,0.720918717985418,0.807019306952392,0.336137141746416,0.742540157090539,0.73703207809846,0.402266740349289,0.24267228155839,0.322854573913734,0.294934582098107,0.715804743241099,0.836622425270623,0.318802864050353,0.243175541910831,0.341807833176086,0.299514374195731,221.391000000001,8.44399999999951
"11430-25","light",100,500,0.1,0.905542464354209,0.648918069429768,0.639757806571751,0.957493085432253,0.577674683606743,0.649237555531453,0.218736001973484,0.327467415187297,0.26848921315442,0.913800494340631,0.647335137998971,0.663226654804021,0.226578267374426,0.356110574174776,0.275485254543361,103.848,6.06999999999971
"11430-26","light",100,500,0.09,0.942056160786395,0.480979196551207,0.371173321745306,0.925479086514844,0.593164206762942,0.359794991111064,0.23287031087764,0.37157863257455,0.306556303051725,0.890944793513447,0.668815240901558,0.372874027610839,0.230701704820333,0.397839685218177,0.315565593878833,74.0029999999997,6.09699999999975
"11430-27","light",100,500,0.15,1.09790076839525,0.581338698132725,0.0332846682865831,1.09946135926203,0.54350732418489,0.065880218778721,0.212199955959941,0.245050018793451,0.334358422297391,1.07866024596168,0.681246838225175,0.0116564167482785,0.217241480327472,0.32634129290586,0.344672137070877,142.9,6.49799999999959
"11430-28","light",100,500,0.1,0.922039137425144,0.879672943182845,-0.185490611014032,0.909975884422054,0.959867632793948,-0.184327325699408,0.194116663514058,0.378356319881499,0.279934224005712,0.876750498328239,1.04471080310161,-0.191854254637801,0.201983145976172,0.425578384641014,0.279754091947858,83.6910000000007,7.5619999999999
"11430-29","light",100,500,0.18,0.518018497693036,0.860325988466132,0.825583486256238,0.51951065127758,0.911997303785484,0.839813547812217,0.249562703959893,0.352219539618557,0.286465066732065,0.539754742889461,0.807522772799582,0.838024652958761,0.252696948839036,0.359796897826294,0.295717533891581,229.842,8.37400000000071
"11430-30","light",100,500,0.15,1.04006087516974,0.510188719989668,0.540720249592733,1.0306003967055,0.485444626129667,0.584850928625134,0.22907199671837,0.28957755790688,0.305817075122211,1.00864111282018,0.542610956203569,0.56580416435896,0.227320944471632,0.317270180286018,0.305042729628676,159.757000000001,8.3100000000004
